onset	duration	RT	Trial_type	Response	SSD
0.05	0.5171	1180	Stop	Failed_stop	200
4.5369	0.5171	589	Stop	Failed_stop	200
9.541	0.517	540	Stop	Failed_stop	150
12.0596	0.5171	553	Go	correct	n/a
17.5474	0.5171	555	Go	correct	n/a
21.5506	0.5171	634	Stop	Failed_stop	100
24.553	0.5171	0	Stop	succesful_stop	50
28.0725	0.5171	571	Go	correct	n/a
32.0757	0.5171	523	Go	correct	n/a
36.5627	0.517	595	Go	correct	n/a
44.5691	0.5171	596	Go	correct	n/a
48.0886	0.5171	701	Go	correct	n/a
53.5763	0.5171	381	Go	correct	n/a
57.0791	0.5171	559	Go	correct	n/a
60.5819	0.5171	514	Go	correct	n/a
64.1014	0.5171	804	Go	correct	n/a
69.5892	0.5171	569	Go	correct	n/a
73.092	0.5171	465	Stop	Failed_stop	50
76.1111	0.5171	678	Go	correct	n/a
81.5988	0.5171	522	Go	correct	n/a
85.1016	0.5171	928	Go	correct	n/a
88.1207	0.5171	756	Go	correct	n/a
93.1081	0.517	506	Go	correct	n/a
96.6109	0.5171	550	Go	Incorrect	n/a
100.1304	0.5171	464	Go	correct	n/a
104.1336	0.5171	0	Stop	succesful_stop	50
108.1368	0.5171	0	Stop	succesful_stop	50
113.1241	0.5171	568	Go	correct	n/a
116.627	0.517	494	Go	correct	n/a
124.6334	0.5171	0	Stop	succesful_stop	50
128.6366	0.5171	505	Go	correct	n/a
132.6398	0.5171	550	Go	correct	n/a
137.6438	0.5171	0	Stop	succesful_stop	50
140.1625	0.5171	0	Stop	succesful_stop	100
145.1499	0.517	412	Go	correct	n/a
148.169	0.517	525	Go	correct	n/a
153.6567	0.5171	597	Go	Incorrect	n/a
161.6631	0.5171	492	Go	correct	n/a
164.1818	0.5171	0	Stop	succesful_stop	150
168.185	0.5171	594	Go	correct	n/a
172.672	0.517	0	Stop	succesful_stop	200
176.1915	0.517	478	Go	correct	n/a
180.6784	0.5171	471	Go	correct	n/a
185.6824	0.5171	656	Go	correct	n/a
188.2011	0.5171	447	Stop	Failed_stop	250
192.2043	0.5171	1165	Go	Incorrect	n/a
197.1917	0.517	537	Go	correct	n/a
200.2107	0.5171	499	Stop	Failed_stop	300
209.2013	0.5171	649	Go	Incorrect	n/a
212.7041	0.5171	680	Go	correct	n/a
216.7073	0.5171	0	Stop	succesful_stop	350
221.211	0.517	504	Stop	Failed_stop	400
225.7146	0.517	792	Go	correct	n/a
229.2174	0.5171	693	Go	correct	n/a
233.2206	0.5171	660	Go	correct	n/a
241.7274	0.5171	999	Go	Incorrect	n/a
244.2461	0.5171	583	Stop	Failed_stop	450
248.7331	0.517	627	Go	correct	n/a
256.7395	0.5171	663	Go	correct	n/a
260.259	0.5171	672	Stop	Failed_stop	500
265.2463	0.5171	705	Go	correct	n/a
268.7491	0.5171	576	Stop	Failed_stop	500
272.7523	0.5171	705	Go	correct	n/a
276.2718	0.5171	786	Go	correct	n/a
281.7596	0.5171	666	Go	correct	n/a
285.7628	0.5171	563	Go	correct	n/a
289.2656	0.5171	763	Go	correct	n/a
293.7692	0.5171	522	Stop	Failed_stop	450
297.7724	0.5171	667	Go	correct	n/a
301.2753	0.517	758	Go	correct	n/a
304.2943	0.5171	568	Stop	Failed_stop	400
309.2817	0.5171	929	Go	Incorrect	n/a
312.3008	0.5171	696	Go	correct	n/a
317.7885	0.5171	0	Stop	succesful_stop	350
320.7909	0.5171	855	Go	correct	n/a
324.3104	0.5171	0	Stop	succesful_stop	300
328.3136	0.5171	727	Go	correct	n/a
337.3042	0.5171	405	Stop	Failed_stop	250
341.3074	0.5171	0	Stop	succesful_stop	200
344.3265	0.5171	644	Go	correct	n/a
349.8142	0.5171	0	Stop	succesful_stop	150
353.317	0.5171	0	Stop	succesful_stop	150
356.8199	0.517	0	Stop	succesful_stop	200
361.3235	0.5171	702	Go	Incorrect	n/a
365.8271	0.5171	0	Stop	succesful_stop	250
368.3458	0.5171	833	Go	correct	n/a
373.8335	0.5171	753	Go	correct	n/a
377.8367	0.5171	731	Go	correct	n/a
385.8432	0.5171	0	Stop	succesful_stop	300
388.8456	0.5171	627	Go	correct	n/a
392.8488	0.5171	699	Go	correct	n/a
396.3683	0.5171	640	Go	correct	n/a
401.856	0.5171	654	Go	correct	n/a
409.8625	0.517	555	Stop	Failed_stop	350
412.8649	0.5171	0	Go	omission	n/a
419.3701	0.5171	893	Go	correct	n/a
422.3892	0.5171	895	Go	correct	n/a
