onset	duration	RT	Trial_type	Response	SSD
0.1038	0.5171	1161	Stop	Failed_stop	200
4.5907	0.5171	1157	Go	correct	n/a
8.1103	0.5171	479	Go	correct	n/a
12.5972	0.5171	0	Stop	succesful_stop	200
16.1168	0.5171	595	Go	correct	n/a
21.1042	0.517	0	Stop	succesful_stop	250
25.1074	0.5171	557	Go	correct	n/a
28.6102	0.5171	0	Stop	succesful_stop	300
32.6135	0.5171	0	Stop	succesful_stop	350
40.62	0.5171	608	Go	correct	n/a
45.1237	0.517	850	Go	correct	n/a
48.1428	0.5171	0	Stop	succesful_stop	400
52.6297	0.5171	652	Go	correct	n/a
56.633	0.5171	0	Stop	succesful_stop	450
61.6371	0.517	561	Stop	Failed_stop	500
65.6403	0.5171	529	Go	correct	n/a
68.159	0.5171	622	Stop	Failed_stop	550
73.1464	0.5171	799	Go	correct	n/a
76.1655	0.5171	689	Stop	Failed_stop	600
80.1688	0.5171	550	Go	correct	n/a
84.6558	0.517	780	Go	correct	n/a
89.1594	0.5171	726	Stop	Failed_stop	650
92.1785	0.5171	849	Go	correct	n/a
101.6696	0.5171	0	Stop	succesful_stop	700
104.672	0.5171	800	Go	correct	n/a
112.1948	0.5171	918	Go	correct	n/a
117.1822	0.517	852	Stop	Failed_stop	750
121.1854	0.5171	1190	Go	correct	n/a
124.2045	0.5171	1272	Go	correct	n/a
129.6923	0.5171	0	Stop	succesful_stop	800
133.6956	0.5171	0	Stop	succesful_stop	850
137.6988	0.5171	1193	Go	correct	n/a
141.7021	0.5171	1043	Stop	Failed_stop	900
144.7045	0.5171	942	Go	correct	n/a
148.7078	0.517	937	Go	correct	n/a
153.7118	0.5171	948	Go	correct	n/a
156.2305	0.5171	849	Go	correct	n/a
160.2338	0.5171	983	Go	correct	n/a
165.2212	0.5171	1163	Go	correct	n/a
169.7248	0.5171	833	Go	correct	n/a
172.2435	0.5171	987	Go	correct	n/a
177.2309	0.5171	863	Go	correct	n/a
185.2374	0.5171	840	Go	correct	n/a
189.7411	0.5171	1066	Go	correct	n/a
193.7443	0.5171	792	Go	correct	n/a
197.7476	0.5171	663	Stop	Failed_stop	950
201.7508	0.5171	925	Stop	Failed_stop	1000
205.7541	0.5171	0	Stop	succesful_stop	1050
209.7573	0.5171	1322	Go	correct	n/a
212.276	0.5171	1075	Stop	Failed_stop	1100
217.2634	0.5171	1260	Go	correct	n/a
221.7671	0.5171	1071	Go	correct	n/a
224.2858	0.5171	1229	Go	correct	n/a
229.7736	0.5171	1049	Go	correct	n/a
237.2797	0.5171	1091	Go	correct	n/a
241.2829	0.5171	1343	Go	correct	n/a
245.2862	0.5171	1301	Go	correct	n/a
253.2927	0.5171	1101	Go	correct	n/a
256.7955	0.5171	1423	Go	correct	n/a
260.3151	0.517	1630	Go	correct	n/a
265.8028	0.5171	1445	Go	correct	n/a
268.8053	0.5171	1304	Go	correct	n/a
272.3248	0.5171	1345	Go	correct	n/a
280.3313	0.5171	1129	Stop	Failed_stop	1150
285.8191	0.5171	1397	Go	correct	n/a
288.3378	0.5171	1612	Go	correct	n/a
292.3411	0.517	1466	Go	correct	n/a
296.828	0.5171	1355	Go	correct	n/a
301.8321	0.5171	1379	Go	correct	n/a
304.3508	0.5171	1529	Go	correct	n/a
309.3382	0.5171	1393	Go	correct	n/a
312.841	0.5171	0	Stop	succesful_stop	1150
316.8443	0.5171	0	Stop	succesful_stop	1200
321.3479	0.5171	1338	Stop	Failed_stop	1250
324.8508	0.5171	0	Stop	succesful_stop	1300
328.3703	0.5171	0	Stop	succesful_stop	1350
332.3736	0.517	1919	Go	correct	n/a
336.3768	0.5171	0	Stop	succesful_stop	1400
341.8646	0.5171	0	Go	omission	n/a
346.3849	0.5171	1476	Go	correct	n/a
351.8727	0.5171	1226	Go	correct	n/a
359.8792	0.5171	1014	Go	correct	n/a
363.8825	0.5171	1691	Go	correct	n/a
370.4044	0.5171	1423	Go	correct	n/a
374.4077	0.5171	1817	Go	correct	n/a
379.8955	0.5171	1609	Go	correct	n/a
383.3983	0.5171	0	Stop	succesful_stop	1450
386.4174	0.5171	1861	Go	correct	n/a
390.9044	0.5171	0	Stop	succesful_stop	1500
395.4081	0.5171	1905	Go	correct	n/a
399.4113	0.5171	2225	Go	correct	n/a
402.9142	0.5171	2195	Go	correct	n/a
406.4337	0.5171	2001	Go	correct	n/a
411.9215	0.5171	1705	Go	correct	n/a
