onset	duration	RT	Trial_type	Response	SSD
1.5345	0.5171	1451	Go	correct	n/a
4.5369	0.5171	704	Go	correct	n/a
9.0406	0.5171	0	Stop	succesful_stop	200
12.5434	0.5171	823	Stop	Failed_stop	250
16.0629	0.5171	868	Go	correct	n/a
20.5498	0.5171	1237	Go	correct	n/a
25.0535	0.5171	989	Go	correct	n/a
29.0567	0.5171	0	Stop	succesful_stop	300
32.0758	0.5171	0	Stop	succesful_stop	350
37.5636	0.5171	1226	Go	correct	n/a
40.566	0.5171	1281	Go	correct	n/a
44.5692	0.5171	821	Go	correct	n/a
49.0728	0.5171	0	Stop	succesful_stop	400
57.5797	0.5171	1008	Go	correct	n/a
60.5821	0.5171	1147	Go	correct	n/a
65.5862	0.517	750	Go	correct	n/a
68.1049	0.517	0	Stop	succesful_stop	450
77.5958	0.5171	984	Go	correct	n/a
81.5991	0.5171	0	Stop	succesful_stop	500
84.1178	0.517	705	Go	correct	n/a
88.6047	0.5171	741	Stop	Failed_stop	550
92.6079	0.5171	960	Go	correct	n/a
96.6112	0.5171	620	Stop	Failed_stop	600
101.6152	0.5171	884	Go	correct	n/a
104.1339	0.5171	0	Stop	succesful_stop	650
109.6217	0.517	793	Go	correct	n/a
113.1245	0.5171	935	Stop	Failed_stop	700
117.1277	0.5171	874	Go	correct	n/a
125.6346	0.5171	803	Go	correct	n/a
129.6378	0.5171	853	Stop	Failed_stop	750
132.1565	0.5171	821	Stop	Failed_stop	800
137.6443	0.517	803	Go	correct	n/a
140.6467	0.5171	917	Stop	Failed_stop	850
145.6507	0.5171	1255	Go	correct	n/a
149.1535	0.5171	1497	Go	correct	n/a
153.1568	0.517	1242	Go	correct	n/a
157.16	0.5171	1327	Go	correct	n/a
161.1632	0.5171	1173	Go	correct	n/a
164.1823	0.5171	1171	Go	correct	n/a
169.6701	0.5171	1244	Go	correct	n/a
172.1888	0.517	1267	Go	correct	n/a
176.6757	0.5171	1111	Go	correct	n/a
181.1794	0.517	1005	Stop	Failed_stop	900
185.683	0.5171	1414	Go	correct	n/a
189.1858	0.5171	1272	Go	correct	n/a
192.2049	0.5171	0	Stop	succesful_stop	900
201.1955	0.5171	1436	Go	correct	n/a
205.6991	0.5171	842	Stop	Failed_stop	950
209.7023	0.5171	1124	Go	correct	n/a
216.708	0.5171	1313	Go	correct	n/a
220.7112	0.5171	1695	Go	correct	n/a
225.7153	0.517	1298	Go	correct	n/a
232.2372	0.5171	1053	Stop	Failed_stop	950
240.2436	0.5171	1437	Go	correct	n/a
245.231	0.5171	1356	Go	correct	n/a
249.2342	0.5171	1678	Go	correct	n/a
253.7378	0.5171	1563	Go	correct	n/a
257.7411	0.5171	0	Stop	succesful_stop	900
261.2439	0.5171	1575	Go	correct	n/a
264.7467	0.5171	0	Stop	succesful_stop	900
268.2662	0.5171	1293	Go	correct	n/a
277.2568	0.5171	0	Stop	succesful_stop	950
281.26	0.5171	1508	Go	correct	n/a
285.2633	0.517	1435	Go	correct	n/a
289.2665	0.5171	1009	Go	correct	n/a
293.7701	0.5171	1190	Go	correct	n/a
296.7725	0.5171	1285	Go	correct	n/a
300.7758	0.5171	1433	Go	correct	n/a
305.7798	0.5171	0	Stop	succesful_stop	1000
308.7822	0.5171	1417	Go	correct	n/a
313.7863	0.517	0	Stop	succesful_stop	1050
316.7887	0.5171	1154	Go	correct	n/a
321.7927	0.5171	865	Go	correct	n/a
324.3114	0.5171	1618	Go	correct	n/a
329.2988	0.517	890	Stop	Failed_stop	1100
337.8056	0.5171	0	Stop	succesful_stop	1150
341.8088	0.5171	1287	Go	correct	n/a
344.3275	0.5171	1677	Go	correct	n/a
353.3181	0.5171	0	Stop	succesful_stop	1200
357.3213	0.5171	0	Stop	succesful_stop	1250
360.8242	0.5171	1416	Go	correct	n/a
364.8274	0.5171	1750	Go	correct	n/a
368.3469	0.5171	2417	Go	correct	n/a
373.8347	0.517	0	Stop	succesful_stop	1300
377.8379	0.5171	1757	Go	correct	n/a
380.3566	0.5171	2055	Go	correct	n/a
385.8443	0.5171	1394	Stop	Failed_stop	1350
389.8476	0.5171	1247	Stop	Failed_stop	1400
397.3536	0.5171	1457	Stop	Failed_stop	1450
401.8573	0.517	1717	Go	correct	n/a
405.3601	0.5171	1950	Go	correct	n/a
408.8629	0.5171	1878	Go	correct	n/a
412.8661	0.5171	1516	Stop	Failed_stop	1500
420.8726	0.5171	2037	Go	correct	n/a
424.3921	0.5171	0	Stop	succesful_stop	1550
429.3794	0.5171	1703	Stop	Failed_stop	1600
433.3827	0.517	1741	Go	correct	n/a
437.3859	0.5171	1650	Stop	Failed_stop	1650
440.405	0.5171	2808	Go	correct	n/a
444.8919	0.5171	1810	Go	correct	n/a
448.4114	0.5171	3906	Go	correct	n/a
453.3988	0.5171	952	Go	correct	n/a
457.402	0.5171	1349	Go	correct	n/a
460.4211	0.5171	1137	Stop	Failed_stop	1700
465.4085	0.5171	1643	Go	correct	n/a
468.4276	0.5171	1668	Go	correct	n/a
472.9145	0.5171	1475	Go	correct	n/a
477.4182	0.517	1891	Go	correct	n/a
480.921	0.5171	1928	Go	Incorrect	n/a
485.4246	0.5171	0	Stop	succesful_stop	1750
488.4437	0.5171	1644	Go	correct	n/a
493.9315	0.5171	1993	Go	correct	n/a
497.9347	0.5171	0	Stop	succesful_stop	1800
500.9371	0.5171	1583	Go	correct	n/a
505.4407	0.5171	2013	Go	correct	n/a
509.444	0.5171	0	Stop	succesful_stop	1850
512.9468	0.5171	2308	Go	correct	n/a
516.95	0.5171	0	Stop	succesful_stop	1900
521.9541	0.517	1608	Go	correct	n/a
529.9605	0.5171	1036	Go	correct	n/a
536.9662	0.517	1216	Go	correct	n/a
541.4698	0.5171	1652	Go	correct	n/a
544.4889	0.5171	1979	Go	correct	n/a
