onset	duration	Pair	Response	RT	Cond	Q_choice	Q_notchosen	eQdiff	Rv_diff	Beta_Q	alpha_gain	alpha_loss
0.5332	1.1798	bA	Correct	1.179	wl.l	0.985	0.6866	0.2984	60	7.1987	0.0902	0.0078
5.0342	1.0369	Ac	inCorrect	1.021	ww	0.9559	0.985	-0.0291	10	7.1987	0.0902	0.0078
8.5562	1.2177	bD	inCorrect	1.215	ll	0.6866	0.7504	-0.0638	10	7.1987	0.0902	0.0078
13.0762	0.9174	Ac	inCorrect	0.912	ww	0.9559	0.985	-0.0291	10	7.1987	0.0902	0.0078
16.5962	1.1009	bC	Correct	1.095	wl.u	0.9559	0.6866	0.2693	50	7.1987	0.0902	0.0078
20.6162	1.0842	Ed	Correct	1.075	wl.u	0.9262	0.7504	0.1758	30	7.1987	0.0902	0.0078
24.6362	1.2176	Af	Correct	1.212	wl.u	0.985	0.8046	0.1804	40	7.1987	0.0902	0.0078
29.1562	0.9507	Cf	Correct	0.936	wl.u	0.9559	0.8046	0.1513	30	7.1987	0.0902	0.0078
32.1922	1.201	dE	Correct	1.185	wl.u	0.9262	0.7504	0.1758	30	7.1987	0.0902	0.0078
36.7122	0.8173	cA	inCorrect	0.806	ww	0.9559	0.985	-0.0291	10	7.1987	0.0902	0.0078
41.2322	1.1175	Ad	Correct	1.115	wl.u	0.985	0.7504	0.2346	50	7.1987	0.0902	0.0078
44.7522	1.3344	bD	inCorrect	1.323	ll	0.6866	0.7504	-0.0638	10	7.1987	0.0902	0.0078
49.2722	0.7173	bA	Correct	0.711	wl.l	0.985	0.6866	0.2984	60	7.1987	0.0902	0.0078
53.2922	1.2177	Ef	Correct	1.215	wl.l	0.9262	0.8046	0.1216	20	7.1987	0.0902	0.0078
57.3122	0.8674	Ae	inCorrect	0.852	ww	0.9262	0.985	-0.0588	20	7.1987	0.0902	0.0078
61.3322	1.0843	bF	Correct	1.07	ll	0.8046	0.6866	0.118	20	7.1987	0.0902	0.0078
65.3522	1.2009	Ae	inCorrect	1.191	ww	0.9262	0.985	-0.0588	20	7.1987	0.0902	0.0078
73.3752	0.8673	dE	Correct	0.854	wl.u	0.9262	0.7504	0.1758	30	7.1987	0.0902	0.0078
81.3982	1.0175	Ad	Correct	1.005	wl.u	0.985	0.7504	0.2346	50	7.1987	0.0902	0.0078
84.9172	0.9675	bF	Correct	0.949	ll	0.8046	0.6866	0.118	20	7.1987	0.0902	0.0078
88.4702	0.9341	Ab	Correct	0.931	wl.l	0.985	0.6866	0.2984	60	7.1987	0.0902	0.0078
93.4912	1.0174	Fd	Correct	1	ll	0.8046	0.7504	0.0542	10	7.1987	0.0902	0.0078
96.5272	0.8007	Ce	inCorrect	0.787	ww	0.9262	0.9559	-0.0297	10	7.1987	0.0902	0.0078
101.0472	0.7673	Af	Correct	0.763	wl.u	0.985	0.8046	0.1804	40	7.1987	0.0902	0.0078
105.5672	1.668	eA	Correct	1.652	ww	0.985	0.9262	0.0588	20	7.1987	0.0902	0.0078
113.5902	1.2176	dA	Correct	1.212	wl.u	0.985	0.7504	0.2346	50	7.1987	0.0902	0.0078
117.6102	1.1008	Cb	Correct	1.091	wl.u	0.9559	0.6866	0.2693	50	7.1987	0.0902	0.0078
120.6462	0.9508	bC	Correct	0.936	wl.u	0.9559	0.6866	0.2693	50	7.1987	0.0902	0.0078
125.1662	1.0342	Cf	Correct	1.026	wl.u	0.9559	0.8046	0.1513	30	7.1987	0.0902	0.0078
128.7022	1.1008	Ce	Correct	1.084	ww	0.9559	0.9262	0.0297	10	7.1987	0.0902	0.0078
133.2232	1.0509	Af	Correct	1.049	wl.u	0.985	0.8046	0.1804	40	7.1987	0.0902	0.0078
141.7462	0.7673	Cb	Correct	0.756	wl.u	0.9559	0.6866	0.2693	50	7.1987	0.0902	0.0078
145.2662	0.8007	fA	Correct	0.785	wl.u	0.985	0.8046	0.1804	40	7.1987	0.0902	0.0078
148.8022	1.0175	Cf	Correct	1.01	wl.u	0.9559	0.8046	0.1513	30	7.1987	0.0902	0.0078
156.8412	1.1676	Ad	Correct	1.165	wl.u	0.985	0.7504	0.2346	50	7.1987	0.0902	0.0078
161.8442	1.1524	Fb	Correct	1.141	ll	0.8046	0.6866	0.118	20	7.1987	0.0902	0.0078
165.8652	1.0842	Ef	Correct	1.073	wl.l	0.9262	0.8046	0.1216	20	7.1987	0.0902	0.0078
169.8852	1.1009	Eb	Correct	1.085	wl.u	0.9262	0.6866	0.2396	40	7.1987	0.0902	0.0078
