onset	duration	RT	Trial_type	Response	SSD
0.5713	0.5171	820	Go	correct	n/a
4.5746	0.5171	307	Go	Incorrect	n/a
8.0941	0.5171	388	Go	correct	n/a
13.5819	0.5171	0	Stop	succesful_stop	200
17.5852	0.5171	605	Go	correct	n/a
20.5877	0.517	478	Go	correct	n/a
24.1072	0.5171	0	Stop	succesful_stop	250
29.595	0.5171	462	Stop	Failed_stop	300
32.5974	0.5171	688	Go	correct	n/a
37.6015	0.5171	533	Go	correct	n/a
41.1044	0.5171	495	Go	correct	n/a
45.608	0.5171	457	Go	Incorrect	n/a
49.1109	0.5171	668	Stop	Failed_stop	350
53.1142	0.517	0	Stop	succesful_stop	400
56.617	0.5171	524	Go	correct	n/a
61.6211	0.5171	487	Go	correct	n/a
64.6235	0.5171	574	Go	correct	n/a
69.1272	0.5171	531	Go	correct	n/a
72.1463	0.5171	0	Go	omission	n/a
78.1512	0.5171	554	Go	correct	n/a
82.1545	0.5171	547	Go	correct	n/a
87.1419	0.5171	490	Go	Incorrect	n/a
90.161	0.5171	686	Go	correct	n/a
94.648	0.5171	508	Go	correct	n/a
98.1675	0.5171	655	Go	correct	n/a
103.1549	0.5171	583	Go	Incorrect	n/a
106.6578	0.5171	532	Go	Incorrect	n/a
111.1615	0.517	512	Stop	Failed_stop	450
114.1806	0.5171	519	Stop	Failed_stop	500
119.6684	0.5171	1018	Go	correct	n/a
123.1712	0.5171	318	Go	Incorrect	n/a
127.6749	0.5171	345	Go	correct	n/a
130.6774	0.5171	675	Go	correct	n/a
134.6806	0.5171	354	Go	correct	n/a
139.6847	0.5171	308	Go	Incorrect	n/a
146.2067	0.5171	508	Go	correct	n/a
151.1941	0.5171	474	Stop	Failed_stop	500
159.701	0.5171	510	Stop	Failed_stop	450
163.7043	0.5171	427	Stop	Failed_stop	400
166.223	0.5171	0	Stop	succesful_stop	350
171.2104	0.5171	534	Go	correct	n/a
175.7141	0.5171	442	Go	correct	n/a
178.2328	0.5171	485	Go	correct	n/a
182.7198	0.5171	350	Go	correct	n/a
187.7239	0.517	414	Stop	Failed_stop	300
191.7271	0.5171	447	Go	correct	n/a
195.23	0.5171	329	Go	Incorrect	n/a
198.2491	0.5171	420	Go	correct	n/a
203.2365	0.5171	517	Go	correct	n/a
207.2398	0.517	1489	Go	correct	n/a
211.243	0.5171	400	Stop	Failed_stop	250
215.2463	0.5171	941	Go	correct	n/a
219.75	0.517	547	Go	correct	n/a
222.2687	0.5171	598	Go	correct	n/a
226.7557	0.5171	527	Go	correct	n/a
230.7589	0.5171	425	Go	Incorrect	n/a
234.7622	0.5171	489	Go	correct	n/a
239.7663	0.5171	447	Stop	Failed_stop	200
242.7687	0.5171	0	Stop	succesful_stop	150
247.2724	0.5171	0	Stop	succesful_stop	100
250.2915	0.5171	0	Stop	succesful_stop	50
255.7793	0.5171	0	Stop	succesful_stop	50
262.785	0.5171	563	Go	correct	n/a
267.2887	0.5171	0	Stop	succesful_stop	50
271.292	0.517	505	Go	Incorrect	n/a
274.7948	0.5171	621	Go	correct	n/a
279.2985	0.5171	511	Go	correct	n/a
283.3017	0.5171	406	Go	Incorrect	n/a
286.3209	0.5171	0	Stop	succesful_stop	50
