onset	duration	Stim
16.035	1.018	Face
18.037	1.017	Face
20.037	1.002	Face
22.04	1.018	Face
24.042	1.018	Face
26.044	1.018	Face
28.044	1.002	Face
30.047	1.018	Face
44.158	1.018	Object
46.158	1.003	Object
48.162	1.018	Object
50.163	1.018	Object
52.165	1.018	Object
54.167	1.018	Object
56.168	1.018	Object
58.17	1.017	Object
72.265	1.018	House
74.266	1.018	House
76.268	1.018	House
78.27	1.018	House
80.271	1.018	House
82.273	1.018	House
84.274	1.018	House
86.276	1.018	House
100.371	1.018	Scrambled
102.372	1.018	Scrambled
104.374	1.018	Scrambled
106.376	1.018	Scrambled
108.377	1.018	Scrambled
110.379	1.018	Scrambled
112.381	1.018	Scrambled
114.382	1.018	Scrambled
128.494	1.018	House
130.495	1.018	House
132.497	1.018	House
134.499	1.018	House
136.5	1.018	House
138.502	1.018	House
140.504	1.018	House
142.505	1.018	House
156.617	1.018	Face
158.618	1.018	Face
160.62	1.018	Face
162.622	1.018	Face
164.623	1.018	Face
166.625	1.018	Face
168.626	1.018	Face
170.628	1.018	Face
184.74	1.018	Scrambled
186.741	1.018	Scrambled
188.743	1.018	Scrambled
190.745	1.017	Scrambled
192.746	1.018	Scrambled
194.748	1.018	Scrambled
196.749	1.018	Scrambled
198.751	1.018	Scrambled
212.863	1.018	Object
214.864	1.018	Object
216.866	1.018	Object
218.867	1.018	Object
220.869	1.018	Object
222.871	1.018	Object
224.872	1.018	Object
226.874	1.018	Object
240.985	1.018	Object
242.987	1.018	Object
244.989	1.017	Object
246.99	1.018	Object
248.992	1.018	Object
250.994	1.018	Object
252.995	1.018	Object
254.997	1.018	Object
269.108	1.018	Scrambled
271.11	1.018	Scrambled
273.112	1.018	Scrambled
275.113	1.018	Scrambled
277.115	1.018	Scrambled
279.117	1.018	Scrambled
281.118	1.018	Scrambled
283.12	1.018	Scrambled
297.231	1.018	Face
299.233	1.017	Face
301.235	1.018	Face
303.236	1.018	Face
305.238	1.018	Face
307.239	1.018	Face
309.241	1.018	Face
311.243	1.018	Face
325.338	1.018	House
327.339	1.018	House
329.341	1.018	House
331.342	1.017	House
333.344	1.018	House
335.346	1.018	House
337.347	1.018	House
339.349	1.018	House
353.444	1.018	Scrambled
355.445	1.018	Scrambled
357.447	1.017	Scrambled
359.449	1.018	Scrambled
361.45	1.018	Scrambled
363.452	1.017	Scrambled
365.454	1.018	Scrambled
367.455	1.018	Scrambled
381.567	1.018	House
383.568	1.018	House
385.57	1.018	House
387.572	1.018	House
389.573	1.018	House
391.575	1.018	House
393.575	1.002	House
395.578	1.018	House
409.69	1.018	Object
411.691	1.018	Object
413.693	1.018	Object
415.694	1.018	Object
417.696	1.018	Object
419.698	1.018	Object
421.699	1.018	Object
423.701	1.018	Object
437.796	1.018	Face
439.797	1.018	Face
441.799	1.018	Face
443.801	1.018	Face
445.802	1.018	Face
447.804	1.018	Face
449.806	1.018	Face
451.807	1.018	Face
