onset	duration	Pair	Choice	Response	RT	Feedback_Onset	Feedback_duration	Balance	RPE	Q_chosen	Q_notchosen	npair	Beta_Q	alpha_gain	alpha_loss
1.5346	1.7681	AB	A	Correct	1.758	3.6029	0.4504	1	0.0057	0.9943	0.661	12	4.9353	0.1242	0.001
5.5545	0.9007	FE	E	Correct	0.893	6.7555	0.5171	1	0.0151	0.9849	0.7719	56	4.9353	0.1242	0.001
8.0899	0.6839	FE	E	Correct	0.678	9.074	0.5171	-1	-0.9868	0.9868	0.7719	56	4.9353	0.1242	0.001
12.1265	1.0008	EF	E	Correct	0.984	13.4275	0.5171	-1	-0.9858	0.9858	0.7719	56	4.9353	0.1242	0.001
16.6468	0.5838	AB	B	Incorrect	0.573	17.5308	0.5171	-1	-0.661	0.661	0.995	12	4.9353	0.1242	0.001
21.6675	1.8181	BA	B	Incorrect	1.806	23.7859	0.4003	-1	-0.6604	0.6604	0.995	12	4.9353	0.1242	0.001
25.187	0.9007	FE	E	Correct	0.891	26.388	0.5171	1	0.0152	0.9848	0.7719	56	4.9353	0.1242	0.001
28.7065	1.4178	BA	B	Incorrect	1.401	30.4246	0.5171	-1	-0.6597	0.6597	0.995	12	4.9353	0.1242	0.001
37.2301	1.9349	AB	A	Correct	1.92	39.4652	0.5171	-1	-0.995	0.995	0.659	12	4.9353	0.1242	0.001
41.7504	0.9841	FE	E	Correct	0.978	43.0347	0.5171	-1	-0.9867	0.9867	0.7719	56	4.9353	0.1242	0.001
44.7695	1.3511	DC	D	Incorrect	1.334	46.4208	0.5171	-1	-0.7029	0.7029	0.9775	34	4.9353	0.1242	0.001
48.3057	1.2343	EF	E	Correct	1.224	49.8402	0.5171	-1	-0.9857	0.9857	0.7719	56	4.9353	0.1242	0.001
52.3422	1.5346	BA	B	Incorrect	1.519	54.1771	0.517	-1	-0.659	0.659	0.994	12	4.9353	0.1242	0.001
61.8666	1.9849	AB	B	Incorrect	1.977	64.1518	0.2335	-1	-0.6584	0.6584	0.994	12	4.9353	0.1242	0.001
65.8865	1.3844	EF	F	Incorrect	1.374	67.5712	0.5171	-1	-0.7719	0.7719	0.9847	56	4.9353	0.1242	0.001
69.406	1.4178	EF	F	Incorrect	1.4	71.1241	0.517	1	0.2289	0.7711	0.9847	56	4.9353	0.1242	0.001
73.9263	1.6513	BA	A	Correct	1.639	75.8779	0.5171	1	0.006	0.994	0.6577	12	4.9353	0.1242	0.001
76.4617	1.3678	AB	A	Correct	1.353	78.1297	0.5171	1	0.0052	0.9948	0.6577	12	4.9353	0.1242	0.001
81.9828	1.5346	DC	C	Correct	1.524	83.8176	0.5171	1	0.0225	0.9775	0.7022	34	4.9353	0.1242	0.001
85.5023	0.7506	CD	C	Correct	0.746	86.5532	0.517	-1	-0.9803	0.9803	0.7022	34	4.9353	0.1242	0.001
89.0218	1.5179	BA	A	Correct	1.506	90.8399	0.5171	-1	-0.9954	0.9954	0.6577	12	4.9353	0.1242	0.001
93.0417	1.8015	AB	B	Incorrect	1.788	95.1434	0.5171	-1	-0.6577	0.6577	0.9944	12	4.9353	0.1242	0.001
97.0616	1.4178	FE	E	Correct	1.401	98.7797	0.5171	-1	-0.9847	0.9847	0.7995	56	4.9353	0.1242	0.001
102.0823	1.4179	EF	F	Incorrect	1.414	103.8004	0.5171	-1	-0.7995	0.7995	0.9837	56	4.9353	0.1242	0.001
106.1023	1.0508	DC	C	Correct	1.048	107.4533	0.5171	1	0.0207	0.9793	0.7022	34	4.9353	0.1242	0.001
114.1254	0.834	DC	C	Correct	0.821	115.2596	0.5171	1	0.0181	0.9819	0.7022	34	4.9353	0.1242	0.001
117.1445	1.1342	EF	E	Correct	1.118	118.579	0.5171	1	0.0163	0.9837	0.7987	56	4.9353	0.1242	0.001
121.6648	1.251	AB	A	Correct	1.249	123.2161	0.517	1	0.0056	0.9944	0.6571	12	4.9353	0.1242	0.001
124.7006	0.8673	DC	C	Correct	0.851	125.8682	0.5171	1	0.0159	0.9841	0.7022	34	4.9353	0.1242	0.001
