onset	duration	Pair	Response	RT	Cond	Q_choice	Q_notchosen	eQdiff	Rv_diff	Beta_Q	alpha_gain	alpha_loss
0.55	1.2844	Ef	inCorrect	1.272	wl.l	0.6184	0.6893	-0.0709	20	9.7738	0.1189	0.0491
4.57	1.1343	Ab	Correct	1.123	wl.l	0.887	0.3887	0.4983	60	9.7738	0.1189	0.0491
8.106	0.9841	bA	Correct	0.966	wl.l	0.887	0.3887	0.4983	60	9.7738	0.1189	0.0491
12.143	1.1343	eA	Correct	1.131	ww	0.887	0.6893	0.1977	20	9.7738	0.1189	0.0491
17.164	1.4511	bD	Correct	1.446	ll	0.5695	0.3887	0.1808	10	9.7738	0.1189	0.0491
24.203	1.3511	dF	inCorrect	1.341	ll	0.5695	0.6184	-0.0489	10	9.7738	0.1189	0.0491
29.223	1.0175	Db	Correct	1.005	ll	0.5695	0.3887	0.1808	10	9.7738	0.1189	0.0491
32.259	1.1342	eC	Correct	1.122	ww	0.8123	0.6893	0.123	10	9.7738	0.1189	0.0491
36.779	1.0175	eC	Correct	1.014	ww	0.8123	0.6893	0.123	10	9.7738	0.1189	0.0491
40.799	1.7514	Ac	Correct	1.739	ww	0.887	0.8123	0.0747	10	9.7738	0.1189	0.0491
44.336	1.2677	dE	Correct	1.251	wl.u	0.6893	0.5695	0.1198	30	9.7738	0.1189	0.0491
48.372	0.8007	fE	Correct	0.792	wl.l	0.6893	0.6184	0.0709	20	9.7738	0.1189	0.0491
52.893	1.1843	Db	Correct	1.176	ll	0.5695	0.3887	0.1808	10	9.7738	0.1189	0.0491
56.429	1.1009	eA	Correct	1.094	ww	0.887	0.6893	0.1977	20	9.7738	0.1189	0.0491
60.465	0.884	Ae	Correct	0.876	ww	0.887	0.6893	0.1977	20	9.7738	0.1189	0.0491
64.502	1.0175	dF	Correct	1.009	ll	0.6184	0.5695	0.0489	10	9.7738	0.1189	0.0491
68.539	0.9174	Ad	Correct	0.906	wl.u	0.887	0.5695	0.3175	50	9.7738	0.1189	0.0491
73.059	0.9841	Cd	Correct	0.974	wl.l	0.8123	0.5695	0.2428	40	9.7738	0.1189	0.0491
77.579	0.9341	Cb	Correct	0.916	wl.u	0.8123	0.3887	0.4236	50	9.7738	0.1189	0.0491
81.099	0.9174	Ae	Correct	0.909	ww	0.887	0.6893	0.1977	20	9.7738	0.1189	0.0491
85.119	1.1009	Fd	Correct	1.088	ll	0.6184	0.5695	0.0489	10	9.7738	0.1189	0.0491
93.142	1.5179	bA	Correct	1.503	wl.l	0.887	0.3887	0.4983	60	9.7738	0.1189	0.0491
97.162	1.5012	dC	Correct	1.494	wl.l	0.8123	0.5695	0.2428	40	9.7738	0.1189	0.0491
101.682	1.3678	Ae	inCorrect	1.362	ww	0.6893	0.887	-0.1977	20	9.7738	0.1189	0.0491
105.702	1.1176	Ed	Correct	1.113	wl.u	0.6893	0.5695	0.1198	30	9.7738	0.1189	0.0491
112.741	0.8006	dC	Correct	0.795	wl.l	0.8123	0.5695	0.2428	40	9.7738	0.1189	0.0491
117.762	1.4846	Fb	Correct	1.476	ll	0.6184	0.3887	0.2297	20	9.7738	0.1189	0.0491
121.281	1.4512	bF	inCorrect	1.438	ll	0.3887	0.6184	-0.2297	20	9.7738	0.1189	0.0491
125.301	0.9007	Ce	inCorrect	0.89	ww	0.6893	0.8123	-0.123	10	9.7738	0.1189	0.0491
129.822	0.9174	Ac	Correct	0.905	ww	0.887	0.8123	0.0747	10	9.7738	0.1189	0.0491
