onset	duration	Pair	Choice	Response	RT	Feedback_Onset	Feedback_duration	Balance	RPE	Q_chosen	Q_notchosen	npair	Beta_Q	alpha_gain	alpha_loss
1.5345	1.2677	CD	C	Correct	1.255	3.1025	0.5171	1	0.1568	0.8432	0.5114	34	9.7738	0.1189	0.0491
4.0699	1.0842	EF	E	Correct	1.079	5.4495	0.5053	-1	-0.7878	0.7878	0.5992	56	9.7738	0.1189	0.0491
9.5911	1.1676	AB	A	Correct	1.152	11.0589	0.5171	-1	-0.9	0.9	0.4299	12	9.7738	0.1189	0.0491
12.6102	1.2677	EF	E	Correct	1.25	14.1781	0.5171	-1	-0.7491	0.7491	0.5992	56	9.7738	0.1189	0.0491
16.6301	1.1676	FE	E	Correct	1.151	18.098	0.5171	1	0.2877	0.7123	0.5992	56	9.7738	0.1189	0.0491
20.6501	0.7839	FE	E	Correct	0.778	21.7343	0.5171	-1	-0.7465	0.7465	0.5992	56	9.7738	0.1189	0.0491
24.67	1.2176	CD	C	Correct	1.21	26.1879	0.5171	1	0.1382	0.8618	0.5114	34	9.7738	0.1189	0.0491
29.1903	1.251	CD	C	Correct	1.24	30.7416	0.5171	1	0.1218	0.8782	0.5114	34	9.7738	0.1189	0.0491
33.2103	1.2176	BA	A	Correct	1.208	34.7282	0.517	1	0.1443	0.8557	0.4299	12	9.7738	0.1189	0.0491
37.7306	1.1509	CD	C	Correct	1.14	39.1818	0.5171	-1	-0.8927	0.8927	0.5114	34	9.7738	0.1189	0.0491
41.2501	1.0008	BA	A	Correct	0.987	42.5512	0.5171	1	0.1271	0.8729	0.4299	12	9.7738	0.1189	0.0491
44.2859	1.3678	DC	C	Correct	1.357	45.9539	0.5171	1	0.1511	0.8489	0.5114	34	9.7738	0.1189	0.0491
48.8063	1.4678	FE	E	Correct	1.458	50.5744	0.517	1	0.2902	0.7098	0.5992	56	9.7738	0.1189	0.0491
56.3457	1.5012	CD	C	Correct	1.492	58.1472	0.5171	1	0.1332	0.8668	0.5114	34	9.7738	0.1189	0.0491
61.3664	1.4512	DC	C	Correct	1.434	63.1179	0.5171	1	0.1173	0.8827	0.5114	34	9.7738	0.1189	0.0491
64.4023	1.5179	BA	A	Correct	1.501	66.2204	0.5171	1	0.112	0.888	0.4299	12	9.7738	0.1189	0.0491
68.9226	1.5846	FE	E	Correct	1.569	70.8075	0.517	1	0.2557	0.7443	0.5992	56	9.7738	0.1189	0.0491
73.9433	1.1343	CD	C	Correct	1.121	75.3778	0.5171	1	0.1034	0.8966	0.5114	34	9.7738	0.1189	0.0491
