onset	duration	RT	Trial_type	Response	SSD
0.0333	0.5171	809	Go	correct	n/a
5.0207	0.5171	1050	Go	correct	n/a
8.5235	0.5171	902	Go	correct	n/a
13.0271	0.5171	863	Go	correct	n/a
17.0303	0.5171	0	Stop	succesful_stop	200
20.5331	0.5171	585	Go	correct	n/a
24.5364	0.517	917	Go	correct	n/a
28.0559	0.517	0	Stop	succesful_stop	250
36.0623	0.5171	0	Stop	succesful_stop	300
40.0655	0.5171	927	Go	correct	n/a
45.0528	0.5171	809	Go	correct	n/a
49.5565	0.517	0	Stop	succesful_stop	350
53.0593	0.5171	0	Stop	succesful_stop	400
56.0784	0.517	648	Go	correct	n/a
65.0689	0.5171	0	Stop	succesful_stop	450
69.5725	0.5171	626	Stop	Failed_stop	500
73.5757	0.5171	660	Go	correct	n/a
81.5822	0.5171	0	Stop	succesful_stop	550
88.1041	0.5171	726	Stop	Failed_stop	600
93.0914	0.5171	819	Go	correct	n/a
96.1105	0.5171	911	Go	correct	n/a
105.1011	0.5171	0	Stop	succesful_stop	650
108.1202	0.517	0	Stop	succesful_stop	700
113.6079	0.5171	936	Go	correct	n/a
117.6111	0.5171	1103	Go	correct	n/a
121.1139	0.5171	777	Stop	Failed_stop	750
124.6167	0.5171	1057	Go	correct	n/a
129.1204	0.517	1114	Go	correct	n/a
132.6232	0.5171	1295	Go	correct	n/a
136.1427	0.517	965	Go	correct	n/a
141.13	0.5171	878	Go	correct	n/a
144.1491	0.5171	1011	Go	correct	n/a
149.6368	0.5171	975	Go	correct	n/a
153.1397	0.517	0	Stop	succesful_stop	800
156.6425	0.517	997	Stop	Failed_stop	850
161.6465	0.5171	0	Stop	succesful_stop	900
164.6489	0.5171	1031	Stop	Failed_stop	950
168.1684	0.5171	1231	Go	correct	n/a
173.1557	0.5171	1085	Go	correct	n/a
176.1748	0.5171	1224	Go	correct	n/a
180.178	0.5171	1260	Go	correct	n/a
185.1654	0.5171	792	Go	correct	n/a
188.1845	0.517	981	Go	correct	n/a
193.1718	0.5171	1027	Go	correct	n/a
197.6754	0.5171	1142	Go	correct	n/a
201.6786	0.5171	1008	Go	correct	n/a
205.1815	0.517	1101	Stop	Failed_stop	1000
209.1847	0.517	1185	Go	correct	n/a
212.2038	0.517	1256	Go	correct	n/a
216.207	0.5171	934	Stop	Failed_stop	1050
224.6971	0.5171	1220	Go	correct	n/a
229.7011	0.5171	1173	Go	correct	n/a
233.7044	0.517	1260	Stop	Failed_stop	1100
236.223	0.5171	1215	Stop	Failed_stop	1150
241.2104	0.5171	1151	Stop	Failed_stop	1200
245.2136	0.5171	1385	Go	correct	n/a
248.2327	0.5171	1671	Go	correct	n/a
253.22	0.5171	0	Stop	succesful_stop	1250
260.7261	0.517	1254	Go	correct	n/a
264.7293	0.5171	1143	Go	correct	n/a
269.2329	0.5171	1441	Stop	Failed_stop	1300
273.2361	0.5171	0	Stop	succesful_stop	1350
276.2552	0.5171	1425	Go	correct	n/a
281.7429	0.5171	0	Stop	succesful_stop	1400
284.2616	0.5171	1446	Stop	Failed_stop	1450
293.2522	0.5171	1688	Stop	Failed_stop	1500
297.7558	0.5171	1738	Go	correct	n/a
301.759	0.5171	1511	Stop	Failed_stop	1550
304.7614	0.5171	1541	Go	correct	n/a
309.265	0.5171	1019	Stop	Failed_stop	1600
313.7687	0.517	981	Go	correct	n/a
316.7711	0.5171	885	Go	correct	n/a
