onset	duration	Pair	Choice	Response	RT	Feedback_Onset	Feedback_duration	Balance	RPE	Q_chosen	Q_notchosen	npair	Beta_Q	alpha_gain	alpha_loss
0.5338	1.9683	FE	E	Correct	1.962	2.8023	0.5171	1	0.5	0.5	0.5	56	1.9122	0.2262	3e-04
5.0542	1.5346	DC	C	Correct	1.517	6.889	0.5171	1	0.5	0.5	0.5	34	1.9122	0.2262	3e-04
8.09	1.9683	BA	B	Incorrect	1.961	10.3585	0.5171	-1	-0.5	0.5	0.5	12	1.9122	0.2262	3e-04
13.1108	1.618	CD	C	Correct	1.607	15.029	0.5171	1	0.3869	0.6131	0.5	34	1.9122	0.2262	3e-04
16.6303	1.4512	DC	C	Correct	1.435	18.3817	0.5171	1	0.2994	0.7006	0.5	34	1.9122	0.2262	3e-04
20.6503	1.8181	BA	B	Incorrect	1.812	22.7687	0.517	-1	-0.4999	0.4999	0.5	12	1.9122	0.2262	3e-04
28.6735	1.9015	AB	A	Correct	1.893	30.8753	0.5171	1	0.5	0.5	0.4997	12	1.9122	0.2262	3e-04
32.2097	2.1184	DC	C	Correct	2.114	34.6284	0.517	1	0.2317	0.7683	0.5	34	1.9122	0.2262	3e-04
37.7309	1.7347	BA	B	Incorrect	1.727	39.7659	0.4837	-1	-0.4997	0.4997	0.6131	12	1.9122	0.2262	3e-04
40.2663	2.4186	AB	B	Incorrect	2.404	42.9852	0.5171	-1	-0.4996	0.4996	0.6131	12	1.9122	0.2262	3e-04
44.7867	2.502	BA	B	Incorrect	2.487	47.5889	0.5171	-1	-0.4994	0.4994	0.6131	12	1.9122	0.2262	3e-04
48.3229	2.6021	EF	E	Correct	2.6	51.2252	0.5171	1	0.3869	0.6131	0.5	56	1.9122	0.2262	3e-04
60.8665	1.8515	AB	A	Correct	1.848	63.0182	0.5171	-1	-0.6131	0.6131	0.4993	12	1.9122	0.2262	3e-04
64.4027	1.9015	AB	A	Correct	1.893	66.6045	0.5171	1	0.3871	0.6129	0.4993	12	1.9122	0.2262	3e-04
69.9239	1.5679	FE	F	Incorrect	1.556	71.7921	0.517	-1	-0.5	0.5	0.7006	56	1.9122	0.2262	3e-04
73.9438	1.7181	BA	B	Incorrect	1.706	75.9621	0.5004	-1	-0.4993	0.4993	0.7005	12	1.9122	0.2262	3e-04
77.9638	1.9182	EF	E	Correct	1.91	80.1822	0.3003	-1	-0.7006	0.7006	0.4999	56	1.9122	0.2262	3e-04
81.9837	2.1518	BA	B	Incorrect	2.138	84.4357	0.0667	-1	-0.4992	0.4992	0.7005	12	1.9122	0.2262	3e-04
89.5065	2.2185	EF	E	Correct	2.213	92.0253	0.5004	1	0.2996	0.7004	0.4999	56	1.9122	0.2262	3e-04
94.0269	1.8182	CD	C	Correct	1.805	96.1453	0.4003	1	0.1793	0.8207	0.5	34	1.9122	0.2262	3e-04
100.5823	1.8181	BA	B	Incorrect	1.813	102.7007	0.517	-1	-0.499	0.499	0.7005	12	1.9122	0.2262	3e-04
104.6189	2.1851	EF	E	Correct	2.167	107.1043	0.517	1	0.2318	0.7682	0.4999	56	1.9122	0.2262	3e-04
108.6555	1.8182	CD	C	Correct	1.805	110.7739	0.5171	1	0.1387	0.8613	0.5	34	1.9122	0.2262	3e-04
112.6922	1.3844	DC	C	Correct	1.366	114.3769	0.5171	1	0.1073	0.8927	0.5	34	1.9122	0.2262	3e-04
117.7129	1.9349	FE	F	Incorrect	1.929	119.9481	0.5171	-1	-0.4999	0.4999	0.8206	56	1.9122	0.2262	3e-04
122.2333	1.7181	CD	C	Correct	1.708	124.2516	0.5004	1	0.0831	0.9169	0.5	34	1.9122	0.2262	3e-04
129.7561	1.5346	BA	B	Incorrect	1.518	131.5909	0.5171	1	0.5011	0.4989	0.7005	12	1.9122	0.2262	3e-04
132.7919	1.2177	BA	B	Incorrect	1.212	134.3098	0.5171	-1	-0.6122	0.6122	0.7005	12	1.9122	0.2262	3e-04
136.8285	1.3845	CD	C	Correct	1.367	138.5133	0.517	-1	-0.9357	0.9357	0.5	34	1.9122	0.2262	3e-04
144.8685	1.4511	DC	C	Correct	1.433	146.6199	0.5171	1	0.0645	0.9355	0.5	34	1.9122	0.2262	3e-04
149.8892	1.2677	BA	B	Incorrect	1.261	151.4572	0.5171	-1	-0.6121	0.6121	0.7005	12	1.9122	0.2262	3e-04
153.4088	2.5354	FE	E	Correct	2.529	156.2444	0.5171	-1	-0.8206	0.8206	0.4997	56	1.9122	0.2262	3e-04
