onset	duration	Pair	Response	RT	Cond	Q_choice	Q_notchosen	eQdiff	Rv_diff	Beta_Q	alpha_gain	alpha_loss
0.5332	1.3178	Fd	Correct	1.303	ll	0.9829	0.716	0.2669	10	4.2077	0.107	0
4.5532	1.0842	fA	inCorrect	1.073	wl.u	0.9829	0.9865	-0.0036	40	4.2077	0.107	0
8.5732	1.251	Cb	Correct	1.24	wl.u	0.9992	0.8556	0.1436	50	4.2077	0.107	0
13.0932	1.5012	eA	Correct	1.489	ww	0.9865	0.8559	0.1306	20	4.2077	0.107	0
16.1292	1.4345	dF	Correct	1.43	ll	0.9829	0.716	0.2669	10	4.2077	0.107	0
21.1502	1.3844	Ae	Correct	1.378	ww	0.9865	0.8559	0.1306	20	4.2077	0.107	0
24.1862	1.7681	eA	inCorrect	1.764	ww	0.8559	0.9865	-0.1306	20	4.2077	0.107	0
29.2062	1.1343	Cd	Correct	1.125	wl.l	0.9992	0.716	0.2832	40	4.2077	0.107	0
33.2262	1.7348	Db	inCorrect	1.73	ll	0.8556	0.716	0.1396	10	4.2077	0.107	0
37.2462	1.5679	Af	inCorrect	1.558	wl.u	0.9829	0.9865	-0.0036	40	4.2077	0.107	0
40.7662	2.2352	dC	Correct	2.221	wl.l	0.9992	0.716	0.2832	40	4.2077	0.107	0
44.3022	1.7014	Ad	inCorrect	1.684	wl.u	0.716	0.9865	-0.2705	50	4.2077	0.107	0
48.3392	1.7514	Fd	Correct	1.74	ll	0.9829	0.716	0.2669	10	4.2077	0.107	0
52.3752	1.668	bF	Correct	1.661	ll	0.9829	0.8556	0.1273	20	4.2077	0.107	0
56.4122	2.0851	dE	inCorrect	2.07	wl.u	0.716	0.8559	-0.1399	30	4.2077	0.107	0
60.9322	1.1009	bD	inCorrect	1.087	ll	0.8556	0.716	0.1396	10	4.2077	0.107	0
65.4522	1.9016	Ef	inCorrect	1.886	wl.l	0.9829	0.8559	0.127	20	4.2077	0.107	0
