onset	duration	Pair	Choice	Response	RT	Feedback_Onset	Feedback_duration	Balance	RPE	Q_chosen	Q_notchosen	npair	Beta_Q	alpha_gain	alpha_loss
1.0342	1.5012	FE	E	Correct	1.488	2.8356	0.5171	1	0.5	0.5	0.5	56	4.2077	0.107	0
5.5545	1.5346	AB	A	Correct	1.527	7.3893	0.5171	1	0.5	0.5	0.5	12	4.2077	0.107	0
9.074	1.2677	EF	F	Incorrect	1.254	10.642	0.517	-1	-0.5	0.5	0.5535	56	4.2077	0.107	0
12.5935	1.0175	FE	F	Incorrect	1.003	13.9113	0.5171	-1	-0.5	0.5	0.5535	56	4.2077	0.107	0
20.6167	1.2177	DC	C	Correct	1.206	22.1346	0.5171	1	0.5	0.5	0.5	34	4.2077	0.107	0
24.1529	1.251	AB	B	Incorrect	1.239	25.7042	0.5171	-1	-0.5	0.5	0.5535	12	4.2077	0.107	0
28.1895	1.0009	AB	B	Incorrect	0.997	29.4906	0.5171	-1	-0.5	0.5	0.5535	12	4.2077	0.107	0
32.7099	1.5346	FE	F	Incorrect	1.524	34.5447	0.5171	1	0.5	0.5	0.5535	56	4.2077	0.107	0
37.7306	1.0842	CD	C	Correct	1.08	39.1151	0.5171	-1	-0.5535	0.5535	0.5	34	4.2077	0.107	0
41.2502	1.4511	FE	F	Incorrect	1.445	43.0016	0.5171	-1	-0.5535	0.5535	0.5535	56	4.2077	0.107	0
44.286	1.6013	FE	F	Incorrect	1.585	46.1875	0.5171	-1	-0.5535	0.5535	0.5535	56	4.2077	0.107	0
49.8071	1.3511	DC	C	Correct	1.333	51.4584	0.5171	1	0.4465	0.5535	0.5	34	4.2077	0.107	0
52.3592	1.668	DC	D	Incorrect	1.654	54.3274	0.5171	-1	-0.5	0.5	0.6013	34	4.2077	0.107	0
57.3799	1.1009	BA	B	Incorrect	1.084	58.7811	0.517	-1	-0.5	0.5	0.5535	12	4.2077	0.107	0
60.8994	1.4679	DC	C	Correct	1.459	62.6676	0.517	1	0.3987	0.6013	0.5	34	4.2077	0.107	0
65.4198	1.301	DC	C	Correct	1.293	67.0211	0.5171	-1	-0.6439	0.6439	0.5	34	4.2077	0.107	0
73.443	2.2518	DC	C	Correct	2.245	75.995	0.4671	-1	-0.6439	0.6439	0.5	34	4.2077	0.107	0
76.9625	1.668	AB	B	Incorrect	1.659	78.9308	0.5171	-1	-0.5	0.5	0.5535	12	4.2077	0.107	0
80.9824	1.4345	BA	B	Incorrect	1.422	82.7172	0.5171	-1	-0.5	0.5	0.5535	12	4.2077	0.107	0
85.0024	0.7506	CD	C	Correct	0.742	86.0532	0.5171	1	0.3561	0.6439	0.5	34	4.2077	0.107	0
89.0223	0.9674	FE	E	Correct	0.957	90.29	0.5171	1	0.4465	0.5535	0.5535	56	4.2077	0.107	0
93.0422	1.201	EF	F	Incorrect	1.197	94.5434	0.5171	-1	-0.5535	0.5535	0.6013	56	4.2077	0.107	0
96.5784	1.0008	FE	F	Incorrect	0.995	97.8795	0.5171	1	0.4466	0.5534	0.6013	56	4.2077	0.107	0
101.0988	1.1342	CD	C	Correct	1.118	102.5333	0.5171	1	0.318	0.682	0.5	34	4.2077	0.107	0
104.635	0.9507	CD	C	Correct	0.944	105.886	0.5171	1	0.284	0.716	0.5	34	4.2077	0.107	0
108.6716	0.9841	DC	C	Correct	0.973	109.956	0.5171	1	0.2536	0.7464	0.5	34	4.2077	0.107	0
