onset	duration	Pair	Response	RT	Cond	Q_choice	Q_notchosen	eQdiff	Rv_diff	Beta_Q	alpha_gain	alpha_loss
0.5132	3.5064	Ce	omission	0	ww	0.9889	0.9964	-0.0075	10	7.1187	0.0981	7e-04
6.5192	0.886	Ad	inCorrect	0.875	wl.u	0.6652	0.9979	-0.3327	50	7.1187	0.0981	7e-04
10.5412	1.0508	eA	inCorrect	1.037	ww	0.9889	0.9979	-0.009	20	7.1187	0.0981	7e-04
15.0612	1.2843	bA	Correct	1.282	wl.l	0.9979	0.4986	0.4993	60	7.1187	0.0981	7e-04
18.0972	1.3178	dE	Correct	1.312	wl.u	0.9889	0.6652	0.3237	30	7.1187	0.0981	7e-04
23.1182	1.0676	fE	inCorrect	1.063	wl.l	0.7998	0.9889	-0.1891	20	7.1187	0.0981	7e-04
26.6372	2.0683	Eb	Correct	2.057	wl.u	0.9889	0.4986	0.4903	40	7.1187	0.0981	7e-04
30.1742	2.085	bC	Correct	2.066	wl.u	0.9964	0.4986	0.4978	50	7.1187	0.0981	7e-04
35.1942	2.4686	Ef	Correct	2.459	wl.l	0.9889	0.7998	0.1891	20	7.1187	0.0981	7e-04
38.7142	2.5687	Af	Correct	2.553	wl.u	0.9979	0.7998	0.1981	40	7.1187	0.0981	7e-04
42.7342	2.2851	Ae	Correct	2.283	ww	0.9979	0.9889	0.009	20	7.1187	0.0981	7e-04
47.2372	1.8014	Ae	Correct	1.785	ww	0.9979	0.9889	0.009	20	7.1187	0.0981	7e-04
50.2732	1.8848	Ce	inCorrect	1.873	ww	0.9889	0.9964	-0.0075	10	7.1187	0.0981	7e-04
55.2942	1.5846	dF	Correct	1.567	ll	0.7998	0.6652	0.1346	10	7.1187	0.0981	7e-04
58.3462	1.5846	cA	inCorrect	1.567	ww	0.9964	0.9979	-0.0015	10	7.1187	0.0981	7e-04
63.3672	1.4345	Ed	Correct	1.426	wl.u	0.9889	0.6652	0.3237	30	7.1187	0.0981	7e-04
66.4032	2.0183	Eb	Correct	2	wl.u	0.9889	0.4986	0.4903	40	7.1187	0.0981	7e-04
70.9232	1.6513	Ce	Correct	1.643	ww	0.9964	0.9889	0.0075	10	7.1187	0.0981	7e-04
74.9432	1.5012	bD	inCorrect	1.493	ll	0.4986	0.6652	-0.1666	10	7.1187	0.0981	7e-04
79.4632	1.5512	fC	Correct	1.546	wl.u	0.9964	0.7998	0.1966	30	7.1187	0.0981	7e-04
83.4832	2.6187	fE	Correct	2.615	wl.l	0.9889	0.7998	0.1891	20	7.1187	0.0981	7e-04
86.5192	1.9683	Af	Correct	1.966	wl.u	0.9979	0.7998	0.1981	40	7.1187	0.0981	7e-04
91.0392	1.9516	eA	inCorrect	1.943	ww	0.9889	0.9979	-0.009	20	7.1187	0.0981	7e-04
94.5752	1.4345	Cd	Correct	1.431	wl.l	0.9964	0.6652	0.3312	40	7.1187	0.0981	7e-04
99.0962	1.5512	Ef	Correct	1.544	wl.l	0.9889	0.7998	0.1891	20	7.1187	0.0981	7e-04
106.6352	1.3344	Fb	Correct	1.325	ll	0.7998	0.4986	0.3012	20	7.1187	0.0981	7e-04
110.6722	1.4178	bC	Correct	1.4	wl.u	0.9964	0.4986	0.4978	50	7.1187	0.0981	7e-04
115.6922	1.3177	dA	Correct	1.306	wl.u	0.9979	0.6652	0.3327	50	7.1187	0.0981	7e-04
119.7122	1.1842	fC	Correct	1.173	wl.u	0.9964	0.7998	0.1966	30	7.1187	0.0981	7e-04
123.2322	1.1842	Ef	Correct	1.179	wl.l	0.9889	0.7998	0.1891	20	7.1187	0.0981	7e-04
127.7522	1.201	bD	Correct	1.195	ll	0.6652	0.4986	0.1666	10	7.1187	0.0981	7e-04
131.2712	1.4846	dC	Correct	1.471	wl.l	0.9964	0.6652	0.3312	40	7.1187	0.0981	7e-04
134.8082	1.251	Cd	Correct	1.238	wl.l	0.9964	0.6652	0.3312	40	7.1187	0.0981	7e-04
138.8442	1.0342	Ab	Correct	1.021	wl.l	0.9979	0.4986	0.4993	60	7.1187	0.0981	7e-04
143.3642	1.7014	cA	Correct	1.691	ww	0.9979	0.9964	0.0015	10	7.1187	0.0981	7e-04
147.8852	2.5854	Ad	Correct	2.571	wl.u	0.9979	0.6652	0.3327	50	7.1187	0.0981	7e-04
150.9212	1.0341	cA	inCorrect	1.02	ww	0.9964	0.9979	-0.0015	10	7.1187	0.0981	7e-04
155.9412	2.5854	fA	Correct	2.576	wl.u	0.9979	0.7998	0.1981	40	7.1187	0.0981	7e-04
159.4612	0.9842	Fb	Correct	0.969	ll	0.7998	0.4986	0.3012	20	7.1187	0.0981	7e-04
162.9972	1.251	Ed	Correct	1.236	wl.u	0.9889	0.6652	0.3237	30	7.1187	0.0981	7e-04
167.0332	0.9841	cA	inCorrect	0.975	ww	0.9964	0.9979	-0.0015	10	7.1187	0.0981	7e-04
172.0542	1.1676	dF	Correct	1.152	ll	0.7998	0.6652	0.1346	10	7.1187	0.0981	7e-04
175.0902	1.4845	Ad	Correct	1.482	wl.u	0.9979	0.6652	0.3327	50	7.1187	0.0981	7e-04
180.0942	1.5179	fC	Correct	1.503	wl.u	0.9964	0.7998	0.1966	30	7.1187	0.0981	7e-04
184.1142	1.668	bE	Correct	1.658	wl.u	0.9889	0.4986	0.4903	40	7.1187	0.0981	7e-04
188.1342	0.8673	Ac	Correct	0.861	ww	0.9979	0.9964	0.0015	10	7.1187	0.0981	7e-04
