onset	duration	RT	Trial_type	Response	SSD
1.5346	0.5171	0	Go	omission	n/a
11.5428	0.5171	902	Go	correct	n/a
14.5452	0.5171	1295	Stop	Failed_stop	200
19.0489	0.5171	0	Stop	succesful_stop	200
23.5526	0.5171	740	Go	correct	n/a
26.555	0.5171	496	Go	correct	n/a
31.5591	0.5171	650	Stop	Failed_stop	250
34.0778	0.5171	702	Go	correct	n/a
39.5656	0.5171	524	Go	correct	n/a
43.0685	0.5171	533	Go	correct	n/a
47.5721	0.5171	556	Go	correct	n/a
50.0909	0.5171	0	Stop	succesful_stop	250
54.0941	0.5171	535	Go	correct	n/a
59.5819	0.5171	703	Go	correct	n/a
62.5844	0.5171	604	Go	correct	n/a
66.5876	0.5171	0	Stop	succesful_stop	300
70.1072	0.5171	765	Go	Incorrect	n/a
75.0946	0.5171	790	Go	correct	n/a
82.6007	0.5171	450	Go	correct	n/a
86.604	0.517	690	Go	correct	n/a
91.608	0.5171	589	Go	correct	n/a
95.1109	0.5171	0	Stop	succesful_stop	350
99.6146	0.517	484	Go	correct	n/a
103.6178	0.5171	593	Go	correct	n/a
107.1207	0.5171	445	Go	correct	n/a
111.1239	0.5171	480	Go	correct	n/a
115.1272	0.5171	460	Go	correct	n/a
119.6309	0.5171	432	Stop	Failed_stop	400
123.1337	0.5171	586	Go	correct	n/a
127.137	0.5171	519	Stop	Failed_stop	450
130.6398	0.5171	652	Go	correct	n/a
139.1468	0.5171	0	Stop	succesful_stop	500
142.1659	0.5171	551	Go	correct	n/a
147.1533	0.5171	531	Go	correct	n/a
150.1724	0.5171	453	Stop	Failed_stop	550
154.1757	0.5171	630	Stop	Failed_stop	600
158.179	0.517	0	Stop	succesful_stop	600
163.1664	0.517	819	Go	correct	n/a
167.1696	0.5171	491	Go	correct	n/a
175.6765	0.5171	527	Stop	Failed_stop	650
178.1953	0.5171	624	Go	correct	n/a
182.6823	0.517	509	Stop	Failed_stop	650
186.6855	0.5171	0	Stop	succesful_stop	600
190.6888	0.5171	575	Stop	Failed_stop	600
194.692	0.5171	1342	Go	correct	n/a
203.6994	0.5171	531	Stop	Failed_stop	550
206.2181	0.5171	706	Go	correct	n/a
211.7059	0.5171	556	Go	correct	n/a
214.7084	0.517	431	Stop	Failed_stop	500
219.7124	0.5171	562	Stop	Failed_stop	450
222.2312	0.517	868	Go	correct	n/a
227.719	0.517	563	Go	correct	n/a
231.7222	0.5171	0	Stop	succesful_stop	400
235.2251	0.5171	0	Stop	succesful_stop	350
239.2283	0.5171	567	Go	correct	n/a
242.2475	0.5171	524	Go	correct	n/a
246.2507	0.5171	465	Go	correct	n/a
250.254	0.5171	603	Go	correct	n/a
255.2414	0.5171	538	Go	correct	n/a
258.2605	0.5171	543	Go	correct	n/a
263.7483	0.5171	509	Stop	Failed_stop	300
267.7516	0.5171	644	Go	correct	n/a
270.2703	0.5171	682	Go	Incorrect	n/a
275.2577	0.5171	562	Stop	Failed_stop	250
278.2768	0.5171	691	Go	correct	n/a
282.7638	0.5171	594	Go	correct	n/a
287.7679	0.5171	828	Go	correct	n/a
290.7703	0.5171	0	Stop	succesful_stop	200
294.2899	0.5171	894	Go	Incorrect	n/a
298.2931	0.5171	697	Stop	Failed_stop	150
302.7801	0.5171	530	Go	correct	n/a
307.2838	0.5171	0	Stop	succesful_stop	100
311.2871	0.517	535	Go	correct	n/a
315.2903	0.5171	0	Stop	succesful_stop	50
318.3094	0.5171	600	Go	Incorrect	n/a
322.3127	0.5171	0	Stop	succesful_stop	50
326.316	0.5171	665	Go	correct	n/a
330.3192	0.5171	488	Go	correct	n/a
335.3066	0.5171	594	Go	correct	n/a
338.3258	0.5171	500	Go	correct	n/a
342.329	0.5171	0	Stop	succesful_stop	50
346.3323	0.5171	0	Stop	succesful_stop	50
351.8201	0.5171	679	Go	correct	n/a
354.8225	0.5171	832	Go	Incorrect	n/a
358.3421	0.5171	569	Go	correct	n/a
363.8299	0.5171	497	Go	correct	n/a
370.8356	0.5171	492	Stop	Failed_stop	100
375.3393	0.517	691	Stop	Failed_stop	100
379.3425	0.5171	547	Go	correct	n/a
383.8462	0.5171	632	Go	correct	n/a
387.349	0.5171	582	Go	correct	n/a
390.8519	0.5171	0	Stop	succesful_stop	50
395.856	0.5171	446	Go	correct	n/a
398.3747	0.5171	481	Go	correct	n/a
407.8658	0.517	0	Stop	succesful_stop	50
411.869	0.5171	381	Go	Incorrect	n/a
415.3719	0.5171	671	Go	correct	n/a
419.3751	0.5171	536	Go	correct	n/a
422.878	0.5171	523	Go	correct	n/a
427.3817	0.5171	0	Stop	succesful_stop	100
431.3849	0.5171	674	Go	correct	n/a
434.4041	0.517	649	Go	Incorrect	n/a
439.8919	0.5171	684	Go	correct	n/a
442.4106	0.5171	0	Stop	succesful_stop	150
446.4138	0.5171	0	Stop	succesful_stop	200
451.4012	0.5171	558	Go	correct	n/a
454.9041	0.5171	0	Stop	succesful_stop	250
463.411	0.5171	545	Go	correct	n/a
466.4302	0.517	576	Go	correct	n/a
470.9171	0.5171	660	Go	correct	n/a
474.9204	0.5171	459	Go	correct	n/a
479.4241	0.5171	709	Go	correct	n/a
483.4273	0.5171	383	Go	Incorrect	n/a
486.9302	0.5171	667	Go	correct	n/a
491.9343	0.5171	626	Stop	Failed_stop	300
494.453	0.5171	0	Stop	succesful_stop	350
499.9408	0.5171	661	Go	correct	n/a
506.4628	0.5171	719	Go	correct	n/a
510.466	0.5171	747	Go	Incorrect	n/a
514.953	0.5171	0	Stop	succesful_stop	400
518.9563	0.5171	695	Go	correct	n/a
526.9628	0.5171	686	Go	correct	n/a
530.9661	0.5171	671	Go	correct	n/a
534.4856	0.5171	560	Go	correct	n/a
539.473	0.5171	543	Go	correct	n/a
543.9767	0.5171	529	Go	correct	n/a
546.9791	0.5171	808	Go	correct	n/a
551.4828	0.5171	619	Stop	Failed_stop	450
555.4861	0.517	717	Go	correct	n/a
559.4893	0.5171	533	Go	correct	n/a
563.993	0.5171	504	Stop	Failed_stop	500
567.9963	0.517	590	Go	correct	n/a
570.515	0.5171	562	Go	correct	n/a
579.0052	0.5171	595	Stop	Failed_stop	550
583.5089	0.5171	536	Stop	Failed_stop	600
586.528	0.5171	588	Stop	Failed_stop	650
594.5345	0.5171	497	Go	correct	n/a
598.5378	0.5171	440	Go	Incorrect	n/a
604.0256	0.5171	667	Go	correct	n/a
610.5476	0.5171	604	Go	correct	n/a
615.0346	0.5171	499	Go	correct	n/a
618.5541	0.5171	676	Go	correct	n/a
628.0452	0.5171	609	Stop	Failed_stop	700
631.0476	0.5171	571	Go	correct	n/a
635.5513	0.5171	461	Stop	Failed_stop	700
640.055	0.5171	562	Stop	Failed_stop	650
642.5737	0.5171	769	Go	correct	n/a
646.577	0.517	717	Stop	Failed_stop	600
651.0639	0.5171	628	Go	correct	n/a
659.5709	0.5171	506	Go	correct	n/a
