onset	duration	Pair	Response	RT	Cond	Q_choice	Q_notchosen	eQdiff	Rv_diff	Beta_Q	alpha_gain	alpha_loss
0.0331	1.1009	bA	Correct	1.087	wl.l	0.9692	0.424	0.5452	60	5.3818	0.3439	0.0806
5.0541	1.0322	cA	Correct	1.032	ww	0.9692	0.9845	-0.0153	10	5.3818	0.3439	0.0806
9.0571	0.9341	dC	Correct	0.927	wl.l	0.9845	0.5113	0.4732	40	5.3818	0.3439	0.0806
12.5761	0.9674	Ab	Correct	0.955	wl.l	0.9692	0.424	0.5452	60	5.3818	0.3439	0.0806
20.6001	0.8173	Ab	Correct	0.809	wl.l	0.9692	0.424	0.5452	60	5.3818	0.3439	0.0806
24.1361	0.8006	Ae	Correct	0.787	ww	0.9692	0.7981	0.1711	20	5.3818	0.3439	0.0806
29.1571	0.9008	bF	Correct	0.884	ll	0.6212	0.424	0.1972	20	5.3818	0.3439	0.0806
33.1771	1.0842	Ce	inCorrect	1.08	ww	0.7981	0.9845	-0.1864	10	5.3818	0.3439	0.0806
37.1961	0.8841	Fb	Correct	0.875	ll	0.6212	0.424	0.1972	20	5.3818	0.3439	0.0806
40.7161	1.0843	eC	inCorrect	1.08	ww	0.7981	0.9845	-0.1864	10	5.3818	0.3439	0.0806
44.2521	1.0341	cA	Correct	1.028	ww	0.9692	0.9845	-0.0153	10	5.3818	0.3439	0.0806
48.7731	0.8674	bF	Correct	0.864	ll	0.6212	0.424	0.1972	20	5.3818	0.3439	0.0806
53.2931	0.9674	Cb	Correct	0.962	wl.u	0.9845	0.424	0.5605	50	5.3818	0.3439	0.0806
56.3291	1.0008	Cb	Correct	0.989	wl.u	0.9845	0.424	0.5605	50	5.3818	0.3439	0.0806
60.3651	0.9674	Eb	Correct	0.953	wl.u	0.7981	0.424	0.3741	40	5.3818	0.3439	0.0806
64.4021	1.1343	eA	Correct	1.118	ww	0.9692	0.7981	0.1711	20	5.3818	0.3439	0.0806
68.4391	0.9175	dC	Correct	0.905	wl.l	0.9845	0.5113	0.4732	40	5.3818	0.3439	0.0806
76.9621	0.9508	Ed	Correct	0.945	wl.u	0.7981	0.5113	0.2868	30	5.3818	0.3439	0.0806
81.4831	0.834	Ed	Correct	0.826	wl.u	0.7981	0.5113	0.2868	30	5.3818	0.3439	0.0806
85.5021	0.6005	Ed	Correct	0.583	wl.u	0.7981	0.5113	0.2868	30	5.3818	0.3439	0.0806
89.5221	0.784	Ac	Correct	0.775	ww	0.9692	0.9845	-0.0153	10	5.3818	0.3439	0.0806
93.0421	1.1676	fA	Correct	1.151	wl.u	0.9692	0.6212	0.348	40	5.3818	0.3439	0.0806
96.5781	0.7006	Ae	Correct	0.697	ww	0.9692	0.7981	0.1711	20	5.3818	0.3439	0.0806
100.6151	1.2176	Ae	Correct	1.215	ww	0.9692	0.7981	0.1711	20	5.3818	0.3439	0.0806
105.6191	1.0175	dA	Correct	1.006	wl.u	0.9692	0.5113	0.4579	50	5.3818	0.3439	0.0806
109.6391	0.9508	bD	Correct	0.942	ll	0.5113	0.424	0.0873	10	5.3818	0.3439	0.0806
112.6751	0.9841	bC	Correct	0.971	wl.u	0.9845	0.424	0.5605	50	5.3818	0.3439	0.0806
116.7111	0.784	bA	Correct	0.767	wl.l	0.9692	0.424	0.5452	60	5.3818	0.3439	0.0806
121.7321	1.0008	bD	Correct	0.986	ll	0.5113	0.424	0.0873	10	5.3818	0.3439	0.0806
125.2521	0.7506	bF	Correct	0.74	ll	0.6212	0.424	0.1972	20	5.3818	0.3439	0.0806
129.7721	1.0676	fE	Correct	1.052	wl.l	0.7981	0.6212	0.1769	20	5.3818	0.3439	0.0806
132.8081	0.934	Fb	Correct	0.919	ll	0.6212	0.424	0.1972	20	5.3818	0.3439	0.0806
136.8441	0.8674	Ed	inCorrect	0.859	wl.u	0.5113	0.7981	-0.2868	30	5.3818	0.3439	0.0806
141.8651	1.1677	Db	Correct	1.158	ll	0.5113	0.424	0.0873	10	5.3818	0.3439	0.0806
144.9011	1.2844	fA	Correct	1.273	wl.u	0.9692	0.6212	0.348	40	5.3818	0.3439	0.0806
149.9221	1.0509	fC	inCorrect	1.039	wl.u	0.6212	0.9845	-0.3633	30	5.3818	0.3439	0.0806
153.4411	0.9842	dF	Correct	0.971	ll	0.6212	0.5113	0.1099	10	5.3818	0.3439	0.0806
157.9621	0.784	Eb	Correct	0.781	wl.u	0.7981	0.424	0.3741	40	5.3818	0.3439	0.0806
165.9851	1.301	fE	Correct	1.295	wl.l	0.7981	0.6212	0.1769	20	5.3818	0.3439	0.0806
169.0211	1.3511	bD	inCorrect	1.338	ll	0.424	0.5113	-0.0873	10	5.3818	0.3439	0.0806
173.5411	0.8341	dF	Correct	0.823	ll	0.6212	0.5113	0.1099	10	5.3818	0.3439	0.0806
177.5611	0.9507	dF	Correct	0.948	ll	0.6212	0.5113	0.1099	10	5.3818	0.3439	0.0806
182.0811	1.201	Db	Correct	1.188	ll	0.5113	0.424	0.0873	10	5.3818	0.3439	0.0806
185.1171	0.8841	Eb	Correct	0.88	wl.u	0.7981	0.424	0.3741	40	5.3818	0.3439	0.0806
190.1381	1.251	Ef	Correct	1.241	wl.l	0.7981	0.6212	0.1769	20	5.3818	0.3439	0.0806
193.1741	0.7673	bA	Correct	0.752	wl.l	0.9692	0.424	0.5452	60	5.3818	0.3439	0.0806
198.1941	1.2843	fA	Correct	1.277	wl.u	0.9692	0.6212	0.348	40	5.3818	0.3439	0.0806
201.2301	1.0175	Cf	inCorrect	1.007	wl.u	0.6212	0.9845	-0.3633	30	5.3818	0.3439	0.0806
210.2541	1.3678	bE	Correct	1.355	wl.u	0.7981	0.424	0.3741	40	5.3818	0.3439	0.0806
213.7741	0.7506	Ad	Correct	0.748	wl.u	0.9692	0.5113	0.4579	50	5.3818	0.3439	0.0806
218.2941	1.1676	Cf	inCorrect	1.165	wl.u	0.6212	0.9845	-0.3633	30	5.3818	0.3439	0.0806
221.3301	0.6672	Ae	Correct	0.649	ww	0.9692	0.7981	0.1711	20	5.3818	0.3439	0.0806
226.3511	1.2344	Ef	Correct	1.231	wl.l	0.7981	0.6212	0.1769	20	5.3818	0.3439	0.0806
229.8701	1.201	dC	Correct	1.189	wl.l	0.9845	0.5113	0.4732	40	5.3818	0.3439	0.0806
234.3901	0.734	Ab	Correct	0.718	wl.l	0.9692	0.424	0.5452	60	5.3818	0.3439	0.0806
237.9101	0.6505	dA	Correct	0.638	wl.u	0.9692	0.5113	0.4579	50	5.3818	0.3439	0.0806
241.9301	1.0175	dF	Correct	1.005	ll	0.6212	0.5113	0.1099	10	5.3818	0.3439	0.0806
245.9501	0.5338	Ab	Correct	0.516	wl.l	0.9692	0.424	0.5452	60	5.3818	0.3439	0.0806
253.4891	0.6672	Af	Correct	0.659	wl.u	0.9692	0.6212	0.348	40	5.3818	0.3439	0.0806
257.5261	1.201	fC	inCorrect	1.196	wl.u	0.6212	0.9845	-0.3633	30	5.3818	0.3439	0.0806
262.0461	0.8006	bC	Correct	0.793	wl.u	0.9845	0.424	0.5605	50	5.3818	0.3439	0.0806
266.0661	0.8674	fA	Correct	0.854	wl.u	0.9692	0.6212	0.348	40	5.3818	0.3439	0.0806
273.6061	0.7339	Ad	Correct	0.719	wl.u	0.9692	0.5113	0.4579	50	5.3818	0.3439	0.0806
278.6271	0.7673	Ad	Correct	0.749	wl.u	0.9692	0.5113	0.4579	50	5.3818	0.3439	0.0806
282.1631	0.5671	Af	Correct	0.551	wl.u	0.9692	0.6212	0.348	40	5.3818	0.3439	0.0806
286.6831	0.8007	cA	Correct	0.798	ww	0.9692	0.9845	-0.0153	10	5.3818	0.3439	0.0806
290.7031	0.834	bE	Correct	0.818	wl.u	0.7981	0.424	0.3741	40	5.3818	0.3439	0.0806
297.7421	0.9008	Cf	inCorrect	0.893	wl.u	0.6212	0.9845	-0.3633	30	5.3818	0.3439	0.0806
302.2621	0.8841	dE	Correct	0.875	wl.u	0.7981	0.5113	0.2868	30	5.3818	0.3439	0.0806
305.7991	1.1343	Ad	Correct	1.123	wl.u	0.9692	0.5113	0.4579	50	5.3818	0.3439	0.0806
310.3191	1.1009	fC	inCorrect	1.098	wl.u	0.6212	0.9845	-0.3633	30	5.3818	0.3439	0.0806
317.8581	1.3011	cA	Correct	1.29	ww	0.9692	0.9845	-0.0153	10	5.3818	0.3439	0.0806
321.8951	1.1676	Ce	inCorrect	1.155	ww	0.7981	0.9845	-0.1864	10	5.3818	0.3439	0.0806
325.9321	1.1176	eC	inCorrect	1.111	ww	0.7981	0.9845	-0.1864	10	5.3818	0.3439	0.0806
330.9521	0.9008	eC	inCorrect	0.884	ww	0.7981	0.9845	-0.1864	10	5.3818	0.3439	0.0806
333.9881	1.1509	Cb	Correct	1.145	wl.u	0.9845	0.424	0.5605	50	5.3818	0.3439	0.0806
338.0251	0.9174	eA	Correct	0.9	ww	0.9692	0.7981	0.1711	20	5.3818	0.3439	0.0806
342.5451	1.0342	fA	Correct	1.032	wl.u	0.9692	0.6212	0.348	40	5.3818	0.3439	0.0806
350.0851	1.1343	fE	inCorrect	1.121	wl.l	0.6212	0.7981	-0.1769	20	5.3818	0.3439	0.0806
355.1061	1.301	bC	Correct	1.286	wl.u	0.9845	0.424	0.5605	50	5.3818	0.3439	0.0806
358.6251	2.0517	Db	Correct	2.037	ll	0.5113	0.424	0.0873	10	5.3818	0.3439	0.0806
362.1611	1.3011	Af	Correct	1.294	wl.u	0.9692	0.6212	0.348	40	5.3818	0.3439	0.0806
366.1981	0.9174	bE	Correct	0.901	wl.u	0.7981	0.424	0.3741	40	5.3818	0.3439	0.0806
374.7211	1.3678	Ce	inCorrect	1.355	ww	0.7981	0.9845	-0.1864	10	5.3818	0.3439	0.0806
378.7411	0.8006	Af	Correct	0.782	wl.u	0.9692	0.6212	0.348	40	5.3818	0.3439	0.0806
383.2621	1.0509	Cd	Correct	1.044	wl.l	0.9845	0.5113	0.4732	40	5.3818	0.3439	0.0806
386.7811	1.4178	bD	Correct	1.412	ll	0.5113	0.424	0.0873	10	5.3818	0.3439	0.0806
390.8011	1.1176	dF	Correct	1.103	ll	0.6212	0.5113	0.1099	10	5.3818	0.3439	0.0806
