onset	duration	Stim
16.047	1.018	Face
18.047	1.002	Face
20.05	1.018	Face
22.05	1.003	Face
24.053	1.018	Face
26.053	1.002	Face
28.056	1.018	Face
30.058	1.018	Face
44.169	1.018	Object
46.169	1.002	Object
48.173	1.017	Object
50.174	1.018	Object
52.176	1.018	Object
54.177	1.018	Object
56.179	1.017	Object
58.181	1.018	Object
72.292	1.018	House
74.294	1.018	House
76.295	1.018	House
78.297	1.018	House
80.299	1.018	House
82.3	1.018	House
84.302	1.018	House
86.304	1.018	House
100.415	1.018	Scrambled
102.417	1.018	Scrambled
104.418	1.018	Scrambled
106.42	1.018	Scrambled
108.422	1.018	Scrambled
110.423	1.018	Scrambled
112.425	1.018	Scrambled
114.426	1.018	Scrambled
128.538	1.018	House
130.539	1.018	House
132.541	1.017	House
134.543	1.018	House
136.544	1.018	House
138.546	1.018	House
140.548	1.017	House
142.549	1.018	House
156.661	1.018	Face
158.662	1.018	Face
160.664	1.018	Face
162.666	1.018	Face
164.667	1.018	Face
166.669	1.018	Face
168.67	1.018	Face
170.672	1.018	Face
184.784	1.018	Scrambled
186.785	1.018	Scrambled
188.787	1.018	Scrambled
190.788	1.018	Scrambled
192.79	1.018	Scrambled
194.792	1.018	Scrambled
196.793	1.018	Scrambled
198.795	1.018	Scrambled
212.906	1.018	Object
214.908	1.018	Object
216.91	1.017	Object
218.911	1.018	Object
220.913	1.018	Object
222.914	1.018	Object
224.916	1.017	Object
226.918	1.018	Object
241.013	1.017	Object
243.014	1.018	Object
245.016	1.018	Object
247.017	1.018	Object
249.019	1.018	Object
251.021	1.018	Object
253.022	1.018	Object
255.024	1.018	Object
269.135	1.018	Scrambled
271.137	1.018	Scrambled
273.139	1.018	Scrambled
275.14	1.018	Scrambled
277.142	1.018	Scrambled
279.143	1.018	Scrambled
281.145	1.018	Scrambled
283.147	1.018	Scrambled
297.258	1.018	Face
299.26	1.018	Face
301.261	1.018	Face
303.263	1.018	Face
305.265	1.018	Face
307.266	1.018	Face
309.268	1.018	Face
311.27	1.018	Face
325.381	1.017	House
327.383	1.018	House
329.384	1.018	House
331.386	1.018	House
333.388	1.017	House
335.389	1.018	House
337.391	1.018	House
339.392	1.018	House
353.487	1.018	Scrambled
355.489	1.018	Scrambled
357.49	1.018	Scrambled
359.492	1.018	Scrambled
361.494	1.018	Scrambled
363.495	1.018	Scrambled
365.497	1.018	Scrambled
367.499	1.018	Scrambled
381.593	1.018	House
383.595	1.018	House
385.597	1.018	House
387.598	1.018	House
389.6	1.018	House
391.601	1.018	House
393.603	1.018	House
395.605	1.018	House
409.699	1.018	Object
411.701	1.018	Object
413.703	1.018	Object
415.704	1.018	Object
417.706	1.018	Object
419.708	1.018	Object
421.709	1.018	Object
423.711	1.018	Object
437.806	1.018	Face
439.807	1.018	Face
441.809	1.018	Face
443.81	1.018	Face
445.812	1.018	Face
447.814	1.018	Face
449.815	1.018	Face
451.817	1.018	Face
