onset	duration	RT	Trial_type	Response	SSD
1.0341	0.5171	942	Go	correct	n/a
4.0533	0.5171	701	Go	correct	n/a
9.0407	0.5171	537	Go	Incorrect	n/a
12.0598	0.5171	685	Go	correct	n/a
16.5468	0.5171	497	Stop	Failed_stop	200
20.5501	0.5171	533	Go	correct	n/a
24.5534	0.517	622	Go	correct	n/a
33.0603	0.5171	934	Go	correct	n/a
36.0794	0.5171	675	Go	correct	n/a
41.5673	0.517	1172	Go	Incorrect	n/a
45.0701	0.5171	0	Stop	succesful_stop	200
48.0893	0.517	827	Go	correct	n/a
52.0925	0.5171	644	Go	Incorrect	n/a
57.0799	0.5171	0	Stop	succesful_stop	250
60.0991	0.5171	0	Stop	succesful_stop	300
64.1023	0.5171	690	Go	correct	n/a
69.5902	0.5171	0	Stop	succesful_stop	350
72.5926	0.5171	1008	Go	correct	n/a
80.5992	0.517	654	Go	correct	n/a
84.6024	0.5171	847	Go	correct	n/a
88.122	0.5171	678	Stop	Failed_stop	400
93.6098	0.5171	0	Stop	succesful_stop	450
97.1127	0.517	772	Go	correct	n/a
100.6155	0.5171	674	Stop	Failed_stop	500
104.1351	0.517	1047	Go	correct	n/a
108.1383	0.5171	584	Stop	Failed_stop	550
112.6253	0.5171	0	Stop	succesful_stop	600
116.1449	0.5171	842	Go	correct	n/a
121.1323	0.5171	541	Stop	Failed_stop	650
125.1356	0.517	1105	Go	correct	n/a
128.1547	0.5171	947	Go	correct	n/a
137.1454	0.5171	908	Go	correct	n/a
140.1645	0.5171	627	Go	correct	n/a
145.6523	0.5171	681	Go	correct	n/a
149.6556	0.5171	612	Go	correct	n/a
152.1743	0.5171	740	Go	Incorrect	n/a
157.1617	0.5171	889	Stop	Failed_stop	700
161.165	0.5171	673	Go	correct	n/a
164.6679	0.5171	676	Go	correct	n/a
173.1748	0.5171	728	Stop	Failed_stop	750
177.6785	0.5171	893	Go	correct	n/a
184.6842	0.5171	834	Go	correct	n/a
189.1879	0.5171	760	Go	correct	n/a
192.207	0.5171	632	Go	correct	n/a
197.6949	0.517	806	Go	correct	n/a
201.1977	0.5171	719	Stop	Failed_stop	750
205.201	0.5171	1182	Go	correct	n/a
212.2234	0.5171	703	Go	correct	n/a
217.2108	0.5171	0	Stop	succesful_stop	700
221.7145	0.5171	594	Go	correct	n/a
225.7178	0.517	658	Go	correct	n/a
233.2239	0.5171	957	Go	Incorrect	n/a
236.7268	0.517	661	Stop	Failed_stop	700
241.2304	0.5171	928	Go	correct	n/a
244.2496	0.5171	597	Go	correct	n/a
248.2528	0.5171	626	Stop	Failed_stop	650
253.7407	0.5171	1219	Go	correct	n/a
256.2594	0.5171	1047	Go	correct	n/a
261.7472	0.5171	716	Go	correct	n/a
269.7537	0.5171	734	Go	correct	n/a
272.7562	0.5171	0	Stop	succesful_stop	600
276.2758	0.517	1073	Go	correct	n/a
280.7627	0.5171	748	Stop	Failed_stop	550
285.7668	0.5171	705	Go	correct	n/a
292.7726	0.5171	836	Go	correct	n/a
297.7767	0.517	818	Stop	Failed_stop	500
300.7791	0.5171	868	Stop	Failed_stop	450
309.2861	0.517	0	Stop	succesful_stop	400
313.2893	0.5171	797	Go	correct	n/a
316.3085	0.5171	0	Stop	succesful_stop	350
321.7963	0.5171	604	Go	correct	n/a
324.315	0.5171	640	Go	correct	n/a
328.802	0.5171	646	Go	correct	n/a
333.3057	0.5171	879	Go	correct	n/a
337.309	0.5171	802	Go	correct	n/a
341.3122	0.5171	734	Go	Incorrect	n/a
345.8159	0.5171	0	Stop	succesful_stop	300
348.3346	0.5171	0	Stop	succesful_stop	250
352.3379	0.5171	0	Stop	succesful_stop	250
356.3412	0.5171	879	Go	correct	n/a
361.3286	0.5171	769	Go	correct	n/a
368.351	0.5171	1014	Stop	Failed_stop	300
377.8421	0.5171	0	Stop	succesful_stop	300
380.3608	0.5171	0	Stop	succesful_stop	350
384.3641	0.5171	920	Go	correct	n/a
389.3515	0.5171	706	Go	correct	n/a
393.8552	0.5171	1191	Go	Incorrect	n/a
397.358	0.5171	741	Go	correct	n/a
401.8617	0.5171	704	Go	correct	n/a
404.3805	0.517	1595	Go	correct	n/a
408.3837	0.5171	972	Go	correct	n/a
413.8715	0.5171	0	Stop	succesful_stop	400
416.874	0.5171	931	Go	correct	n/a
421.3777	0.5171	0	Stop	succesful_stop	450
424.3968	0.5171	1011	Go	correct	n/a
429.8846	0.5171	624	Go	correct	n/a
433.3875	0.5171	761	Go	correct	n/a
436.4066	0.5171	665	Stop	Failed_stop	500
440.8936	0.5171	988	Go	Incorrect	n/a
444.4132	0.5171	824	Go	Incorrect	n/a
448.9002	0.5171	1003	Go	correct	n/a
452.4197	0.5171	920	Stop	Failed_stop	550
456.9067	0.5171	805	Go	correct	n/a
461.9108	0.5171	1123	Go	Incorrect	n/a
464.9133	0.5171	1366	Go	correct	n/a
469.9174	0.517	896	Go	correct	n/a
472.9198	0.5171	667	Go	correct	n/a
476.9231	0.5171	1124	Stop	Failed_stop	600
480.4426	0.5171	896	Go	correct	n/a
485.43	0.5171	723	Go	correct	n/a
489.9337	0.5171	924	Stop	Failed_stop	650
492.4524	0.5171	774	Stop	Failed_stop	650
496.9394	0.5171	0	Stop	succesful_stop	600
500.9427	0.5171	889	Stop	Failed_stop	600
505.9468	0.5171	718	Stop	Failed_stop	550
509.4497	0.517	984	Go	correct	n/a
513.9533	0.5171	906	Stop	Failed_stop	500
516.4721	0.5171	1133	Go	correct	n/a
521.9599	0.5171	0	Stop	succesful_stop	450
525.4627	0.5171	1191	Go	correct	n/a
528.4819	0.5171	613	Go	correct	n/a
533.9697	0.5171	969	Go	Incorrect	n/a
537.4726	0.5171	763	Go	Incorrect	n/a
540.4917	0.5171	1380	Go	correct	n/a
545.4791	0.5171	658	Go	correct	n/a
549.9828	0.5171	896	Go	Incorrect	n/a
552.9852	0.5171	881	Go	correct	n/a
557.9893	0.5171	1202	Go	correct	n/a
561.4922	0.5171	486	Stop	Failed_stop	400
565.9959	0.5171	0	Stop	succesful_stop	350
568.5146	0.5171	873	Go	correct	n/a
578.0057	0.5171	1515	Go	correct	n/a
581.0081	0.5171	703	Go	correct	n/a
585.5118	0.5171	1354	Go	correct	n/a
589.0147	0.5171	857	Go	correct	n/a
597.5216	0.5171	815	Stop	Failed_stop	300
601.0245	0.5171	521	Go	correct	n/a
605.5282	0.5171	925	Stop	Failed_stop	250
609.0311	0.517	0	Stop	succesful_stop	200
613.0343	0.5171	620	Go	correct	n/a
618.0384	0.5171	564	Go	correct	n/a
620.5571	0.5171	626	Go	correct	n/a
624.5604	0.5171	927	Go	correct	n/a
634.0515	0.5171	752	Stop	Failed_stop	150
637.5544	0.5171	1222	Go	correct	n/a
641.5576	0.5171	504	Stop	Failed_stop	100
645.0605	0.5171	613	Stop	Failed_stop	50
650.0646	0.5171	961	Go	Incorrect	n/a
652.5833	0.5171	728	Go	correct	n/a
656.5866	0.5171	676	Stop	Failed_stop	50
