onset	duration	Stim
16.045	1.018	Face
18.045	1.002	Face
20.048	1.018	Face
22.05	1.017	Face
24.05	1.002	Face
26.053	1.018	Face
28.054	1.018	Face
30.056	1.018	Face
44.151	1.018	Object
46.151	1.002	Object
48.154	1.018	Object
50.156	1.018	Object
52.157	1.018	Object
54.159	1.018	Object
56.161	1.018	Object
58.162	1.018	Object
72.274	1.018	House
74.276	1.018	House
76.277	1.018	House
78.279	1.018	House
80.28	1.017	House
82.282	1.018	House
84.284	1.018	House
86.285	1.018	House
100.397	1.017	Scrambled
102.398	1.018	Scrambled
104.4	1.018	Scrambled
106.402	1.018	Scrambled
108.403	1.018	Scrambled
110.405	1.018	Scrambled
112.407	1.018	Scrambled
114.408	1.018	Scrambled
128.52	1.018	House
130.521	1.018	House
132.523	1.018	House
134.525	1.018	House
136.526	1.018	House
138.528	1.018	House
140.53	1.018	House
142.531	1.018	House
156.643	1.018	Face
158.644	1.018	Face
160.646	1.018	Face
162.648	1.018	Face
164.649	1.018	Face
166.651	1.017	Face
168.652	1.018	Face
170.654	1.018	Face
184.766	1.018	Scrambled
186.767	1.017	Scrambled
188.769	1.018	Scrambled
190.77	1.018	Scrambled
192.772	1.018	Scrambled
194.774	1.018	Scrambled
196.775	1.018	Scrambled
198.777	1.018	Scrambled
212.872	1.018	Object
214.873	1.018	Object
216.875	1.018	Object
218.877	1.018	Object
220.878	1.018	Object
222.88	1.018	Object
224.882	1.018	Object
226.883	1.018	Object
240.995	1.018	Object
242.996	1.018	Object
244.998	1.018	Object
247	1.018	Object
249.001	1.018	Object
251.003	1.018	Object
253.005	1.018	Object
255.006	1.018	Object
269.118	1.018	Scrambled
271.119	1.018	Scrambled
273.121	1.018	Scrambled
275.123	1.018	Scrambled
277.124	1.018	Scrambled
279.126	1.018	Scrambled
281.127	1.018	Scrambled
283.129	1.018	Scrambled
297.224	1.018	Face
299.226	1.018	Face
301.227	1.018	Face
303.229	1.017	Face
305.23	1.018	Face
307.232	1.018	Face
309.234	1.018	Face
311.235	1.018	Face
325.33	1.018	House
327.332	1.018	House
329.333	1.018	House
331.335	1.018	House
333.337	1.018	House
335.338	1.018	House
337.34	1.018	House
339.342	1.018	House
353.42	1.018	Scrambled
355.421	1.018	Scrambled
357.423	1.018	Scrambled
359.425	1.018	Scrambled
361.426	1.018	Scrambled
363.428	1.018	Scrambled
365.43	1.018	Scrambled
367.431	1.018	Scrambled
381.526	1.018	House
383.528	1.018	House
385.529	1.018	House
387.531	1.018	House
389.532	1.018	House
391.534	1.018	House
393.536	1.018	House
395.537	1.018	House
409.649	1.018	Object
411.651	1.018	Object
413.652	1.018	Object
415.654	1.018	Object
417.655	1.018	Object
419.657	1.018	Object
421.659	1.018	Object
423.66	1.018	Object
437.738	1.018	Face
439.74	1.018	Face
441.742	1.018	Face
443.743	1.018	Face
445.745	1.018	Face
447.747	1.017	Face
449.748	1.018	Face
451.75	1.018	Face
