onset	duration	RT	Trial_type	Response	SSD
1.0341	0.5171	1329	Go	correct	n/a
5.5378	0.5171	875	Stop	Failed_stop	200
9.541	0.5171	777	Stop	Failed_stop	200
13.0439	0.5171	674	Go	Incorrect	n/a
17.5475	0.5171	985	Go	correct	n/a
21.5507	0.5171	845	Go	correct	n/a
25.0536	0.5171	939	Go	correct	n/a
28.0727	0.5171	909	Go	Incorrect	n/a
33.0601	0.517	952	Stop	Failed_stop	150
36.5629	0.5171	843	Go	correct	n/a
41.5669	0.5171	1031	Go	correct	n/a
44.5694	0.5171	1377	Go	correct	n/a
49.5734	0.5171	0	Stop	succesful_stop	100
53.0763	0.517	808	Go	correct	n/a
57.0795	0.5171	919	Go	correct	n/a
61.0827	0.5171	0	Stop	succesful_stop	50
65.086	0.5171	0	Stop	succesful_stop	50
68.5888	0.5171	1006	Go	correct	n/a
72.1083	0.5171	0	Stop	succesful_stop	100
81.0989	0.5171	990	Go	correct	n/a
85.6026	0.5171	694	Go	correct	n/a
88.1213	0.5171	1333	Go	correct	n/a
92.6082	0.5171	0	Stop	succesful_stop	150
96.6115	0.5171	906	Go	correct	n/a
101.1151	0.5171	956	Go	correct	n/a
105.1184	0.5171	835	Go	correct	n/a
108.1375	0.5171	0	Stop	succesful_stop	200
112.6244	0.5171	936	Go	correct	n/a
116.144	0.517	784	Go	correct	n/a
121.1313	0.5171	0	Stop	succesful_stop	250
125.635	0.5171	0	Stop	succesful_stop	300
128.6374	0.5171	892	Go	correct	n/a
132.1569	0.5171	1287	Go	correct	n/a
137.1443	0.5171	0	Stop	succesful_stop	350
141.6479	0.5171	1032	Go	correct	n/a
145.6512	0.517	0	Stop	succesful_stop	400
149.154	0.5171	1564	Go	correct	n/a
153.6576	0.5171	1046	Go	correct	n/a
157.1605	0.5171	1034	Stop	Failed_stop	450
160.1796	0.5171	866	Go	correct	n/a
164.1828	0.5171	0	Stop	succesful_stop	500
169.1702	0.5171	1076	Go	correct	n/a
173.6738	0.5171	0	Stop	succesful_stop	550
181.1799	0.5171	1056	Go	correct	n/a
185.1832	0.517	798	Go	correct	n/a
189.1864	0.5171	944	Go	correct	n/a
197.1929	0.5171	1059	Stop	Failed_stop	600
201.1961	0.5171	775	Go	correct	n/a
204.6989	0.5171	0	Stop	succesful_stop	650
208.7022	0.5171	0	Stop	succesful_stop	700
213.7062	0.5171	825	Go	correct	n/a
216.7087	0.517	679	Stop	Failed_stop	750
221.2123	0.5171	1119	Go	correct	n/a
225.7159	0.5171	888	Go	correct	n/a
229.2188	0.5171	863	Stop	Failed_stop	800
232.7216	0.5171	1297	Go	correct	n/a
236.7248	0.5171	1312	Go	correct	n/a
241.7289	0.5171	920	Go	correct	n/a
244.2476	0.5171	1021	Go	correct	n/a
252.7378	0.5171	1195	Go	correct	n/a
257.7419	0.517	0	Stop	succesful_stop	850
264.7475	0.5171	1053	Go	correct	n/a
268.267	0.5171	766	Go	correct	n/a
273.7548	0.5171	1166	Go	correct	n/a
276.2735	0.5171	0	Stop	succesful_stop	900
280.7605	0.5171	1751	Go	correct	n/a
285.7645	0.5171	731	Go	correct	n/a
292.2865	0.5171	1311	Go	correct	n/a
