onset	duration	Stim
16.037	1.018	Face
18.037	1.002	Face
20.041	1.018	Face
22.042	1.018	Face
24.042	1.002	Face
26.045	1.018	Face
28.045	1.002	Face
30.049	1.018	Face
44.16	1.018	Object
46.16	1.002	Object
48.163	1.018	Object
50.165	1.018	Object
52.166	1.018	Object
54.168	1.018	Object
56.169	1.018	Object
58.171	1.018	Object
72.282	1.018	House
74.284	1.018	House
76.286	1.018	House
78.287	1.018	House
80.289	1.018	House
82.29	1.018	House
84.292	1.018	House
86.294	1.018	House
100.388	1.018	Scrambled
102.39	1.018	Scrambled
104.391	1.018	Scrambled
106.393	1.018	Scrambled
108.395	1.018	Scrambled
110.396	1.018	Scrambled
112.398	1.018	Scrambled
114.399	1.018	Scrambled
128.511	1.018	House
130.512	1.018	House
132.514	1.018	House
134.515	1.018	House
136.517	1.018	House
138.519	1.018	House
140.52	1.018	House
142.522	1.018	House
156.633	1.018	Face
158.635	1.018	Face
160.636	1.018	Face
162.638	1.018	Face
164.64	1.018	Face
166.641	1.018	Face
168.643	1.018	Face
170.644	1.018	Face
184.722	1.017	Scrambled
186.724	1.017	Scrambled
188.726	1.017	Scrambled
190.727	1.018	Scrambled
192.729	1.018	Scrambled
194.73	1.018	Scrambled
196.732	1.018	Scrambled
198.734	1.018	Scrambled
212.845	1.018	Object
214.846	1.017	Object
216.848	1.018	Object
218.85	1.018	Object
220.851	1.018	Object
222.853	1.018	Object
224.854	1.018	Object
226.856	1.018	Object
240.967	1.018	Object
242.969	1.018	Object
244.971	1.018	Object
246.972	1.018	Object
248.974	1.018	Object
250.975	1.018	Object
252.977	1.018	Object
254.979	1.018	Object
269.09	1.018	Scrambled
271.091	1.018	Scrambled
273.093	1.018	Scrambled
275.095	1.018	Scrambled
277.096	1.018	Scrambled
279.098	1.018	Scrambled
281.099	1.018	Scrambled
283.101	1.018	Scrambled
297.196	1.018	Face
299.197	1.018	Face
301.199	1.018	Face
303.2	1.018	Face
305.202	1.018	Face
307.204	1.018	Face
309.205	1.018	Face
311.207	1.018	Face
325.285	1.018	House
327.286	1.018	House
329.288	1.018	House
331.29	1.018	House
333.291	1.018	House
335.293	1.018	House
337.294	1.018	House
339.296	1.017	House
353.407	1.018	Scrambled
355.409	1.018	Scrambled
357.41	1.018	Scrambled
359.412	1.017	Scrambled
361.414	1.018	Scrambled
363.415	1.018	Scrambled
365.417	1.017	Scrambled
367.419	1.017	Scrambled
381.513	1.017	House
383.515	1.018	House
385.516	1.018	House
387.518	1.018	House
389.52	1.018	House
391.521	1.018	House
393.521	1.002	House
395.524	1.018	House
409.636	1.017	Object
411.637	1.018	Object
413.639	1.018	Object
415.64	1.018	Object
417.642	1.018	Object
419.644	1.018	Object
421.645	1.018	Object
423.647	1.018	Object
437.758	1.018	Face
439.76	1.018	Face
441.761	1.018	Face
443.763	1.018	Face
445.765	1.018	Face
447.766	1.018	Face
449.768	1.018	Face
451.769	1.018	Face
