onset	duration	Stim
16.042	1.017	Face
18.044	1.018	Face
20.044	1.002	Face
22.047	1.018	Face
24.049	1.017	Face
26.049	1.002	Face
28.052	1.018	Face
30.054	1.018	Face
44.165	1.018	Object
46.165	1.002	Object
48.168	1.018	Object
50.17	1.018	Object
52.172	1.018	Object
54.173	1.018	Object
56.175	1.018	Object
58.177	1.018	Object
72.288	1.018	House
74.29	1.018	House
76.291	1.018	House
78.293	1.018	House
80.294	1.018	House
82.296	1.018	House
84.298	1.018	House
86.299	1.018	House
100.411	1.017	Scrambled
102.412	1.018	Scrambled
104.414	1.018	Scrambled
106.416	1.018	Scrambled
108.417	1.017	Scrambled
110.419	1.018	Scrambled
112.421	1.018	Scrambled
114.422	1.018	Scrambled
128.517	1.018	House
130.519	1.018	House
132.52	1.017	House
134.522	1.018	House
136.523	1.018	House
138.525	1.018	House
140.527	1.017	House
142.528	1.018	House
156.64	1.018	Face
158.641	1.018	Face
160.643	1.018	Face
162.645	1.018	Face
164.646	1.018	Face
166.648	1.018	Face
168.65	1.018	Face
170.651	1.018	Face
184.763	1.018	Scrambled
186.764	1.018	Scrambled
188.766	1.018	Scrambled
190.767	1.018	Scrambled
192.769	1.018	Scrambled
194.771	1.018	Scrambled
196.772	1.018	Scrambled
198.774	1.018	Scrambled
212.885	1.018	Object
214.887	1.018	Object
216.889	1.017	Object
218.89	1.018	Object
220.892	1.018	Object
222.894	1.018	Object
224.895	1.017	Object
226.897	1.018	Object
241.008	1.018	Object
243.01	1.018	Object
245.012	1.018	Object
247.013	1.018	Object
249.015	1.018	Object
251.016	1.018	Object
253.018	1.018	Object
255.02	1.018	Object
269.131	1.018	Scrambled
271.133	1.018	Scrambled
273.134	1.018	Scrambled
275.136	1.018	Scrambled
277.138	1.018	Scrambled
279.139	1.018	Scrambled
281.141	1.018	Scrambled
283.142	1.018	Scrambled
297.221	1.018	Face
299.222	1.018	Face
301.224	1.018	Face
303.225	1.018	Face
305.227	1.018	Face
307.229	1.018	Face
309.23	1.018	Face
311.232	1.018	Face
325.343	1.018	House
327.345	1.018	House
329.347	1.018	House
331.348	1.017	House
333.35	1.018	House
335.352	1.018	House
337.353	1.018	House
339.355	1.017	House
353.466	1.018	Scrambled
355.468	1.018	Scrambled
357.47	1.018	Scrambled
359.471	1.018	Scrambled
361.473	1.018	Scrambled
363.474	1.018	Scrambled
365.476	1.018	Scrambled
367.478	1.018	Scrambled
381.572	1.018	House
383.574	1.018	House
385.576	1.018	House
387.577	1.018	House
389.579	1.018	House
391.581	1.018	House
393.582	1.018	House
395.584	1.018	House
409.695	1.018	Object
411.697	1.018	Object
413.698	1.018	Object
415.7	1.018	Object
417.702	1.018	Object
419.703	1.018	Object
421.705	1.018	Object
423.707	1.018	Object
437.818	1.018	Face
439.82	1.017	Face
441.821	1.018	Face
443.823	1.018	Face
445.825	1.018	Face
447.826	1.017	Face
449.828	1.018	Face
451.829	1.018	Face
