onset	duration	Pair	Response	RT	Cond	Q_choice	Q_notchosen	eQdiff	Rv_diff	Beta_Q	alpha_gain	alpha_loss
1.0333	0.9174	Cd	Correct	0.911	wl.l	0.786	0.5554	0.2306	40	2.9421	0.0195	8e-04
4.0693	1.3477	bA	Correct	1.347	wl.l	0.7511	0.5816	0.1695	60	2.9421	0.0195	8e-04
8.5733	1.201	Ef	Correct	1.192	wl.l	0.7082	0.5626	0.1456	20	2.9421	0.0195	8e-04
12.5933	1.2009	fE	Correct	1.194	wl.l	0.7082	0.5626	0.1456	20	2.9421	0.0195	8e-04
16.1293	0.884	fC	Correct	0.868	wl.u	0.786	0.5626	0.2234	30	2.9421	0.0195	8e-04
20.6493	1.5513	Ed	Correct	1.537	wl.u	0.7082	0.5554	0.1528	30	2.9421	0.0195	8e-04
24.1863	1.3177	Ce	Correct	1.314	ww	0.786	0.7082	0.0778	10	2.9421	0.0195	8e-04
28.7063	1.4012	bD	Correct	1.394	ll	0.5554	0.5816	-0.0262	10	2.9421	0.0195	8e-04
32.2423	1.3511	fE	Correct	1.336	wl.l	0.7082	0.5626	0.1456	20	2.9421	0.0195	8e-04
37.2633	0.9007	eC	Correct	0.891	ww	0.786	0.7082	0.0778	10	2.9421	0.0195	8e-04
41.2833	0.9841	bC	Correct	0.97	wl.u	0.786	0.5816	0.2044	50	2.9421	0.0195	8e-04
44.3193	1.3663	eA	inCorrect	1.366	ww	0.7082	0.7511	-0.0429	20	2.9421	0.0195	8e-04
48.8223	1.2843	Eb	Correct	1.272	wl.u	0.7082	0.5816	0.1266	40	2.9421	0.0195	8e-04
52.3583	1.0175	dC	Correct	1.006	wl.l	0.786	0.5554	0.2306	40	2.9421	0.0195	8e-04
61.3823	1.3177	Ce	Correct	1.313	ww	0.786	0.7082	0.0778	10	2.9421	0.0195	8e-04
68.4213	1.3678	Db	inCorrect	1.35	ll	0.5816	0.5554	0.0262	10	2.9421	0.0195	8e-04
72.4583	1.0342	Db	Correct	1.025	ll	0.5554	0.5816	-0.0262	10	2.9421	0.0195	8e-04
76.9783	0.834	Ac	inCorrect	0.819	ww	0.786	0.7511	0.0349	10	2.9421	0.0195	8e-04
81.4993	0.6839	Cd	Correct	0.671	wl.l	0.786	0.5554	0.2306	40	2.9421	0.0195	8e-04
85.5193	1.1676	Ef	Correct	1.151	wl.l	0.7082	0.5626	0.1456	20	2.9421	0.0195	8e-04
88.5543	1.251	dE	Correct	1.241	wl.u	0.7082	0.5554	0.1528	30	2.9421	0.0195	8e-04
92.5913	1.6514	bF	Correct	1.647	ll	0.5626	0.5816	-0.019	20	2.9421	0.0195	8e-04
97.1113	0.6171	cA	inCorrect	0.603	ww	0.786	0.7511	0.0349	10	2.9421	0.0195	8e-04
100.6483	1.3177	bF	inCorrect	1.301	ll	0.5816	0.5626	0.019	20	2.9421	0.0195	8e-04
105.1683	1.7014	fA	Correct	1.688	wl.u	0.7511	0.5626	0.1885	40	2.9421	0.0195	8e-04
108.7043	1.3344	Cd	Correct	1.317	wl.l	0.786	0.5554	0.2306	40	2.9421	0.0195	8e-04
113.7253	1.0675	Af	Correct	1.062	wl.u	0.7511	0.5626	0.1885	40	2.9421	0.0195	8e-04
116.7613	0.7506	fA	Correct	0.747	wl.u	0.7511	0.5626	0.1885	40	2.9421	0.0195	8e-04
121.2813	0.9174	Af	Correct	0.914	wl.u	0.7511	0.5626	0.1885	40	2.9421	0.0195	8e-04
124.8173	1.5679	eC	Correct	1.566	ww	0.786	0.7082	0.0778	10	2.9421	0.0195	8e-04
128.8543	0.7673	Cb	Correct	0.762	wl.u	0.786	0.5816	0.2044	50	2.9421	0.0195	8e-04
132.8903	0.7673	cA	inCorrect	0.765	ww	0.786	0.7511	0.0349	10	2.9421	0.0195	8e-04
136.9273	0.8507	Ae	inCorrect	0.837	ww	0.7082	0.7511	-0.0429	20	2.9421	0.0195	8e-04
140.9643	0.5839	fE	inCorrect	0.571	wl.l	0.5626	0.7082	-0.1456	20	2.9421	0.0195	8e-04
145.9843	1.3177	Cd	inCorrect	1.308	wl.l	0.5554	0.786	-0.2306	40	2.9421	0.0195	8e-04
149.5043	0.9841	Ef	Correct	0.975	wl.l	0.7082	0.5626	0.1456	20	2.9421	0.0195	8e-04
154.0243	0.6005	Ef	Correct	0.598	wl.l	0.7082	0.5626	0.1456	20	2.9421	0.0195	8e-04
157.0603	1.2344	bE	Correct	1.228	wl.u	0.7082	0.5816	0.1266	40	2.9421	0.0195	8e-04
161.0973	0.6672	Cf	Correct	0.648	wl.u	0.786	0.5626	0.2234	30	2.9421	0.0195	8e-04
165.6343	1.2677	Eb	Correct	1.264	wl.u	0.7082	0.5816	0.1266	40	2.9421	0.0195	8e-04
170.1543	1.3511	cA	inCorrect	1.339	ww	0.786	0.7511	0.0349	10	2.9421	0.0195	8e-04
173.1903	1.2343	dC	Correct	1.228	wl.l	0.786	0.5554	0.2306	40	2.9421	0.0195	8e-04
177.2263	0.7339	Ef	Correct	0.726	wl.l	0.7082	0.5626	0.1456	20	2.9421	0.0195	8e-04
181.7473	1.6847	Ab	Correct	1.678	wl.l	0.7511	0.5816	0.1695	60	2.9421	0.0195	8e-04
185.2833	1.1509	Eb	Correct	1.144	wl.u	0.7082	0.5816	0.1266	40	2.9421	0.0195	8e-04
189.8033	1.7181	Ad	Correct	1.71	wl.u	0.7511	0.5554	0.1957	50	2.9421	0.0195	8e-04
193.8233	1.3011	bF	inCorrect	1.283	ll	0.5816	0.5626	0.019	20	2.9421	0.0195	8e-04
197.8433	1.1342	Af	inCorrect	1.119	wl.u	0.5626	0.7511	-0.1885	40	2.9421	0.0195	8e-04
201.8633	0.5171	Ab	Correct	0.5	wl.l	0.7511	0.5816	0.1695	60	2.9421	0.0195	8e-04
205.3993	0.784	bC	Correct	0.778	wl.u	0.786	0.5816	0.2044	50	2.9421	0.0195	8e-04
209.9203	1.0008	eC	Correct	0.997	ww	0.786	0.7082	0.0778	10	2.9421	0.0195	8e-04
214.4403	1.5679	dE	Correct	1.563	wl.u	0.7082	0.5554	0.1528	30	2.9421	0.0195	8e-04
221.9633	3.186	Ac	inCorrect	3.177	ww	0.786	0.7511	0.0349	10	2.9421	0.0195	8e-04
225.4993	0.834	dF	inCorrect	0.825	ll	0.5554	0.5626	-0.0072	10	2.9421	0.0195	8e-04
229.5363	3.9865	Fb	omission	0	ll	0.5816	0.5626	0.019	20	2.9421	0.0195	8e-04
236.5253	1.3844	Db	inCorrect	1.373	ll	0.5816	0.5554	0.0262	10	2.9421	0.0195	8e-04
244.0473	1.6347	Fd	inCorrect	1.617	ll	0.5554	0.5626	-0.0072	10	2.9421	0.0195	8e-04
248.0673	3.5028	Cb	omission	0	wl.u	0.5816	0.786	-0.2044	50	2.9421	0.0195	8e-04
254.5733	0.9674	fA	Correct	0.963	wl.u	0.7511	0.5626	0.1885	40	2.9421	0.0195	8e-04
257.6083	1.0175	Ae	inCorrect	1.015	ww	0.7082	0.7511	-0.0429	20	2.9421	0.0195	8e-04
262.1293	1.0008	bC	Correct	0.987	wl.u	0.786	0.5816	0.2044	50	2.9421	0.0195	8e-04
