onset	duration	Pair	Response	RT	Cond	Q_choice	Q_notchosen	eQdiff	Rv_diff	Beta_Q	alpha_gain	alpha_loss
1.0339	0.6839	Cd	Correct	0.675	wl.l	0.9978	0.983	0.0148	40	1.6985	0.2967	0.0013
4.5529	0.6005	Cd	Correct	0.589	wl.l	0.9978	0.983	0.0148	40	1.6985	0.2967	0.0013
8.0899	0.5838	Eb	inCorrect	0.569	wl.u	0.9016	0.9961	-0.0945	40	1.6985	0.2967	0.0013
13.1099	0.5171	Ab	Correct	0.503	wl.l	0.9999	0.9016	0.0983	60	1.6985	0.2967	0.0013
17.1299	0.6672	Ac	inCorrect	0.662	ww	0.9978	0.9999	-0.0021	10	1.6985	0.2967	0.0013
21.1499	0.7506	Ad	Correct	0.735	wl.u	0.9999	0.983	0.0169	50	1.6985	0.2967	0.0013
24.6699	0.8174	fE	inCorrect	0.799	wl.l	0.995	0.9961	-0.0011	20	1.6985	0.2967	0.0013
28.2229	0.9008	Ae	inCorrect	0.887	ww	0.9961	0.9999	-0.0038	20	1.6985	0.2967	0.0013
32.7429	0.6839	dE	inCorrect	0.676	wl.u	0.983	0.9961	-0.0131	30	1.6985	0.2967	0.0013
40.7659	0.8173	eA	Correct	0.802	ww	0.9999	0.9961	0.0038	20	1.6985	0.2967	0.0013
45.2869	1.0175	bC	inCorrect	1.015	wl.u	0.9016	0.9978	-0.0962	50	1.6985	0.2967	0.0013
48.8059	0.8673	bF	inCorrect	0.858	ll	0.9016	0.995	-0.0934	20	1.6985	0.2967	0.0013
53.3259	0.8007	dC	inCorrect	0.791	wl.l	0.983	0.9978	-0.0148	40	1.6985	0.2967	0.0013
61.3499	0.5504	Cd	inCorrect	0.546	wl.l	0.983	0.9978	-0.0148	40	1.6985	0.2967	0.0013
64.8689	0.8507	cA	inCorrect	0.841	ww	0.9978	0.9999	-0.0021	10	1.6985	0.2967	0.0013
68.4049	1.5179	Fd	Correct	1.514	ll	0.995	0.983	0.012	10	1.6985	0.2967	0.0013
72.4419	0.9841	dE	Correct	0.977	wl.u	0.9961	0.983	0.0131	30	1.6985	0.2967	0.0013
77.4629	0.4504	Ac	Correct	0.437	ww	0.9999	0.9978	0.0021	10	1.6985	0.2967	0.0013
81.4829	0.7506	Cd	Correct	0.737	wl.l	0.9978	0.983	0.0148	40	1.6985	0.2967	0.0013
85.5029	0.8841	fA	inCorrect	0.869	wl.u	0.995	0.9999	-0.0049	40	1.6985	0.2967	0.0013
89.0219	0.9341	Af	inCorrect	0.92	wl.u	0.995	0.9999	-0.0049	40	1.6985	0.2967	0.0013
97.5459	0.6338	Fd	Correct	0.628	ll	0.995	0.983	0.012	10	1.6985	0.2967	0.0013
101.0649	0.9508	Ac	inCorrect	0.948	ww	0.9978	0.9999	-0.0021	10	1.6985	0.2967	0.0013
105.5859	0.8673	Db	Correct	0.849	ll	0.983	0.9016	0.0814	10	1.6985	0.2967	0.0013
109.1219	0.7005	Cd	Correct	0.691	wl.l	0.9978	0.983	0.0148	40	1.6985	0.2967	0.0013
113.1419	0.7006	bA	inCorrect	0.685	wl.l	0.9016	0.9999	-0.0983	60	1.6985	0.2967	0.0013
116.6779	0.8507	Ad	Correct	0.849	wl.u	0.9999	0.983	0.0169	50	1.6985	0.2967	0.0013
