onset	duration	Pair	Choice	Response	RT	Feedback_Onset	Feedback_duration	Balance	RPE	Q_chosen	Q_notchosen	npair	Beta_Q	alpha_gain	alpha_loss
0.0501	1.4659	BA	A	Correct	1.465	1.816	0.5026	-1	-0.5	0.5	0.5	12	7.2443	0.0715	4e-04
5.0541	1.2677	BA	A	Correct	1.258	6.6221	0.517	1	0.5002	0.4998	0.5	12	7.2443	0.0715	4e-04
9.074	1.0676	BA	A	Correct	1.06	10.4418	0.5171	1	0.4644	0.5356	0.5	12	7.2443	0.0715	4e-04
17.0972	0.9842	DC	D	Incorrect	0.968	18.3816	0.5171	-1	-0.5	0.5	0.5	34	7.2443	0.0715	4e-04
25.1204	1.4679	CD	D	Incorrect	1.458	26.8885	0.5171	1	0.5002	0.4998	0.5	34	7.2443	0.0715	4e-04
28.6399	1.5179	EF	F	Incorrect	1.51	30.4581	0.5171	1	0.5	0.5	0.5	56	7.2443	0.0715	4e-04
33.6607	1.4178	EF	F	Incorrect	1.415	35.3787	0.5171	1	0.4642	0.5358	0.5	56	7.2443	0.0715	4e-04
36.1961	1.5846	CD	C	Correct	1.574	38.0809	0.5171	1	0.5	0.5	0.5356	34	7.2443	0.0715	4e-04
45.2201	1.3844	DC	D	Incorrect	1.371	46.9048	0.5171	-1	-0.5356	0.5356	0.5358	34	7.2443	0.0715	4e-04
49.7404	1.7014	DC	C	Correct	1.684	51.742	0.5338	1	0.4642	0.5358	0.5353	34	7.2443	0.0715	4e-04
52.2925	1.0675	FE	F	Incorrect	1.052	53.6603	0.517	-1	-0.569	0.569	0.5	56	7.2443	0.0715	4e-04
56.8128	0.9508	DC	D	Incorrect	0.939	58.0638	0.5171	-1	-0.5353	0.5353	0.569	34	7.2443	0.0715	4e-04
60.349	1.8682	AB	A	Correct	1.855	62.5174	0.5171	1	0.4312	0.5688	0.5	12	7.2443	0.0715	4e-04
64.3856	1.201	CD	C	Correct	1.185	65.8869	0.517	1	0.431	0.569	0.5351	34	7.2443	0.0715	4e-04
69.4064	1.6847	FE	F	Incorrect	1.675	71.3913	0.5171	-1	-0.5687	0.5687	0.5	56	7.2443	0.0715	4e-04
72.4422	1.668	CD	D	Incorrect	1.654	74.4104	0.5171	-1	-0.5351	0.5351	0.5998	34	7.2443	0.0715	4e-04
77.9633	1.7348	EF	F	Incorrect	1.722	79.9983	0.4837	1	0.4315	0.5685	0.5	56	7.2443	0.0715	4e-04
81.4829	1.7847	BA	A	Correct	1.778	83.5679	0.5171	1	0.4004	0.5996	0.5	12	7.2443	0.0715	4e-04
85.5028	1.8348	EF	F	Incorrect	1.823	87.6379	0.517	-1	-0.5993	0.5993	0.5	56	7.2443	0.0715	4e-04
88.5386	1.8014	CD	D	Incorrect	1.79	90.6403	0.5171	-1	-0.5348	0.5348	0.5998	34	7.2443	0.0715	4e-04
93.0589	1.6514	DC	D	Incorrect	1.636	95.0105	0.5171	1	0.4654	0.5346	0.5998	34	7.2443	0.0715	4e-04
97.5793	1.301	BA	A	Correct	1.29	99.1806	0.517	1	0.3718	0.6282	0.5	12	7.2443	0.0715	4e-04
100.6151	0.9007	AB	A	Correct	0.891	101.816	0.5171	1	0.3452	0.6548	0.5	12	7.2443	0.0715	4e-04
106.1362	0.8674	CD	C	Correct	0.864	107.3038	0.5171	-1	-0.5998	0.5998	0.5679	34	7.2443	0.0715	4e-04
109.1553	1.1843	BA	A	Correct	1.178	110.6399	0.517	1	0.3205	0.6795	0.5	12	7.2443	0.0715	4e-04
113.6757	1.5846	CD	D	Incorrect	1.571	115.5605	0.5171	-1	-0.5679	0.5679	0.5995	34	7.2443	0.0715	4e-04
117.6956	1.6847	AB	A	Correct	1.676	119.6805	0.5171	-1	-0.7024	0.7024	0.5	12	7.2443	0.0715	4e-04
