onset	duration	Stim
16.044	1.018	Face
18.046	1.018	Face
20.048	1.018	Face
22.048	1.002	Face
24.051	1.018	Face
26.053	1.018	Face
28.054	1.018	Face
30.054	1.002	Face
44.167	1.017	Object
46.167	1.002	Object
48.171	1.018	Object
50.172	1.018	Object
52.174	1.017	Object
54.175	1.018	Object
56.177	1.018	Object
58.179	1.018	Object
72.29	1.018	House
74.292	1.018	House
76.293	1.018	House
78.295	1.018	House
80.297	1.018	House
82.298	1.018	House
84.3	1.018	House
86.302	1.018	House
100.413	1.018	Scrambled
102.415	1.018	Scrambled
104.416	1.018	Scrambled
106.418	1.018	Scrambled
108.419	1.018	Scrambled
110.421	1.018	Scrambled
112.423	1.018	Scrambled
114.424	1.018	Scrambled
128.536	1.018	House
130.537	1.018	House
132.539	1.018	House
134.541	1.018	House
136.542	1.017	House
138.544	1.018	House
140.546	1.018	House
142.547	1.018	House
156.659	1.018	Face
158.66	1.018	Face
160.662	1.018	Face
162.664	1.018	Face
164.665	1.018	Face
166.667	1.018	Face
168.668	1.018	Face
170.67	1.018	Face
184.781	1.018	Scrambled
186.783	1.018	Scrambled
188.785	1.018	Scrambled
190.786	1.018	Scrambled
192.788	1.018	Scrambled
194.79	1.018	Scrambled
196.791	1.018	Scrambled
198.793	1.018	Scrambled
212.904	1.017	Object
214.906	1.018	Object
216.908	1.018	Object
218.909	1.018	Object
220.911	1.017	Object
222.912	1.018	Object
224.914	1.018	Object
226.916	1.018	Object
241.027	1.018	Object
243.029	1.018	Object
245.03	1.018	Object
247.032	1.018	Object
249.034	1.018	Object
251.035	1.018	Object
253.037	1.018	Object
255.039	1.018	Object
269.15	1.018	Scrambled
271.152	1.018	Scrambled
273.153	1.018	Scrambled
275.153	1.002	Scrambled
277.156	1.018	Scrambled
279.158	1.018	Scrambled
281.16	1.018	Scrambled
283.161	1.018	Scrambled
297.273	1.017	Face
299.274	1.018	Face
301.276	1.018	Face
303.278	1.018	Face
305.279	1.017	Face
307.281	1.018	Face
309.283	1.018	Face
311.284	1.018	Face
325.396	1.018	House
327.397	1.018	House
329.399	1.018	House
331.401	1.018	House
333.402	1.018	House
335.404	1.018	House
337.405	1.018	House
339.407	1.018	House
353.468	1.018	Scrambled
355.47	1.018	Scrambled
357.472	1.018	Scrambled
359.472	1.003	Scrambled
361.475	1.018	Scrambled
363.477	1.018	Scrambled
365.478	1.018	Scrambled
367.48	1.018	Scrambled
381.591	1.018	House
383.593	1.018	House
385.595	1.018	House
387.596	1.018	House
389.598	1.018	House
391.599	1.018	House
393.599	1.003	House
395.603	1.018	House
409.697	1.018	Object
411.699	1.018	Object
413.701	1.018	Object
415.702	1.018	Object
417.704	1.018	Object
419.706	1.018	Object
421.707	1.018	Object
423.709	1.018	Object
437.804	1.018	Face
439.805	1.018	Face
441.807	1.018	Face
443.808	1.018	Face
445.81	1.018	Face
447.812	1.018	Face
449.813	1.018	Face
451.815	1.018	Face
