onset	duration	Pair	Choice	Response	RT	Feedback_Onset	Feedback_duration	Balance	RPE	Q_chosen	Q_notchosen	npair	Beta_Q	alpha_gain	alpha_loss
1.0341	0.784	DC	C	Correct	0.78	2.5646	0.5045	-1	-0.6599	0.6599	0.4897	34	4.4757	0.0301	0.0241
5.5544	1.0661	AB	B	Incorrect	1.065	7.3726	0.5171	-1	-0.4394	0.4394	0.6644	12	4.4757	0.0301	0.0241
8.0898	1.0842	FE	F	Incorrect	1.082	9.9246	0.5171	-1	-0.4884	0.4884	0.6128	56	4.4757	0.0301	0.0241
13.0939	0.7172	DC	C	Correct	0.714	14.5582	0.5039	1	0.356	0.644	0.4897	34	4.4757	0.0301	0.0241
16.6134	0.9174	BA	B	Incorrect	0.905	18.2814	0.5171	1	0.5712	0.4288	0.6644	12	4.4757	0.0301	0.0241
20.6333	1.1676	BA	B	Incorrect	1.151	22.5515	0.5171	-1	-0.446	0.446	0.6644	12	4.4757	0.0301	0.0241
24.1695	0.6839	FE	E	Correct	0.677	25.604	0.5171	-1	-0.6128	0.6128	0.4767	56	4.4757	0.0301	0.0241
29.6906	0.8174	AB	B	Incorrect	0.806	31.2586	0.5171	-1	-0.4353	0.4353	0.6644	12	4.4757	0.0301	0.0241
32.7097	1.0843	DC	C	Correct	1.076	34.5446	0.517	1	0.3452	0.6548	0.4897	34	4.4757	0.0301	0.0241
37.7305	1.1009	CD	C	Correct	1.083	39.582	0.5171	1	0.3348	0.6652	0.4897	34	4.4757	0.0301	0.0241
41.7504	1.0342	FE	E	Correct	1.016	43.5352	0.5171	1	0.4019	0.5981	0.4767	56	4.4757	0.0301	0.0241
44.3025	1.0174	DC	C	Correct	1.008	46.0706	0.517	1	0.3247	0.6753	0.4897	34	4.4757	0.0301	0.0241
49.3232	0.7172	FE	E	Correct	0.712	50.791	0.5171	-1	-0.6102	0.6102	0.4767	56	4.4757	0.0301	0.0241
53.8435	0.8173	CD	C	Correct	0.801	55.4114	0.5171	-1	-0.6851	0.6851	0.4897	34	4.4757	0.0301	0.0241
57.8634	0.9842	EF	E	Correct	0.97	59.5982	0.5171	1	0.4045	0.5955	0.4767	56	4.4757	0.0301	0.0241
60.8825	0.9174	EF	E	Correct	0.912	62.5506	0.517	1	0.3923	0.6077	0.4767	56	4.4757	0.0301	0.0241
65.9033	0.884	CD	C	Correct	0.87	67.5379	0.5171	1	0.3314	0.6686	0.4897	34	4.4757	0.0301	0.0241
69.4228	0.8507	AB	B	Incorrect	0.833	71.0241	0.5171	-1	-0.4248	0.4248	0.6644	12	4.4757	0.0301	0.0241
72.4753	0.6672	AB	A	Correct	0.661	73.8931	0.5171	1	0.3356	0.6644	0.4146	12	4.4757	0.0301	0.0241
77.9964	0.6505	DC	C	Correct	0.643	79.3975	0.5171	1	0.3214	0.6786	0.4897	34	4.4757	0.0301	0.0241
86.0195	0.6172	DC	C	Correct	0.605	87.3873	0.5171	1	0.3117	0.6883	0.4897	34	4.4757	0.0301	0.0241
89.5391	0.9507	EF	E	Correct	0.948	91.2404	0.5171	1	0.3805	0.6195	0.4767	56	4.4757	0.0301	0.0241
94.0594	0.834	FE	E	Correct	0.829	95.644	0.5171	1	0.369	0.631	0.4767	56	4.4757	0.0301	0.0241
