onset	duration	Pair	Choice	Response	RT	Feedback_Onset	Feedback_duration	Balance	RPE	Q_chosen	Q_notchosen	npair	Beta_Q	alpha_gain	alpha_loss
1.0342	0.8507	DC	D	Incorrect	0.838	2.6355	0.5171	1	0.5	0.5	0.5	34	4.4757	0.0301	0.0241
8.4235	0.834	DC	D	Incorrect	0.822	10.0081	0.5171	-1	-0.5151	0.5151	0.5	34	4.4757	0.0301	0.0241
12.9438	0.8007	CD	D	Incorrect	0.798	14.4951	0.5171	-1	-0.5027	0.5027	0.5	34	4.4757	0.0301	0.0241
16.9638	0.9507	AB	B	Incorrect	0.938	18.6651	0.5171	-1	-0.5	0.5	0.5	12	4.4757	0.0301	0.0241
24.5032	0.9674	CD	D	Incorrect	0.965	26.2212	0.5171	-1	-0.4906	0.4906	0.5	34	4.4757	0.0301	0.0241
28.5398	1.1509	CD	C	Correct	1.139	30.4413	0.5171	1	0.5	0.5	0.4788	34	4.4757	0.0301	0.0241
33.0601	1.0509	BA	B	Incorrect	1.044	34.8616	0.5171	-1	-0.488	0.488	0.5	12	4.4757	0.0301	0.0241
40.8831	0.6339	FE	F	Incorrect	0.628	42.2676	0.5171	-1	-0.5	0.5	0.5	56	4.4757	0.0301	0.0241
44.903	0.8007	EF	E	Correct	0.793	46.4543	0.5171	-1	-0.5	0.5	0.488	56	4.4757	0.0301	0.0241
48.923	0.8173	FE	E	Correct	0.814	50.4909	0.5171	1	0.512	0.488	0.488	56	4.4757	0.0301	0.0241
53.4433	1.0842	CD	D	Incorrect	1.067	55.2781	0.5171	-1	-0.4788	0.4788	0.5151	34	4.4757	0.0301	0.0241
57.4632	0.8507	BA	B	Incorrect	0.837	59.0645	0.5171	-1	-0.4762	0.4762	0.5	12	4.4757	0.0301	0.0241
60.4823	0.9341	CD	D	Incorrect	0.927	62.167	0.5171	-1	-0.4672	0.4672	0.5151	34	4.4757	0.0301	0.0241
65.0026	0.8007	CD	C	Correct	0.798	66.5539	0.5171	-1	-0.5151	0.5151	0.456	34	4.4757	0.0301	0.0241
68.5221	1.0676	EF	E	Correct	1.062	70.3403	0.5171	1	0.4966	0.5034	0.488	56	4.4757	0.0301	0.0241
73.5429	1.1175	CD	C	Correct	1.105	75.4111	0.517	-1	-0.5027	0.5027	0.456	34	4.4757	0.0301	0.0241
77.5628	0.9674	CD	C	Correct	0.951	79.2808	0.5171	1	0.5094	0.4906	0.456	34	4.4757	0.0301	0.0241
84.5851	1.0676	CD	C	Correct	1.061	86.4033	0.5171	1	0.4941	0.5059	0.456	34	4.4757	0.0301	0.0241
89.6059	0.9841	CD	C	Correct	0.979	91.3406	0.5171	1	0.4792	0.5208	0.456	34	4.4757	0.0301	0.0241
97.629	0.9008	CD	C	Correct	0.883	99.2637	0.5171	1	0.4647	0.5353	0.456	34	4.4757	0.0301	0.0241
109.6054	0.7006	CD	C	Correct	0.698	111.0566	0.517	1	0.4507	0.5493	0.456	34	4.4757	0.0301	0.0241
113.1249	1.0008	BA	A	Correct	0.994	114.8763	0.5171	-1	-0.5	0.5	0.4648	12	4.4757	0.0301	0.0241
117.6452	1.151	DC	D	Incorrect	1.134	119.5468	0.517	1	0.544	0.456	0.5629	34	4.4757	0.0301	0.0241
120.1806	0.8841	EF	E	Correct	0.873	121.8153	0.5171	-1	-0.5184	0.5184	0.488	56	4.4757	0.0301	0.0241
125.2013	0.6672	EF	E	Correct	0.663	126.6192	0.517	-1	-0.5059	0.5059	0.488	56	4.4757	0.0301	0.0241
129.7217	0.9341	CD	C	Correct	0.92	131.4064	0.517	1	0.4371	0.5629	0.4724	34	4.4757	0.0301	0.0241
132.2571	1.1008	FE	F	Incorrect	1.086	134.1086	0.517	-1	-0.488	0.488	0.4937	56	4.4757	0.0301	0.0241
137.2778	0.6839	AB	A	Correct	0.675	138.7123	0.5171	1	0.512	0.488	0.4648	12	4.4757	0.0301	0.0241
141.2977	0.5504	EF	E	Correct	0.541	142.5988	0.517	-1	-0.4937	0.4937	0.4762	56	4.4757	0.0301	0.0241
149.3209	1.0675	DC	D	Incorrect	1.054	151.139	0.5171	1	0.5276	0.4724	0.5761	34	4.4757	0.0301	0.0241
153.8412	1.0842	CD	D	Incorrect	1.077	155.676	0.5171	1	0.5117	0.4883	0.5761	34	4.4757	0.0301	0.0241
157.3607	1.0342	AB	A	Correct	1.029	159.1455	0.5171	-1	-0.5034	0.5034	0.4648	12	4.4757	0.0301	0.0241
160.8802	0.8674	BA	A	Correct	0.857	162.4982	0.5171	1	0.5087	0.4913	0.4648	12	4.4757	0.0301	0.0241
164.9001	0.9675	AB	B	Incorrect	0.963	166.6182	0.5171	1	0.5352	0.4648	0.5066	12	4.4757	0.0301	0.0241
169.9209	0.6672	AB	A	Correct	0.662	171.3387	0.5171	1	0.4934	0.5066	0.4809	12	4.4757	0.0301	0.0241
172.4562	0.8674	DC	C	Correct	0.862	174.0742	0.5171	1	0.4239	0.5761	0.5037	34	4.4757	0.0301	0.0241
176.9766	0.8507	CD	D	Incorrect	0.833	178.5779	0.5171	-1	-0.5037	0.5037	0.5888	34	4.4757	0.0301	0.0241
180.5128	0.9174	AB	B	Incorrect	0.911	182.1808	0.5171	-1	-0.4809	0.4809	0.5215	12	4.4757	0.0301	0.0241
185.0331	0.9007	AB	A	Correct	0.885	186.6844	0.5171	1	0.4785	0.5215	0.4693	12	4.4757	0.0301	0.0241
189.053	0.8841	BA	B	Incorrect	0.873	190.6877	0.517	-1	-0.4693	0.4693	0.5359	12	4.4757	0.0301	0.0241
194.0737	1.0175	DC	D	Incorrect	1.009	195.8418	0.5171	-1	-0.4916	0.4916	0.5888	34	4.4757	0.0301	0.0241
198.0937	0.9507	DC	C	Correct	0.933	199.795	0.5171	1	0.4112	0.5888	0.4798	34	4.4757	0.0301	0.0241
201.6132	1.0175	EF	E	Correct	1.009	203.3813	0.5171	1	0.5182	0.4818	0.4762	56	4.4757	0.0301	0.0241
205.1327	1.201	FE	E	Correct	1.199	207.0843	0.5171	1	0.5025	0.4975	0.4762	56	4.4757	0.0301	0.0241
213.1558	1.0342	CD	C	Correct	1.019	214.9406	0.5171	1	0.3988	0.6012	0.4798	34	4.4757	0.0301	0.0241
221.6794	1.0842	AB	B	Incorrect	1.08	223.5142	0.5171	-1	-0.458	0.458	0.5359	12	4.4757	0.0301	0.0241
226.1997	1.1676	FE	E	Correct	1.149	228.1013	0.5171	-1	-0.5126	0.5126	0.4762	56	4.4757	0.0301	0.0241
229.7359	0.784	CD	C	Correct	0.773	231.2705	0.5171	-1	-0.6133	0.6133	0.4798	34	4.4757	0.0301	0.0241
234.2563	0.9841	CD	C	Correct	0.967	235.991	0.5171	1	0.4015	0.5985	0.4798	34	4.4757	0.0301	0.0241
238.2762	1.1843	BA	B	Incorrect	1.168	240.2111	0.5171	-1	-0.447	0.447	0.5359	12	4.4757	0.0301	0.0241
242.2961	0.7673	BA	A	Correct	0.749	243.814	0.5171	-1	-0.5359	0.5359	0.4362	12	4.4757	0.0301	0.0241
245.3319	0.5838	BA	A	Correct	0.574	246.6663	0.5171	1	0.477	0.523	0.4362	12	4.4757	0.0301	0.0241
258.6093	0.834	CD	C	Correct	0.831	260.1939	0.5171	1	0.3894	0.6106	0.4798	34	4.4757	0.0301	0.0241
261.6284	0.8507	EF	E	Correct	0.843	263.2297	0.5171	1	0.4997	0.5003	0.4762	56	4.4757	0.0301	0.0241
266.6491	0.8841	DC	C	Correct	0.873	268.2838	0.5171	1	0.3777	0.6223	0.4798	34	4.4757	0.0301	0.0241
270.1686	1.0676	CD	D	Incorrect	1.06	271.9868	0.5171	-1	-0.4798	0.4798	0.6337	34	4.4757	0.0301	0.0241
277.2077	1.0842	FE	F	Incorrect	1.074	279.0425	0.5171	-1	-0.4762	0.4762	0.5153	56	4.4757	0.0301	0.0241
281.728	1.0342	DC	C	Correct	1.019	283.5128	0.5171	-1	-0.6337	0.6337	0.4682	34	4.4757	0.0301	0.0241
286.7487	0.8674	DC	C	Correct	0.864	288.3667	0.5171	1	0.3815	0.6185	0.4682	34	4.4757	0.0301	0.0241
290.7686	0.8674	DC	C	Correct	0.857	292.3866	0.5171	1	0.37	0.63	0.4682	34	4.4757	0.0301	0.0241
302.6116	1.0842	EF	F	Incorrect	1.07	304.4464	0.5171	-1	-0.4648	0.4648	0.5153	56	4.4757	0.0301	0.0241
305.6307	1.1009	BA	A	Correct	1.084	307.4822	0.5171	1	0.4626	0.5374	0.4362	12	4.4757	0.0301	0.0241
310.6514	1.1009	CD	C	Correct	1.085	312.5029	0.5171	-1	-0.6411	0.6411	0.4682	34	4.4757	0.0301	0.0241
317.6738	1.1175	AB	B	Incorrect	1.104	319.5419	0.5171	-1	-0.4362	0.4362	0.5513	12	4.4757	0.0301	0.0241
322.6945	1.0675	BA	B	Incorrect	1.064	324.5126	0.5171	-1	-0.4257	0.4257	0.5513	12	4.4757	0.0301	0.0241
325.7136	0.6338	BA	A	Correct	0.63	327.098	0.5171	1	0.4487	0.5513	0.4155	12	4.4757	0.0301	0.0241
329.2498	1.1509	FE	E	Correct	1.134	331.1513	0.5171	1	0.4847	0.5153	0.4536	56	4.4757	0.0301	0.0241
333.7701	0.9174	FE	E	Correct	0.905	335.4381	0.5171	-1	-0.5299	0.5299	0.4536	56	4.4757	0.0301	0.0241
337.3063	0.9174	DC	C	Correct	0.899	338.9576	0.5171	1	0.3743	0.6257	0.4682	34	4.4757	0.0301	0.0241
341.3429	1.0175	AB	A	Correct	1.002	343.111	0.5171	1	0.4351	0.5649	0.4155	12	4.4757	0.0301	0.0241
346.3636	1.0509	BA	A	Correct	1.048	348.1651	0.5171	1	0.422	0.578	0.4155	12	4.4757	0.0301	0.0241
353.6862	0.834	CD	D	Incorrect	0.816	355.2542	0.517	-1	-0.4682	0.4682	0.637	34	4.4757	0.0301	0.0241
358.7069	0.9675	BA	B	Incorrect	0.953	360.425	0.5171	1	0.5845	0.4155	0.5907	12	4.4757	0.0301	0.0241
361.7261	1.0675	FE	E	Correct	1.06	363.5442	0.5171	1	0.4828	0.5172	0.4536	56	4.4757	0.0301	0.0241
369.7492	1.0175	EF	E	Correct	1.008	371.5173	0.5171	1	0.4683	0.5317	0.4536	56	4.4757	0.0301	0.0241
373.2854	0.8007	FE	E	Correct	0.793	374.8367	0.5171	-1	-0.5459	0.5459	0.4536	56	4.4757	0.0301	0.0241
378.8065	0.9341	AB	A	Correct	0.924	380.4912	0.5171	1	0.4093	0.5907	0.4331	12	4.4757	0.0301	0.0241
382.8265	0.6672	AB	A	Correct	0.665	384.2443	0.5171	1	0.3969	0.6031	0.4331	12	4.4757	0.0301	0.0241
385.3618	0.8507	BA	A	Correct	0.843	386.9631	0.5171	-1	-0.615	0.615	0.4331	12	4.4757	0.0301	0.0241
389.3984	0.7507	AB	A	Correct	0.741	390.8997	0.5171	1	0.3998	0.6002	0.4331	12	4.4757	0.0301	0.0241
397.922	0.834	FE	E	Correct	0.822	399.5066	0.5171	1	0.4673	0.5327	0.4536	56	4.4757	0.0301	0.0241
401.4582	1.0342	DC	D	Incorrect	1.019	403.243	0.5171	-1	-0.457	0.457	0.637	34	4.4757	0.0301	0.0241
406.4789	0.8007	CD	D	Incorrect	0.798	408.0302	0.5171	1	0.554	0.446	0.637	34	4.4757	0.0301	0.0241
409.9985	0.7839	BA	A	Correct	0.769	411.533	0.5171	1	0.3877	0.6123	0.4331	12	4.4757	0.0301	0.0241
414.5188	1.1009	EF	E	Correct	1.095	416.3703	0.5171	-1	-0.5468	0.5468	0.4536	56	4.4757	0.0301	0.0241
417.5546	1.0341	EF	E	Correct	1.032	419.3393	0.5171	1	0.4664	0.5336	0.4536	56	4.4757	0.0301	0.0241
421.5912	1.0508	CD	C	Correct	1.046	423.3926	0.5171	1	0.363	0.637	0.4627	34	4.4757	0.0301	0.0241
425.6278	0.9007	FE	E	Correct	0.892	427.2791	0.5171	-1	-0.5477	0.5477	0.4536	56	4.4757	0.0301	0.0241
430.6485	1.0008	CD	C	Correct	0.99	432.3999	0.5171	1	0.3521	0.6479	0.4627	34	4.4757	0.0301	0.0241
434.6684	1.0175	AB	A	Correct	1.006	436.4365	0.5171	1	0.376	0.624	0.4331	12	4.4757	0.0301	0.0241
438.1879	0.9842	DC	C	Correct	0.981	439.9227	0.517	1	0.3415	0.6585	0.4627	34	4.4757	0.0301	0.0241
446.7115	1.1843	AB	A	Correct	1.166	448.6297	0.5171	1	0.3647	0.6353	0.4331	12	4.4757	0.0301	0.0241
450.2477	1.0508	FE	E	Correct	1.039	452.0491	0.5171	1	0.4655	0.5345	0.4536	56	4.4757	0.0301	0.0241
453.7839	1.0842	CD	D	Incorrect	1.071	455.6187	0.5171	-1	-0.4627	0.4627	0.6688	34	4.4757	0.0301	0.0241
458.3042	0.9341	AB	A	Correct	0.916	459.9722	0.5171	1	0.3537	0.6463	0.4331	12	4.4757	0.0301	0.0241
462.8245	0.9675	BA	A	Correct	0.955	464.5426	0.5171	1	0.343	0.657	0.4331	12	4.4757	0.0301	0.0241
466.344	1.1009	FE	E	Correct	1.092	468.1955	0.5171	1	0.4514	0.5486	0.4536	56	4.4757	0.0301	0.0241
470.364	0.9674	EF	E	Correct	0.955	472.082	0.5171	-1	-0.5622	0.5622	0.4536	56	4.4757	0.0301	0.0241
474.8843	0.884	FE	E	Correct	0.868	476.5189	0.5171	1	0.4514	0.5486	0.4536	56	4.4757	0.0301	0.0241
478.9042	0.8007	DC	C	Correct	0.792	480.4555	0.517	1	0.3312	0.6688	0.4515	34	4.4757	0.0301	0.0241
481.94	0.834	DC	C	Correct	0.827	483.5246	0.5171	1	0.3212	0.6788	0.4515	34	4.4757	0.0301	0.0241
486.4603	0.9174	FE	E	Correct	0.906	488.1283	0.5171	-1	-0.5622	0.5622	0.4536	56	4.4757	0.0301	0.0241
