onset	duration	RT	Trial_type	Response	SSD
0.5171	0.5171	0	Go	omission	n/a
6.5387	0.5171	661	Stop	Failed_stop	200
10.542	0.5171	0	Stop	succesful_stop	200
14.5452	0.5171	726	Go	correct	n/a
19.0489	0.5171	616	Go	correct	n/a
22.068	0.5171	581	Go	correct	n/a
27.5558	0.5171	610	Go	correct	n/a
34.5615	0.5171	668	Go	correct	n/a
38.0811	0.5171	669	Go	correct	n/a
42.5681	0.5171	582	Go	correct	n/a
47.0717	0.5171	674	Go	correct	n/a
51.075	0.5171	571	Go	correct	n/a
55.0783	0.5171	650	Stop	Failed_stop	250
58.5811	0.5171	701	Go	correct	n/a
62.5844	0.5171	0	Stop	succesful_stop	250
66.5877	0.517	734	Go	correct	n/a
71.5917	0.5171	864	Go	correct	n/a
75.595	0.5171	589	Stop	Failed_stop	300
83.1011	0.5171	779	Go	correct	n/a
86.604	0.5171	764	Go	correct	n/a
90.1235	0.5171	957	Go	correct	n/a
99.1142	0.5171	554	Go	correct	n/a
103.1174	0.5171	529	Stop	Failed_stop	300
106.1366	0.517	712	Go	correct	n/a
110.6235	0.5171	760	Go	correct	n/a
114.6268	0.5171	0	Stop	succesful_stop	250
118.1463	0.5171	0	Stop	succesful_stop	250
122.1496	0.5171	668	Go	correct	n/a
127.137	0.5171	796	Go	correct	n/a
131.6407	0.5171	660	Go	correct	n/a
135.6439	0.5171	678	Go	correct	n/a
138.1627	0.5171	0	Stop	succesful_stop	300
143.1501	0.5171	0	Stop	succesful_stop	350
150.1725	0.517	664	Go	correct	n/a
155.1599	0.517	651	Go	correct	n/a
158.6627	0.5171	559	Go	correct	n/a
162.1822	0.5171	608	Go	correct	n/a
167.6701	0.517	657	Stop	Failed_stop	400
171.6733	0.5171	713	Go	Incorrect	n/a
175.6766	0.5171	617	Go	correct	n/a
178.679	0.5171	0	Stop	succesful_stop	450
183.1827	0.5171	0	Stop	succesful_stop	500
186.2018	0.5171	925	Go	correct	n/a
191.6896	0.5171	789	Go	correct	n/a
194.6921	0.5171	909	Go	correct	n/a
199.1958	0.517	759	Stop	Failed_stop	550
203.199	0.5171	747	Go	correct	n/a
207.7027	0.5171	629	Go	correct	n/a
211.7059	0.5171	643	Go	correct	n/a
219.7125	0.5171	566	Go	correct	n/a
226.2345	0.517	459	Go	correct	n/a
231.7223	0.5171	447	Go	correct	n/a
234.7247	0.5171	538	Go	correct	n/a
239.2284	0.5171	579	Go	correct	n/a
243.2316	0.5171	538	Go	correct	n/a
247.2349	0.5171	548	Go	correct	n/a
251.2382	0.5171	603	Stop	Failed_stop	600
254.741	0.5171	734	Go	correct	n/a
259.2447	0.5171	815	Stop	Failed_stop	650
