onset	duration	Stim
16.044	1.018	Face
18.046	1.017	Face
20.046	1.002	Face
22.049	1.018	Face
24.049	1.002	Face
26.052	1.018	Face
28.052	1.002	Face
30.056	1.018	Face
44.15	1.017	Object
46.15	1.002	Object
48.153	1.018	Object
50.155	1.018	Object
52.157	1.018	Object
54.158	1.018	Object
56.16	1.018	Object
58.161	1.018	Object
72.256	1.018	House
74.258	1.018	House
76.259	1.018	House
78.261	1.018	House
80.263	1.018	House
82.264	1.018	House
84.266	1.018	House
86.267	1.018	House
100.362	1.018	Scrambled
102.364	1.018	Scrambled
104.365	1.018	Scrambled
106.367	1.018	Scrambled
108.368	1.018	Scrambled
110.37	1.018	Scrambled
112.372	1.018	Scrambled
114.373	1.017	Scrambled
128.485	1.018	House
130.486	1.018	House
132.488	1.018	House
134.489	1.018	House
136.491	1.018	House
138.493	1.018	House
140.494	1.018	House
142.496	1.017	House
156.607	1.018	Face
158.609	1.018	Face
160.61	1.018	Face
162.612	1.018	Face
164.614	1.018	Face
166.615	1.018	Face
168.617	1.018	Face
170.619	1.017	Face
184.73	1.018	Scrambled
186.731	1.018	Scrambled
188.733	1.018	Scrambled
190.735	1.018	Scrambled
192.736	1.018	Scrambled
194.738	1.018	Scrambled
196.739	1.018	Scrambled
198.741	1.017	Scrambled
212.852	1.018	Object
214.854	1.018	Object
216.856	1.018	Object
218.857	1.018	Object
220.859	1.018	Object
222.86	1.018	Object
224.862	1.018	Object
226.864	1.017	Object
240.975	1.018	Object
242.977	1.018	Object
244.978	1.018	Object
246.98	1.018	Object
248.981	1.018	Object
250.983	1.018	Object
252.985	1.018	Object
254.986	1.017	Object
269.098	1.018	Scrambled
271.099	1.018	Scrambled
273.101	1.018	Scrambled
275.102	1.018	Scrambled
277.104	1.018	Scrambled
279.106	1.018	Scrambled
281.107	1.018	Scrambled
283.109	1.017	Scrambled
297.187	1.018	Face
299.188	1.018	Face
301.19	1.018	Face
303.192	1.017	Face
305.193	1.018	Face
307.195	1.018	Face
309.197	1.018	Face
311.198	1.018	Face
325.293	1.018	House
327.294	1.017	House
329.296	1.017	House
331.298	1.018	House
333.299	1.018	House
335.301	1.018	House
337.302	1.018	House
339.304	1.018	House
353.415	1.018	Scrambled
355.417	1.017	Scrambled
357.419	1.017	Scrambled
359.42	1.018	Scrambled
361.422	1.018	Scrambled
363.423	1.018	Scrambled
365.425	1.018	Scrambled
367.427	1.018	Scrambled
381.538	1.018	House
383.54	1.017	House
385.541	1.017	House
387.543	1.018	House
389.544	1.018	House
391.546	1.018	House
393.548	1.018	House
395.549	1.018	House
409.644	1.018	Object
411.646	1.018	Object
413.647	1.018	Object
415.649	1.018	Object
417.65	1.018	Object
419.652	1.018	Object
421.654	1.018	Object
423.655	1.018	Object
437.75	1.018	Face
439.751	1.018	Face
441.753	1.018	Face
443.755	1.018	Face
445.756	1.018	Face
447.758	1.018	Face
449.759	1.018	Face
451.761	1.018	Face
