onset	duration	Stim
16.044	1.018	Face
18.046	1.018	Face
20.046	1.003	Face
22.049	1.018	Face
24.049	1.002	Face
26.052	1.018	Face
28.054	1.018	Face
30.055	1.018	Face
44.167	1.017	Object
46.167	1.002	Object
48.17	1.018	Object
50.172	1.018	Object
52.173	1.018	Object
54.175	1.017	Object
56.176	1.018	Object
58.178	1.018	Object
72.289	1.018	House
74.291	1.018	House
76.293	1.018	House
78.294	1.018	House
80.296	1.018	House
82.298	1.018	House
84.299	1.018	House
86.301	1.018	House
100.396	1.018	Scrambled
102.397	1.018	Scrambled
104.399	1.018	Scrambled
106.4	1.018	Scrambled
108.402	1.018	Scrambled
110.404	1.018	Scrambled
112.405	1.018	Scrambled
114.407	1.018	Scrambled
128.518	1.018	House
130.52	1.017	House
132.522	1.018	House
134.523	1.018	House
136.525	1.018	House
138.526	1.018	House
140.528	1.017	House
142.53	1.018	House
156.624	1.018	Face
158.626	1.018	Face
160.628	1.018	Face
162.629	1.018	Face
164.631	1.018	Face
166.632	1.018	Face
168.634	1.018	Face
170.636	1.018	Face
184.73	1.018	Scrambled
186.732	1.018	Scrambled
188.734	1.018	Scrambled
190.735	1.018	Scrambled
192.737	1.017	Scrambled
194.739	1.018	Scrambled
196.74	1.018	Scrambled
198.742	1.018	Scrambled
212.853	1.018	Object
214.855	1.017	Object
216.856	1.018	Object
218.858	1.018	Object
220.86	1.018	Object
222.861	1.018	Object
224.863	1.017	Object
226.865	1.018	Object
240.959	1.018	Object
242.961	1.018	Object
244.962	1.018	Object
246.964	1.018	Object
248.966	1.018	Object
250.967	1.018	Object
252.969	1.018	Object
254.971	1.018	Object
269.082	1.017	Scrambled
271.084	1.018	Scrambled
273.085	1.018	Scrambled
275.087	1.018	Scrambled
277.088	1.018	Scrambled
279.09	1.017	Scrambled
281.092	1.018	Scrambled
283.093	1.018	Scrambled
297.205	1.018	Face
299.206	1.018	Face
301.208	1.018	Face
303.21	1.018	Face
305.211	1.018	Face
307.213	1.018	Face
309.214	1.018	Face
311.216	1.017	Face
325.328	1.018	House
327.329	1.018	House
329.331	1.018	House
331.332	1.018	House
333.334	1.018	House
335.336	1.018	House
337.337	1.018	House
339.339	1.018	House
353.434	1.018	Scrambled
355.435	1.017	Scrambled
357.437	1.018	Scrambled
359.438	1.018	Scrambled
361.44	1.018	Scrambled
363.442	1.018	Scrambled
365.443	1.017	Scrambled
367.445	1.018	Scrambled
381.54	1.018	House
383.541	1.018	House
385.543	1.017	House
387.545	1.018	House
389.546	1.018	House
391.548	1.018	House
393.549	1.018	House
395.551	1.017	House
409.662	1.018	Object
411.664	1.018	Object
413.666	1.018	Object
415.667	1.018	Object
417.669	1.018	Object
419.671	1.018	Object
421.672	1.018	Object
423.674	1.018	Object
437.768	1.018	Face
439.77	1.017	Face
441.772	1.018	Face
443.773	1.018	Face
445.775	1.018	Face
447.777	1.018	Face
449.778	1.017	Face
451.78	1.018	Face
