onset	duration	RT	Trial_type	Response	SSD
0.0699	0.5171	1108	Go	correct	n/a
5.0573	0.5171	858	Go	correct	n/a
8.0764	0.5171	687	Go	correct	n/a
17.067	0.5171	703	Go	correct	n/a
20.0861	0.5171	701	Go	correct	n/a
25.5739	0.5171	554	Go	correct	n/a
29.5771	0.5171	593	Go	correct	n/a
33.0799	0.5171	0	Stop	succesful_stop	200
36.5828	0.5171	719	Go	Incorrect	n/a
40.1023	0.5171	770	Stop	Failed_stop	250
48.5925	0.5171	692	Go	correct	n/a
52.5957	0.5171	0	Stop	succesful_stop	300
57.0994	0.5171	0	Stop	succesful_stop	350
60.1185	0.5171	0	Stop	succesful_stop	400
65.6063	0.517	661	Stop	Failed_stop	450
69.1091	0.5171	0	Stop	succesful_stop	500
73.1123	0.5171	0	Stop	succesful_stop	550
77.616	0.5171	770	Stop	Failed_stop	600
84.1379	0.5171	855	Go	correct	n/a
88.1412	0.517	536	Stop	Failed_stop	650
92.6281	0.5171	565	Go	correct	n/a
96.6314	0.517	527	Go	Incorrect	n/a
100.6346	0.5171	712	Go	correct	n/a
104.1541	0.5171	763	Go	correct	n/a
108.6411	0.5171	923	Go	correct	n/a
113.1447	0.5171	569	Go	correct	n/a
116.6476	0.517	776	Go	correct	n/a
121.6516	0.5171	559	Stop	Failed_stop	700
125.6548	0.5171	622	Go	correct	n/a
129.6581	0.5171	692	Go	correct	n/a
133.6613	0.5171	733	Stop	Failed_stop	750
137.1642	0.517	683	Go	correct	n/a
141.1674	0.5171	736	Stop	Failed_stop	800
144.6702	0.5171	576	Go	correct	n/a
149.6743	0.5171	596	Stop	Failed_stop	800
153.6775	0.5171	629	Go	correct	n/a
157.6808	0.517	541	Go	correct	n/a
161.1836	0.5171	642	Go	correct	n/a
165.1868	0.5171	580	Go	correct	n/a
168.2059	0.5171	533	Stop	Failed_stop	750
173.1933	0.5171	621	Go	correct	n/a
177.1965	0.5171	588	Go	correct	n/a
180.6994	0.5171	714	Go	Incorrect	n/a
184.7026	0.5171	883	Go	correct	n/a
188.2221	0.5171	687	Go	correct	n/a
192.7091	0.5171	665	Stop	Failed_stop	700
197.7131	0.5171	614	Stop	Failed_stop	650
201.7164	0.5171	573	Go	correct	n/a
209.7229	0.517	759	Stop	Failed_stop	600
212.7253	0.5171	648	Go	correct	n/a
216.7285	0.5171	711	Go	correct	n/a
221.2322	0.5171	817	Stop	Failed_stop	550
225.2354	0.5171	740	Go	correct	n/a
229.2387	0.517	574	Go	correct	n/a
237.2451	0.5171	687	Go	correct	n/a
241.2484	0.5171	605	Go	correct	n/a
245.752	0.5171	731	Go	correct	n/a
248.2707	0.5171	634	Go	correct	n/a
253.7585	0.5171	730	Go	correct	n/a
256.2772	0.5171	781	Go	Incorrect	n/a
261.2646	0.5171	1045	Stop	Failed_stop	500
268.2869	0.5171	660	Go	correct	n/a
272.7739	0.5171	851	Go	Incorrect	n/a
276.2934	0.5171	1253	Go	correct	n/a
281.7812	0.517	714	Go	correct	n/a
285.284	0.5171	800	Go	correct	n/a
289.2872	0.5171	688	Go	correct	n/a
293.2905	0.5171	0	Stop	succesful_stop	450
296.3096	0.5171	0	Stop	succesful_stop	400
305.3002	0.5171	0	Stop	succesful_stop	350
308.3193	0.5171	0	Stop	succesful_stop	300
317.3099	0.5171	767	Go	correct	n/a
320.329	0.5171	457	Stop	Failed_stop	250
325.8168	0.5171	645	Go	correct	n/a
329.82	0.5171	724	Go	correct	n/a
336.8257	0.5171	0	Stop	succesful_stop	200
341.3293	0.5171	742	Go	correct	n/a
344.8322	0.5171	348	Stop	Failed_stop	150
349.8362	0.5171	687	Go	correct	n/a
352.8387	0.517	0	Stop	succesful_stop	100
356.3582	0.5171	0	Stop	succesful_stop	50
360.8451	0.5171	676	Go	correct	n/a
365.3488	0.5171	0	Stop	succesful_stop	50
369.8524	0.5171	555	Go	correct	n/a
373.8557	0.5171	778	Go	correct	n/a
377.8589	0.5171	764	Go	correct	n/a
381.3617	0.5171	590	Go	correct	n/a
