onset	duration	Stim
16.039	1.018	Face
18.04	1.018	Face
20.04	1.002	Face
22.044	1.018	Face
24.045	1.018	Face
26.045	1.002	Face
28.048	1.018	Face
30.05	1.018	Face
44.162	1.018	Object
46.162	1.002	Object
48.165	1.018	Object
50.166	1.018	Object
52.168	1.018	Object
54.17	1.018	Object
56.171	1.018	Object
58.173	1.018	Object
72.268	1.017	House
74.269	1.018	House
76.271	1.018	House
78.273	1.018	House
80.274	1.018	House
82.276	1.018	House
84.277	1.018	House
86.279	1.018	House
100.391	1.018	Scrambled
102.392	1.018	Scrambled
104.394	1.018	Scrambled
106.395	1.017	Scrambled
108.397	1.018	Scrambled
110.399	1.018	Scrambled
112.4	1.018	Scrambled
114.402	1.018	Scrambled
128.513	1.018	House
130.515	1.018	House
132.517	1.018	House
134.518	1.018	House
136.52	1.018	House
138.521	1.018	House
140.523	1.018	House
142.525	1.018	House
156.636	1.018	Face
158.638	1.018	Face
160.639	1.018	Face
162.641	1.018	Face
164.643	1.018	Face
166.644	1.018	Face
168.646	1.018	Face
170.648	1.018	Face
184.759	1.018	Scrambled
186.761	1.018	Scrambled
188.762	1.018	Scrambled
190.764	1.017	Scrambled
192.766	1.018	Scrambled
194.767	1.018	Scrambled
196.769	1.018	Scrambled
198.77	1.017	Scrambled
212.882	1.018	Object
214.883	1.018	Object
216.885	1.018	Object
218.887	1.018	Object
220.888	1.018	Object
222.89	1.018	Object
224.892	1.018	Object
226.893	1.018	Object
241.005	1.018	Object
243.006	1.018	Object
245.008	1.018	Object
247.01	1.018	Object
249.011	1.018	Object
251.013	1.018	Object
253.014	1.018	Object
255.016	1.018	Object
269.111	1.018	Scrambled
271.112	1.018	Scrambled
273.114	1.017	Scrambled
275.116	1.018	Scrambled
277.117	1.018	Scrambled
279.119	1.018	Scrambled
281.121	1.017	Scrambled
283.122	1.018	Scrambled
297.234	1.018	Face
299.235	1.017	Face
301.237	1.018	Face
303.239	1.018	Face
305.24	1.018	Face
307.242	1.018	Face
309.243	1.018	Face
311.245	1.018	Face
325.357	1.018	House
327.358	1.018	House
329.36	1.018	House
331.361	1.018	House
333.363	1.018	House
335.365	1.018	House
337.366	1.018	House
339.368	1.018	House
353.479	1.018	Scrambled
355.481	1.018	Scrambled
357.483	1.018	Scrambled
359.484	1.018	Scrambled
361.486	1.018	Scrambled
363.487	1.018	Scrambled
365.489	1.017	Scrambled
367.491	1.018	Scrambled
381.602	1.018	House
383.604	1.018	House
385.605	1.018	House
387.607	1.018	House
389.609	1.018	House
391.61	1.018	House
393.612	1.018	House
395.614	1.018	House
409.708	1.018	Object
411.71	1.018	Object
413.712	1.018	Object
415.713	1.018	Object
417.715	1.018	Object
419.716	1.018	Object
421.718	1.018	Object
423.72	1.018	Object
437.798	1.017	Face
439.799	1.018	Face
441.801	1.018	Face
443.803	1.018	Face
445.804	1.017	Face
447.806	1.018	Face
449.808	1.018	Face
451.809	1.018	Face
