onset	duration	RT	Trial_type	Response	SSD
1.0342	0.517	816	Stop	Failed_stop	200
4.0533	0.5171	612	Stop	Failed_stop	200
8.0566	0.517	533	Stop	Failed_stop	150
13.0439	0.5171	501	Go	correct	n/a
16.0631	0.5171	497	Go	correct	n/a
24.5533	0.5171	0	Stop	succesful_stop	100
29.057	0.5171	601	Go	correct	n/a
32.5598	0.5171	452	Go	correct	n/a
37.0635	0.5171	546	Go	correct	n/a
40.0826	0.5171	467	Go	correct	n/a
44.5696	0.5171	485	Go	Incorrect	n/a
48.5729	0.5171	397	Go	correct	n/a
52.5762	0.5171	0	Stop	succesful_stop	50
56.5794	0.5171	522	Go	Incorrect	n/a
64.5859	0.5171	0	Stop	succesful_stop	50
68.1055	0.5171	556	Go	Incorrect	n/a
73.0929	0.5171	0	Stop	succesful_stop	100
76.112	0.5171	652	Go	correct	n/a
81.5998	0.5171	0	Stop	succesful_stop	150
85.1027	0.5171	491	Go	Incorrect	n/a
88.6055	0.5171	0	Stop	succesful_stop	200
93.6096	0.5171	0	Stop	succesful_stop	250
96.612	0.5171	464	Stop	Failed_stop	300
104.6186	0.5171	591	Stop	Failed_stop	350
109.1222	0.5171	532	Stop	Failed_stop	400
112.1414	0.5171	585	Go	correct	n/a
116.1446	0.5171	599	Stop	Failed_stop	450
121.132	0.5171	657	Go	correct	n/a
125.6357	0.5171	546	Stop	Failed_stop	500
129.1385	0.5171	656	Stop	Failed_stop	500
132.6414	0.5171	786	Go	correct	n/a
137.1451	0.5171	487	Go	correct	n/a
140.6479	0.5171	652	Go	Incorrect	n/a
145.1516	0.5171	586	Stop	Failed_stop	450
148.6545	0.517	0	Stop	succesful_stop	400
153.1581	0.5171	514	Go	correct	n/a
156.1773	0.517	0	Stop	succesful_stop	350
164.1838	0.5171	620	Go	correct	n/a
168.6708	0.517	0	Stop	succesful_stop	350
172.1903	0.5171	637	Go	correct	n/a
177.6781	0.5171	432	Go	correct	n/a
180.1968	0.5171	510	Go	correct	n/a
184.2001	0.5171	535	Go	correct	n/a
189.6879	0.5171	563	Go	correct	n/a
193.6911	0.5171	0	Stop	succesful_stop	400
197.194	0.5171	932	Go	correct	n/a
200.2131	0.5171	502	Go	correct	n/a
205.2005	0.5171	588	Go	correct	n/a
208.2197	0.517	589	Go	Incorrect	n/a
212.2229	0.5171	523	Go	correct	n/a
217.7107	0.5171	725	Go	correct	n/a
221.714	0.5171	600	Go	correct	n/a
225.7172	0.5171	0	Stop	succesful_stop	450
229.2201	0.5171	601	Go	correct	n/a
232.2392	0.5171	0	Go	omission	n/a
238.7278	0.5171	566	Go	correct	n/a
246.7344	0.5171	600	Go	correct	n/a
254.2572	0.5171	703	Stop	Failed_stop	500
258.2604	0.5171	664	Stop	Failed_stop	550
262.2637	0.5171	613	Go	correct	n/a
266.267	0.517	568	Go	correct	n/a
270.7539	0.5171	626	Stop	Failed_stop	600
275.758	0.5171	578	Go	correct	n/a
279.7613	0.5171	0	Stop	succesful_stop	600
282.7637	0.5171	588	Go	Incorrect	n/a
287.7678	0.5171	538	Go	correct	n/a
295.7743	0.5171	502	Go	correct	n/a
303.2804	0.5171	551	Go	correct	n/a
307.7841	0.5171	670	Stop	Failed_stop	650
310.3028	0.5171	658	Go	correct	n/a
315.7906	0.5171	684	Go	correct	n/a
318.3094	0.5171	664	Stop	Failed_stop	650
323.7972	0.5171	582	Stop	Failed_stop	600
326.7996	0.5171	830	Go	correct	n/a
331.8037	0.5171	516	Go	correct	n/a
334.3224	0.5171	526	Go	correct	n/a
339.8102	0.5171	782	Go	Incorrect	n/a
342.3289	0.5171	614	Go	correct	n/a
346.3322	0.5171	541	Stop	Failed_stop	550
350.3355	0.517	577	Stop	Failed_stop	500
354.3387	0.5171	627	Go	correct	n/a
359.3261	0.5171	698	Go	Incorrect	n/a
363.3294	0.5171	558	Stop	Failed_stop	450
367.3326	0.5171	482	Stop	Failed_stop	400
371.3359	0.5171	559	Go	correct	n/a
375.8396	0.5171	648	Go	correct	n/a
379.3424	0.5171	0	Stop	succesful_stop	350
382.8453	0.5171	712	Go	correct	n/a
387.3489	0.5171	672	Go	correct	n/a
390.3681	0.5171	763	Go	correct	n/a
394.8551	0.5171	621	Go	correct	n/a
399.8591	0.5171	524	Go	correct	n/a
402.3779	0.5171	552	Go	correct	n/a
411.3685	0.5171	607	Go	correct	n/a
414.3876	0.5171	514	Go	correct	n/a
419.8755	0.517	623	Go	correct	n/a
423.3783	0.5171	0	Stop	succesful_stop	300
427.882	0.5171	653	Go	correct	n/a
430.4007	0.5171	694	Go	correct	n/a
434.8877	0.5171	0	Stop	succesful_stop	250
438.8909	0.5171	2160	Go	Incorrect	n/a
442.4105	0.5171	590	Go	correct	n/a
446.8975	0.5171	555	Go	correct	n/a
451.9016	0.517	550	Go	correct	n/a
454.904	0.5171	687	Go	correct	n/a
458.4235	0.5171	0	Stop	succesful_stop	200
463.4109	0.5171	623	Go	correct	n/a
466.4301	0.517	825	Stop	Failed_stop	150
470.917	0.5171	584	Go	correct	n/a
475.4207	0.5171	609	Go	correct	n/a
479.9244	0.5171	650	Go	Incorrect	n/a
483.4272	0.5171	512	Go	correct	n/a
490.9334	0.517	606	Go	correct	n/a
495.9374	0.5171	738	Go	correct	n/a
499.4403	0.5171	819	Go	correct	n/a
503.4435	0.5171	566	Go	Incorrect	n/a
506.9464	0.5171	0	Stop	succesful_stop	100
511.9505	0.5171	597	Go	correct	n/a
518.4725	0.517	527	Go	correct	n/a
522.9594	0.5171	0	Stop	succesful_stop	50
527.4631	0.5171	0	Stop	succesful_stop	50
530.4822	0.5171	654	Stop	Failed_stop	50
534.4855	0.5171	535	Go	correct	n/a
539.4729	0.5171	520	Go	correct	n/a
542.492	0.5171	703	Go	correct	n/a
550.4986	0.517	530	Go	correct	n/a
555.486	0.517	0	Stop	succesful_stop	50
558.9888	0.5171	705	Go	correct	n/a
567.9961	0.5171	698	Go	Incorrect	n/a
571.9994	0.5171	574	Go	correct	n/a
575.0019	0.517	594	Go	correct	n/a
580.0059	0.5171	0	Stop	succesful_stop	50
583.5088	0.5171	0	Stop	succesful_stop	100
587.512	0.5171	0	Stop	succesful_stop	150
592.0157	0.5171	0	Stop	succesful_stop	200
595.5186	0.5171	538	Go	correct	n/a
599.5218	0.5171	624	Go	Incorrect	n/a
608.0288	0.5171	585	Go	Incorrect	n/a
611.5316	0.5171	593	Go	correct	n/a
615.0345	0.5171	598	Go	correct	n/a
619.5381	0.5171	607	Go	correct	n/a
624.0418	0.5171	564	Go	correct	n/a
630.5638	0.5171	672	Go	correct	n/a
634.5671	0.517	550	Go	correct	n/a
640.0549	0.517	0	Stop	succesful_stop	250
642.5736	0.5171	865	Go	correct	n/a
648.0614	0.5171	658	Go	correct	n/a
651.5642	0.5171	600	Go	correct	n/a
654.5834	0.517	0	Stop	succesful_stop	300
660.0712	0.5171	636	Stop	Failed_stop	350
