onset	duration	RT	Trial_type	Response	SSD
0.05	0.5171	660	Go	Incorrect	n/a
5.5378	0.5171	439	Go	correct	n/a
9.0406	0.5171	434	Go	Incorrect	n/a
12.5435	0.5171	498	Go	correct	n/a
17.0471	0.5171	425	Go	correct	n/a
20.0662	0.5171	518	Go	correct	n/a
25.0536	0.5171	636	Go	correct	n/a
28.5564	0.5171	384	Go	correct	n/a
33.0601	0.5171	507	Stop	Failed_stop	200
40.0824	0.5171	519	Go	correct	n/a
45.0698	0.5171	351	Go	correct	n/a
48.5726	0.5171	448	Go	correct	n/a
52.0921	0.5171	538	Go	correct	n/a
56.5791	0.5171	370	Go	Incorrect	n/a
60.5823	0.5171	575	Go	correct	n/a
65.086	0.5171	475	Stop	Failed_stop	200
68.5888	0.5171	489	Stop	Failed_stop	150
73.5929	0.5171	580	Go	correct	n/a
76.5953	0.5171	454	Go	correct	n/a
81.5994	0.517	496	Go	correct	n/a
85.1022	0.5171	681	Go	correct	n/a
88.605	0.5171	411	Go	correct	n/a
92.1245	0.5171	428	Stop	Failed_stop	100
101.1151	0.5171	575	Go	correct	n/a
105.1184	0.5171	520	Go	correct	n/a
108.6212	0.5171	436	Go	correct	n/a
113.1249	0.517	567	Go	Incorrect	n/a
116.144	0.5171	654	Stop	Failed_stop	50
124.1505	0.517	0	Stop	succesful_stop	50
132.1569	0.5171	537	Stop	Failed_stop	50
137.1443	0.5171	520	Go	correct	n/a
144.1666	0.5171	422	Go	correct	n/a
149.6544	0.5171	609	Go	correct	n/a
153.6577	0.517	420	Stop	Failed_stop	50
156.6601	0.5171	530	Go	correct	n/a
160.1796	0.5171	492	Go	correct	n/a
165.167	0.5171	0	Stop	succesful_stop	50
168.6698	0.5171	484	Go	correct	n/a
173.1735	0.517	470	Go	correct	n/a
176.6763	0.5171	516	Go	correct	n/a
181.1799	0.5171	622	Go	Incorrect	n/a
185.6836	0.5171	518	Go	correct	n/a
192.6892	0.5171	514	Go	correct	n/a
197.6933	0.5171	0	Stop	succesful_stop	50
201.6965	0.5171	514	Go	correct	n/a
204.699	0.517	483	Go	correct	n/a
208.2185	0.5171	484	Go	correct	n/a
212.2217	0.5171	468	Go	correct	n/a
220.7119	0.5171	533	Go	correct	n/a
224.2314	0.5171	505	Go	correct	n/a
228.2347	0.5171	620	Go	correct	n/a
233.7224	0.5171	581	Go	correct	n/a
237.7257	0.5171	433	Go	Incorrect	n/a
241.7289	0.5171	452	Go	correct	n/a
244.7314	0.517	429	Go	correct	n/a
249.235	0.5171	410	Stop	Failed_stop	50
252.7378	0.5171	0	Stop	succesful_stop	50
256.2574	0.517	552	Go	correct	n/a
261.7451	0.5171	512	Go	correct	n/a
265.7484	0.5171	671	Go	correct	n/a
269.2512	0.5171	0	Stop	succesful_stop	50
273.7548	0.5171	464	Go	Incorrect	n/a
280.7605	0.5171	505	Go	correct	n/a
284.7637	0.5171	541	Go	correct	n/a
288.2833	0.517	631	Go	correct	n/a
297.7743	0.5171	401	Stop	Failed_stop	50
300.7767	0.5171	0	Go	omission	n/a
306.7816	0.517	755	Go	correct	n/a
311.2852	0.5171	430	Stop	Failed_stop	50
315.7889	0.517	501	Go	correct	n/a
318.3076	0.517	554	Go	Incorrect	n/a
323.7953	0.5171	429	Go	correct	n/a
330.3173	0.5171	0	Stop	succesful_stop	50
335.3046	0.5171	473	Stop	Failed_stop	50
339.8083	0.5171	0	Stop	succesful_stop	50
343.3111	0.5171	0	Stop	succesful_stop	50
346.814	0.517	481	Go	correct	n/a
350.8172	0.5171	0	Stop	succesful_stop	50
354.3367	0.5171	560	Go	correct	n/a
359.3241	0.5171	474	Go	correct	n/a
362.8269	0.5171	0	Stop	succesful_stop	50
366.8302	0.517	524	Stop	Failed_stop	50
371.8342	0.5171	440	Go	correct	n/a
375.8374	0.5171	0	Stop	succesful_stop	50
379.8407	0.5171	562	Go	correct	n/a
383.3435	0.5171	485	Go	Incorrect	n/a
386.3626	0.5171	0	Stop	succesful_stop	50
391.35	0.5171	610	Go	correct	n/a
395.3532	0.5171	487	Go	correct	n/a
399.8569	0.5171	388	Go	correct	n/a
402.3756	0.5171	0	Stop	succesful_stop	100
407.8634	0.517	497	Go	correct	n/a
411.3662	0.5171	418	Stop	Failed_stop	150
414.3853	0.5171	471	Go	correct	n/a
419.3727	0.5171	443	Go	correct	n/a
422.3918	0.5171	525	Go	correct	n/a
427.8796	0.517	435	Go	Incorrect	n/a
431.8828	0.5171	464	Stop	Failed_stop	200
435.3856	0.5171	440	Go	correct	n/a
439.3889	0.517	486	Go	Incorrect	n/a
443.3921	0.5171	509	Go	correct	n/a
446.8949	0.5171	411	Stop	Failed_stop	200
455.4018	0.5171	572	Go	correct	n/a
459.4051	0.517	408	Go	Incorrect	n/a
463.9087	0.5171	0	Stop	succesful_stop	150
467.9119	0.5171	493	Stop	Failed_stop	150
471.4148	0.5171	0	Stop	succesful_stop	100
474.4339	0.5171	0	Stop	succesful_stop	100
479.9217	0.517	0	Stop	succesful_stop	150
486.9273	0.5171	368	Go	Incorrect	n/a
490.4468	0.5171	569	Go	Incorrect	n/a
494.4501	0.5171	600	Go	correct	n/a
498.937	0.5171	576	Go	correct	n/a
503.9411	0.5171	386	Stop	Failed_stop	200
507.4439	0.5171	0	Stop	succesful_stop	250
515.9508	0.5171	445	Stop	Failed_stop	300
518.9532	0.5171	507	Go	Incorrect	n/a
523.4569	0.5171	500	Stop	Failed_stop	350
527.4601	0.5171	572	Go	correct	n/a
530.4792	0.5171	524	Go	correct	n/a
534.9662	0.5171	508	Go	correct	n/a
539.9702	0.5171	478	Go	correct	n/a
543.4731	0.5171	501	Go	correct	n/a
