onset	duration	Stim
16.044	1.018	Face
18.046	1.018	Face
20.048	1.018	Face
22.049	1.018	Face
24.049	1.003	Face
26.053	1.018	Face
28.054	1.018	Face
30.056	1.017	Face
44.167	1.018	Object
46.167	1.002	Object
48.171	1.018	Object
50.172	1.018	Object
52.174	1.018	Object
54.175	1.018	Object
56.177	1.018	Object
58.179	1.018	Object
72.273	1.018	House
74.275	1.018	House
76.277	1.018	House
78.278	1.018	House
80.28	1.018	House
82.282	1.018	House
84.283	1.018	House
86.285	1.018	House
100.396	1.018	Scrambled
102.398	1.018	Scrambled
104.4	1.017	Scrambled
106.401	1.018	Scrambled
108.403	1.018	Scrambled
110.404	1.018	Scrambled
112.406	1.018	Scrambled
114.408	1.018	Scrambled
128.519	1.018	House
130.521	1.018	House
132.522	1.018	House
134.524	1.018	House
136.526	1.018	House
138.527	1.018	House
140.529	1.018	House
142.53	1.018	House
156.625	1.018	Face
158.627	1.018	Face
160.629	1.017	Face
162.63	1.018	Face
164.632	1.018	Face
166.633	1.018	Face
168.635	1.017	Face
170.637	1.018	Face
184.731	1.018	Scrambled
186.733	1.018	Scrambled
188.735	1.018	Scrambled
190.736	1.018	Scrambled
192.738	1.018	Scrambled
194.74	1.018	Scrambled
196.741	1.018	Scrambled
198.743	1.018	Scrambled
212.854	1.018	Object
214.856	1.018	Object
216.857	1.018	Object
218.859	1.018	Object
220.861	1.018	Object
222.862	1.018	Object
224.864	1.017	Object
226.866	1.018	Object
240.96	1.017	Object
242.962	1.018	Object
244.964	1.018	Object
246.965	1.018	Object
248.967	1.018	Object
250.969	1.018	Object
252.97	1.018	Object
254.972	1.018	Object
269.083	1.018	Scrambled
271.085	1.018	Scrambled
273.086	1.018	Scrambled
275.088	1.018	Scrambled
277.09	1.018	Scrambled
279.091	1.018	Scrambled
281.093	1.018	Scrambled
283.095	1.018	Scrambled
297.206	1.018	Face
299.208	1.018	Face
301.209	1.018	Face
303.211	1.018	Face
305.213	1.018	Face
307.214	1.017	Face
309.216	1.018	Face
311.217	1.018	Face
325.312	1.018	House
327.314	1.018	House
329.315	1.018	House
331.317	1.018	House
333.319	1.018	House
335.32	1.018	House
337.322	1.018	House
339.324	1.018	House
353.418	1.018	Scrambled
355.42	1.018	Scrambled
357.422	1.018	Scrambled
359.423	1.018	Scrambled
361.425	1.018	Scrambled
363.427	1.018	Scrambled
365.428	1.018	Scrambled
367.43	1.018	Scrambled
381.541	1.018	House
383.543	1.018	House
385.544	1.018	House
387.546	1.018	House
389.548	1.018	House
391.549	1.018	House
393.551	1.018	House
395.553	1.018	House
409.664	1.018	Object
411.666	1.018	Object
413.667	1.018	Object
415.669	1.018	Object
417.671	1.018	Object
419.672	1.018	Object
421.674	1.018	Object
423.675	1.018	Object
437.787	1.018	Face
439.789	1.018	Face
441.79	1.018	Face
443.792	1.018	Face
445.793	1.018	Face
447.795	1.018	Face
449.797	1.018	Face
451.798	1.018	Face
