onset	duration	Pair	Response	RT	Cond	Q_choice	Q_notchosen	eQdiff	Rv_diff	Beta_Q	alpha_gain	alpha_loss
0.05	1.2344	eC	Correct	1.228	ww	0.7984	0.6853	0.1131	10	4.7923	0.0152	0
4.57	0.8507	dA	Correct	0.841	wl.u	0.7293	0.5375	0.1918	50	4.7923	0.0152	0
8.59	0.7506	bC	Correct	0.746	wl.u	0.7984	0.5734	0.225	50	4.7923	0.0152	0
13.11	1.3011	Ab	Correct	1.291	wl.l	0.7293	0.5734	0.1559	60	4.7923	0.0152	0
16.146	0.6839	eC	Correct	0.667	ww	0.7984	0.6853	0.1131	10	4.7923	0.0152	0
20.183	0.834	bC	Correct	0.822	wl.u	0.7984	0.5734	0.225	50	4.7923	0.0152	0
24.703	1.201	dF	Correct	1.187	ll	0.628	0.5375	0.0905	10	4.7923	0.0152	0
28.239	0.7506	Cb	Correct	0.736	wl.u	0.7984	0.5734	0.225	50	4.7923	0.0152	0
32.759	0.7673	Cd	Correct	0.762	wl.l	0.7984	0.5375	0.2609	40	4.7923	0.0152	0
36.779	1.1676	Ab	Correct	1.15	wl.l	0.7293	0.5734	0.1559	60	4.7923	0.0152	0
44.803	1.568	Ed	Correct	1.557	wl.u	0.6853	0.5375	0.1478	30	4.7923	0.0152	0
48.339	0.8506	dE	Correct	0.834	wl.u	0.6853	0.5375	0.1478	30	4.7923	0.0152	0
52.375	1.3844	Af	inCorrect	1.38	wl.u	0.628	0.7293	-0.1013	40	4.7923	0.0152	0
56.896	0.7339	Eb	Correct	0.727	wl.u	0.6853	0.5734	0.1119	40	4.7923	0.0152	0
61.416	1.8349	Ef	Correct	1.825	wl.l	0.6853	0.628	0.0573	20	4.7923	0.0152	0
65.436	1.1843	Ed	Correct	1.172	wl.u	0.6853	0.5375	0.1478	30	4.7923	0.0152	0
68.472	1.4178	bE	Correct	1.415	wl.u	0.6853	0.5734	0.1119	40	4.7923	0.0152	0
73.493	1.201	cA	inCorrect	1.189	ww	0.7984	0.7293	0.0691	10	4.7923	0.0152	0
77.512	1.1176	fE	Correct	1.112	wl.l	0.6853	0.628	0.0573	20	4.7923	0.0152	0
80.548	1.1176	Fb	inCorrect	1.114	ll	0.5734	0.628	-0.0546	20	4.7923	0.0152	0
85.069	1.0341	fA	Correct	1.029	wl.u	0.7293	0.628	0.1013	40	4.7923	0.0152	0
92.608	1.3178	eA	Correct	1.308	ww	0.7293	0.6853	0.044	20	4.7923	0.0152	0
96.645	1.7348	Eb	Correct	1.718	wl.u	0.6853	0.5734	0.1119	40	4.7923	0.0152	0
105.168	0.8841	fE	Correct	0.881	wl.l	0.6853	0.628	0.0573	20	4.7923	0.0152	0
108.704	1.4679	Af	inCorrect	1.462	wl.u	0.628	0.7293	-0.1013	40	4.7923	0.0152	0
113.225	1.1676	fE	inCorrect	1.15	wl.l	0.628	0.6853	-0.0573	20	4.7923	0.0152	0
116.761	0.7839	Cb	Correct	0.775	wl.u	0.7984	0.5734	0.225	50	4.7923	0.0152	0
121.281	0.8007	Db	inCorrect	0.794	ll	0.5734	0.5375	0.0359	10	4.7923	0.0152	0
125.301	1.8349	Fd	Correct	1.82	ll	0.628	0.5375	0.0905	10	4.7923	0.0152	0
129.321	0.834	dF	Correct	0.83	ll	0.628	0.5375	0.0905	10	4.7923	0.0152	0
133.341	0.9341	dF	Correct	0.923	ll	0.628	0.5375	0.0905	10	4.7923	0.0152	0
137.361	1.1676	Ac	inCorrect	1.16	ww	0.7984	0.7293	0.0691	10	4.7923	0.0152	0
