onset	duration	RT	Trial_type	Response	SSD
0.0501	0.5171	1029	Go	Incorrect	n/a
4.0533	0.5171	0	Stop	succesful_stop	200
8.0566	0.5171	758	Stop	Failed_stop	250
13.0439	0.5171	1040	Go	Incorrect	n/a
17.5476	0.5171	1122	Go	correct	n/a
21.0504	0.5171	993	Go	correct	n/a
24.5533	0.5171	943	Go	correct	n/a
29.0569	0.5171	745	Go	correct	n/a
32.5598	0.5171	887	Go	correct	n/a
41.5671	0.5171	0	Stop	succesful_stop	300
44.0858	0.5171	0	Stop	succesful_stop	350
49.0732	0.5171	673	Stop	Failed_stop	400
52.0923	0.5171	869	Go	correct	n/a
57.5801	0.5171	886	Go	correct	n/a
60.5825	0.5171	0	Stop	succesful_stop	450
65.5866	0.5171	752	Go	correct	n/a
69.5899	0.517	0	Stop	succesful_stop	500
72.1086	0.5171	836	Go	correct	n/a
76.1118	0.5171	751	Stop	Failed_stop	550
84.1183	0.5171	745	Go	correct	n/a
88.1216	0.5171	730	Go	correct	n/a
96.6118	0.5171	707	Go	correct	n/a
101.6159	0.5171	714	Go	correct	n/a
109.122	0.517	674	Go	correct	n/a
112.6248	0.5171	739	Stop	Failed_stop	600
116.6281	0.517	711	Go	correct	n/a
121.1317	0.5171	804	Go	correct	n/a
125.135	0.5171	819	Go	correct	n/a
129.6386	0.5171	699	Go	correct	n/a
136.1606	0.5171	627	Go	correct	n/a
141.148	0.5171	592	Go	correct	n/a
144.1671	0.5171	670	Go	Incorrect	n/a
149.1545	0.5171	705	Go	correct	n/a
152.6573	0.5171	708	Stop	Failed_stop	650
157.161	0.5171	717	Stop	Failed_stop	700
161.1642	0.5171	0	Stop	succesful_stop	700
164.1833	0.5171	1005	Stop	Failed_stop	750
169.6711	0.5171	1162	Go	Incorrect	n/a
172.1898	0.5171	950	Go	correct	n/a
177.1772	0.5171	919	Go	correct	n/a
181.1805	0.5171	811	Go	correct	n/a
184.6833	0.5171	765	Go	correct	n/a
188.2028	0.5171	889	Go	correct	n/a
193.1902	0.5171	856	Go	correct	n/a
196.2093	0.5171	917	Go	correct	n/a
200.6963	0.5171	732	Stop	Failed_stop	750
205.7004	0.5171	888	Go	correct	n/a
212.7061	0.5171	799	Go	correct	n/a
217.7101	0.5171	784	Go	correct	n/a
220.2288	0.5171	906	Go	correct	n/a
225.7166	0.5171	818	Go	correct	n/a
229.2195	0.5171	715	Go	correct	n/a
233.2227	0.5171	634	Go	correct	n/a
237.226	0.5171	789	Stop	Failed_stop	700
241.7296	0.5171	964	Go	correct	n/a
245.7329	0.5171	711	Go	correct	n/a
248.7353	0.5171	819	Stop	Failed_stop	650
256.2581	0.5171	785	Go	correct	n/a
260.2613	0.5171	0	Stop	succesful_stop	600
264.2646	0.5171	1003	Go	correct	n/a
269.252	0.5171	851	Go	Incorrect	n/a
273.7556	0.5171	1070	Go	correct	n/a
277.2585	0.5171	790	Stop	Failed_stop	550
280.7613	0.5171	0	Stop	succesful_stop	500
285.265	0.5171	881	Go	correct	n/a
289.7686	0.5171	0	Stop	succesful_stop	450
292.7711	0.5171	822	Go	correct	n/a
296.7743	0.5171	776	Go	correct	n/a
301.7784	0.5171	739	Go	correct	n/a
305.7816	0.5171	0	Stop	succesful_stop	400
309.2845	0.5171	953	Go	correct	n/a
312.7873	0.5171	709	Go	correct	n/a
317.291	0.5171	744	Go	correct	n/a
321.2942	0.5171	0	Stop	succesful_stop	400
325.7979	0.5171	804	Go	correct	n/a
329.8011	0.5171	669	Stop	Failed_stop	450
333.304	0.5171	890	Go	correct	n/a
337.8076	0.5171	0	Stop	succesful_stop	450
341.3105	0.5171	0	Stop	succesful_stop	500
344.8133	0.5171	824	Go	correct	n/a
352.3361	0.5171	0	Stop	succesful_stop	550
356.8231	0.5171	867	Stop	Failed_stop	600
360.3426	0.5171	892	Go	correct	n/a
364.3459	0.517	831	Go	correct	n/a
369.8336	0.5171	829	Stop	Failed_stop	650
373.3365	0.5171	1090	Go	correct	n/a
376.3556	0.5171	797	Go	correct	n/a
381.8434	0.5171	746	Go	Incorrect	n/a
388.8491	0.5171	723	Go	correct	n/a
393.3527	0.5171	901	Go	correct	n/a
401.3592	0.5171	811	Stop	Failed_stop	700
405.8629	0.5171	827	Stop	Failed_stop	700
409.3657	0.5171	904	Stop	Failed_stop	650
412.8686	0.5171	991	Go	correct	n/a
420.3914	0.5171	904	Go	Incorrect	n/a
424.3946	0.5171	975	Go	correct	n/a
428.3979	0.5171	826	Go	correct	n/a
432.4011	0.5171	825	Go	correct	n/a
436.8881	0.5171	0	Stop	succesful_stop	600
440.8913	0.5171	1049	Go	correct	n/a
445.395	0.5171	0	Stop	succesful_stop	550
448.8978	0.5171	1000	Go	correct	n/a
453.9019	0.5171	825	Go	correct	n/a
456.4206	0.5171	980	Stop	Failed_stop	550
460.9076	0.5171	0	Stop	succesful_stop	500
465.9117	0.517	881	Go	correct	n/a
469.4145	0.5171	751	Stop	Failed_stop	500
473.4178	0.517	971	Go	correct	n/a
477.421	0.5171	0	Stop	succesful_stop	450
481.4243	0.517	0	Stop	succesful_stop	450
484.9271	0.5171	0	Stop	succesful_stop	500
488.9303	0.5171	800	Go	correct	n/a
492.4499	0.5171	0	Stop	succesful_stop	550
496.4531	0.5171	906	Go	correct	n/a
500.4564	0.5171	796	Go	correct	n/a
505.9442	0.517	799	Go	correct	n/a
509.447	0.5171	849	Go	correct	n/a
512.9499	0.517	793	Go	correct	n/a
517.9539	0.5171	699	Stop	Failed_stop	600
521.4568	0.517	854	Go	correct	n/a
524.4759	0.5171	806	Go	correct	n/a
529.9637	0.5171	744	Stop	Failed_stop	650
532.4824	0.5171	989	Go	correct	n/a
536.4856	0.5171	860	Go	correct	n/a
540.4889	0.5171	860	Go	correct	n/a
544.4921	0.5171	871	Stop	Failed_stop	700
548.4954	0.5171	823	Stop	Failed_stop	700
553.9832	0.5171	0	Stop	succesful_stop	650
557.9864	0.5171	920	Go	correct	n/a
560.9889	0.517	899	Go	correct	n/a
564.5084	0.5171	855	Stop	Failed_stop	650
568.9954	0.517	933	Go	Incorrect	n/a
577.5023	0.517	877	Go	correct	n/a
585.0084	0.517	829	Go	correct	n/a
590.0124	0.5171	790	Go	correct	n/a
593.0149	0.517	0	Stop	succesful_stop	600
598.0189	0.5171	0	Stop	succesful_stop	600
602.0222	0.5171	918	Go	correct	n/a
605.0246	0.5171	704	Go	Incorrect	n/a
609.5283	0.5171	733	Go	correct	n/a
612.5474	0.5171	810	Go	correct	n/a
621.538	0.5171	1210	Go	Incorrect	n/a
626.0417	0.5171	861	Go	correct	n/a
628.5604	0.5171	786	Stop	Failed_stop	650
634.0482	0.5171	799	Go	correct	n/a
636.5669	0.5171	801	Go	correct	n/a
644.5734	0.5171	776	Go	correct	n/a
648.5766	0.5171	792	Go	correct	n/a
653.0636	0.5171	813	Stop	Failed_stop	650
656.5831	0.5171	848	Go	correct	n/a
