onset	duration	Pair	Choice	Response	RT	Feedback_Onset	Feedback_duration	Balance	RPE	Q_chosen	Q_notchosen	npair	Beta_Q	alpha_gain	alpha_loss
1.0508	0.8817	AB	A	Correct	0.871	2.6824	0.5035	-1	-0.5	0.5	0.5	12	6.4516	0.201	0.0524
5.5711	1.0008	AB	B	Incorrect	0.986	7.3225	0.5171	-1	-0.5	0.5	0.4738	12	6.4516	0.201	0.0524
8.1065	1.3177	CD	C	Correct	1.311	9.7245	0.517	1	0.5	0.5	0.5	34	6.4516	0.201	0.0524
13.1272	1.251	CD	C	Correct	1.238	14.6784	0.5171	1	0.3995	0.6005	0.5	34	6.4516	0.201	0.0524
16.6467	1.5846	AB	A	Correct	1.577	18.5315	0.5171	-1	-0.4738	0.4738	0.4738	12	6.4516	0.201	0.0524
21.167	1.0175	CD	C	Correct	1.006	22.4847	0.5171	-1	-0.6808	0.6808	0.5	34	6.4516	0.201	0.0524
25.6873	1.251	AB	B	Incorrect	1.235	27.2385	0.5171	-1	-0.4738	0.4738	0.449	12	6.4516	0.201	0.0524
28.7064	1.4178	CD	D	Incorrect	1.406	30.4244	0.5171	-1	-0.5	0.5	0.6451	34	6.4516	0.201	0.0524
36.7295	2.135	DC	D	Incorrect	2.123	39.1648	0.5171	1	0.5262	0.4738	0.6451	34	6.4516	0.201	0.0524
40.2657	1.4011	CD	D	Incorrect	1.397	41.967	0.5171	-1	-0.5796	0.5796	0.6451	34	6.4516	0.201	0.0524
49.79	1.2843	DC	C	Correct	1.278	51.3746	0.5171	1	0.3549	0.6451	0.5492	34	6.4516	0.201	0.0524
52.8091	1.0008	DC	C	Correct	0.997	54.1101	0.5171	-1	-0.7165	0.7165	0.5492	34	6.4516	0.201	0.0524
57.3294	1.0842	DC	C	Correct	1.075	58.7138	0.5171	1	0.3211	0.6789	0.5492	34	6.4516	0.201	0.0524
61.3493	1.8348	AB	A	Correct	1.824	63.4843	0.5171	1	0.551	0.449	0.449	12	6.4516	0.201	0.0524
64.385	0.9842	AB	A	Correct	0.981	65.6694	0.5171	-1	-0.5597	0.5597	0.449	12	6.4516	0.201	0.0524
68.9053	1.251	EF	F	Incorrect	1.236	70.4566	0.5171	1	0.5	0.5	0.5	56	6.4516	0.201	0.0524
73.4256	0.9675	FE	F	Incorrect	0.959	74.6933	0.5171	-1	-0.6005	0.6005	0.5	56	6.4516	0.201	0.0524
76.4614	1.1342	CD	C	Correct	1.128	77.8959	0.5171	1	0.2565	0.7435	0.5492	34	6.4516	0.201	0.0524
85.4853	1.2177	EF	F	Incorrect	1.204	87.0032	0.5171	-1	-0.569	0.569	0.5	56	6.4516	0.201	0.0524
89.5052	1.2176	EF	F	Incorrect	1.215	91.0231	0.5171	-1	-0.5392	0.5392	0.5	56	6.4516	0.201	0.0524
93.0247	0.9841	FE	F	Incorrect	0.982	94.3091	0.5171	-1	-0.511	0.511	0.5	56	6.4516	0.201	0.0524
97.5283	1.5679	DC	C	Correct	1.552	99.3965	0.5171	1	0.205	0.795	0.5492	34	6.4516	0.201	0.0524
101.5482	1.5012	CD	D	Incorrect	1.496	103.3497	0.517	-1	-0.5492	0.5492	0.8362	34	6.4516	0.201	0.0524
106.0685	0.9341	DC	C	Correct	0.919	107.3028	0.5171	1	0.1638	0.8362	0.5204	34	6.4516	0.201	0.0524
108.6039	1.6346	BA	B	Incorrect	1.629	110.5388	0.5171	1	0.551	0.449	0.5304	12	6.4516	0.201	0.0524
112.6405	1.351	FE	E	Correct	1.343	114.2918	0.5171	-1	-0.5	0.5	0.4842	56	6.4516	0.201	0.0524
122.1648	1.4011	DC	C	Correct	1.392	123.8661	0.5171	1	0.1309	0.8691	0.5204	34	6.4516	0.201	0.0524
125.6843	1.8014	BA	B	Incorrect	1.789	127.786	0.517	-1	-0.5597	0.5597	0.5304	12	6.4516	0.201	0.0524
133.7074	2.2184	AB	B	Incorrect	2.202	136.2261	0.5004	-1	-0.5304	0.5304	0.5304	12	6.4516	0.201	0.0524
137.7273	0.7839	CD	C	Correct	0.781	138.8115	0.5171	1	0.1046	0.8954	0.5204	34	6.4516	0.201	0.0524
141.2468	1.1009	FE	E	Correct	1.099	142.6479	0.5171	-1	-0.4738	0.4738	0.4842	56	6.4516	0.201	0.0524
144.7829	1.0175	AB	A	Correct	1	146.1007	0.517	1	0.4696	0.5304	0.5026	12	6.4516	0.201	0.0524
148.8195	1.4011	DC	C	Correct	1.394	150.5209	0.5171	-1	-0.9165	0.9165	0.5204	34	6.4516	0.201	0.0524
154.3406	2.0683	EF	E	Correct	2.051	156.7092	0.1668	-1	-0.449	0.449	0.4842	56	6.4516	0.201	0.0524
158.3605	0.7506	CD	C	Correct	0.749	159.4114	0.517	1	0.1316	0.8684	0.5204	34	6.4516	0.201	0.0524
162.3637	0.6839	CD	C	Correct	0.668	163.3478	0.5171	1	0.1051	0.8949	0.5204	34	6.4516	0.201	0.0524
168.9023	0.6339	CD	C	Correct	0.627	169.8364	0.5171	-1	-0.916	0.916	0.5204	34	6.4516	0.201	0.0524
173.923	0.5505	CD	C	Correct	0.54	174.7737	0.5171	-1	-0.868	0.868	0.5204	34	6.4516	0.201	0.0524
177.4425	2.2018	EF	E	Correct	2.199	179.9445	0.5171	-1	-0.4255	0.4255	0.4842	56	6.4516	0.201	0.0524
