onset	duration	Stim
16.039	1.018	Face
18.039	1.002	Face
20.042	1.018	Face
22.044	1.018	Face
24.044	1.002	Face
26.047	1.018	Face
28.048	1.018	Face
30.048	1.002	Face
44.145	1.017	Object
46.145	1.002	Object
48.148	1.017	Object
50.149	1.018	Object
52.151	1.017	Object
54.153	1.017	Object
56.154	1.017	Object
58.156	1.017	Object
72.267	1.017	House
74.269	1.017	House
76.27	1.017	House
78.272	1.017	House
80.274	1.017	House
82.275	1.017	House
84.277	1.017	House
86.278	1.017	House
100.39	1.017	Scrambled
102.391	1.017	Scrambled
104.393	1.017	Scrambled
106.394	1.017	Scrambled
108.396	1.017	Scrambled
110.398	1.017	Scrambled
112.399	1.017	Scrambled
114.401	1.017	Scrambled
128.479	1.018	House
130.48	1.018	House
132.482	1.018	House
134.484	1.018	House
136.485	1.018	House
138.487	1.018	House
140.488	1.018	House
142.49	1.018	House
156.601	1.018	Face
158.603	1.018	Face
160.604	1.018	Face
162.606	1.018	Face
164.608	1.018	Face
166.609	1.018	Face
168.611	1.018	Face
170.612	1.018	Face
184.724	1.018	Scrambled
186.725	1.018	Scrambled
188.727	1.018	Scrambled
190.729	1.018	Scrambled
192.73	1.018	Scrambled
194.732	1.018	Scrambled
196.733	1.018	Scrambled
198.735	1.018	Scrambled
212.83	1.018	Object
214.831	1.018	Object
216.833	1.018	Object
218.834	1.018	Object
220.836	1.018	Object
222.838	1.018	Object
224.839	1.018	Object
226.841	1.018	Object
240.952	1.018	Object
242.954	1.018	Object
244.955	1.018	Object
246.957	1.018	Object
248.958	1.018	Object
250.96	1.018	Object
252.962	1.018	Object
254.963	1.018	Object
269.075	1.018	Scrambled
271.076	1.018	Scrambled
273.078	1.018	Scrambled
275.079	1.018	Scrambled
277.081	1.018	Scrambled
279.083	1.018	Scrambled
281.084	1.018	Scrambled
283.086	1.018	Scrambled
297.197	1.018	Face
299.199	1.018	Face
301.2	1.018	Face
303.202	1.018	Face
305.203	1.018	Face
307.205	1.018	Face
309.207	1.018	Face
311.208	1.018	Face
325.303	1.018	House
327.304	1.018	House
329.306	1.018	House
331.308	1.017	House
333.309	1.017	House
335.311	1.017	House
337.313	1.017	House
339.314	1.017	House
353.425	1.018	Scrambled
355.427	1.018	Scrambled
357.429	1.018	Scrambled
359.43	1.018	Scrambled
361.432	1.017	Scrambled
363.433	1.017	Scrambled
365.435	1.017	Scrambled
367.437	1.017	Scrambled
381.548	1.018	House
383.55	1.017	House
385.551	1.017	House
387.553	1.017	House
389.554	1.017	House
391.556	1.017	House
393.556	1.002	House
395.559	1.017	House
409.654	1.018	Object
411.655	1.018	Object
413.657	1.018	Object
415.659	1.018	Object
417.66	1.018	Object
419.662	1.018	Object
421.663	1.018	Object
423.665	1.018	Object
437.743	1.018	Face
439.744	1.018	Face
441.746	1.018	Face
443.748	1.018	Face
445.749	1.018	Face
447.751	1.018	Face
449.752	1.018	Face
451.754	1.018	Face
