onset	duration	RT	Trial_type	Response	SSD
0.5171	0.5171	644	Go	correct	n/a
5.0207	0.5171	0	Stop	succesful_stop	200
8.5235	0.5171	498	Go	correct	n/a
13.0271	0.5171	543	Go	correct	n/a
17.0303	0.5171	559	Stop	Failed_stop	250
20.5331	0.5171	620	Go	correct	n/a
28.0558	0.5171	506	Go	correct	n/a
32.059	0.5171	529	Go	correct	n/a
36.0622	0.5171	540	Go	correct	n/a
44.5523	0.5171	462	Stop	Failed_stop	300
49.5563	0.5171	554	Go	correct	n/a
52.5587	0.5171	698	Go	Incorrect	n/a
56.5619	0.5171	642	Go	correct	n/a
65.5691	0.5171	530	Go	correct	n/a
68.5715	0.5171	569	Go	correct	n/a
73.0752	0.517	501	Stop	Failed_stop	300
76.0942	0.5171	0	Stop	succesful_stop	250
80.0974	0.5171	470	Go	Incorrect	n/a
84.1006	0.5171	668	Go	correct	n/a
88.1038	0.5171	474	Go	correct	n/a
93.5916	0.5171	611	Stop	Failed_stop	250
97.5948	0.5171	0	Stop	succesful_stop	200
101.0976	0.5171	0	Stop	succesful_stop	200
105.6012	0.5171	639	Go	correct	n/a
109.6044	0.5171	548	Go	correct	n/a
112.6068	0.5171	542	Go	correct	n/a
116.1263	0.5171	0	Stop	succesful_stop	250
121.614	0.5171	685	Go	Incorrect	n/a
124.1327	0.5171	0	Stop	succesful_stop	300
128.6196	0.5171	693	Go	correct	n/a
136.1423	0.5171	668	Go	correct	n/a
140.6292	0.5171	515	Stop	Failed_stop	350
145.6332	0.5171	636	Go	correct	n/a
148.1519	0.5171	549	Go	correct	n/a
153.1392	0.5171	611	Go	correct	n/a
156.1583	0.5171	0	Stop	succesful_stop	400
165.6492	0.5171	535	Go	correct	n/a
172.1711	0.5171	784	Go	correct	n/a
177.6588	0.5171	578	Stop	Failed_stop	450
181.662	0.5171	991	Go	correct	n/a
185.1648	0.5171	584	Go	correct	n/a
188.6676	0.5171	507	Go	correct	n/a
192.1871	0.5171	522	Stop	Failed_stop	500
197.6749	0.517	613	Stop	Failed_stop	550
200.1935	0.5171	555	Stop	Failed_stop	550
204.6805	0.517	0	Stop	succesful_stop	500
213.6877	0.517	0	Stop	succesful_stop	500
216.6901	0.5171	1000	Go	correct	n/a
220.2096	0.517	888	Go	correct	n/a
225.6973	0.5171	643	Stop	Failed_stop	550
228.216	0.517	901	Go	correct	n/a
232.7029	0.5171	618	Go	correct	n/a
237.7069	0.5171	993	Go	correct	n/a
241.2097	0.5171	0	Stop	succesful_stop	550
244.2288	0.5171	923	Go	correct	n/a
249.7165	0.5171	1017	Go	correct	n/a
253.7197	0.5171	0	Stop	succesful_stop	600
256.2384	0.5171	882	Go	correct	n/a
261.2257	0.5171	0	Stop	succesful_stop	650
264.7285	0.5171	851	Go	correct	n/a
269.7325	0.5171	919	Go	correct	n/a
277.7389	0.5171	900	Stop	Failed_stop	700
281.2417	0.5171	1123	Go	correct	n/a
285.7453	0.5171	0	Stop	succesful_stop	750
289.7485	0.5171	907	Go	correct	n/a
292.7509	0.5171	1180	Go	correct	n/a
297.2545	0.5171	964	Go	correct	n/a
304.7605	0.5171	841	Stop	Failed_stop	800
308.28	0.5171	1011	Go	correct	n/a
313.2673	0.5171	1066	Go	correct	n/a
