onset	duration	RT	Trial_type	Response	SSD
0.05	0.5171	921	Go	correct	n/a
4.0533	0.5171	912	Go	correct	n/a
8.0565	0.5171	1117	Go	correct	n/a
13.0439	0.5171	1262	Go	Incorrect	n/a
17.0471	0.5171	1138	Go	correct	n/a
20.55	0.517	749	Go	correct	n/a
25.0536	0.5171	861	Go	correct	n/a
29.0568	0.5171	0	Stop	succesful_stop	200
33.0601	0.5171	873	Go	correct	n/a
36.5629	0.5171	1029	Go	correct	n/a
41.0666	0.517	0	Stop	succesful_stop	250
44.5694	0.5171	0	Stop	succesful_stop	300
49.073	0.5171	948	Go	correct	n/a
53.0763	0.517	820	Go	correct	n/a
60.5823	0.5171	1060	Go	correct	n/a
64.5856	0.5171	0	Stop	succesful_stop	350
69.0892	0.5171	0	Stop	succesful_stop	400
73.5929	0.517	921	Go	correct	n/a
76.5953	0.5171	925	Go	correct	n/a
84.118	0.5171	873	Go	correct	n/a
88.1213	0.5171	975	Go	correct	n/a
92.6082	0.5171	1027	Go	correct	n/a
97.6123	0.5171	733	Go	correct	n/a
101.1151	0.5171	802	Go	correct	n/a
105.1184	0.517	0	Stop	succesful_stop	450
108.6212	0.5171	826	Go	correct	n/a
113.1248	0.5171	887	Go	correct	n/a
117.1281	0.5171	0	Stop	succesful_stop	500
120.6309	0.5171	847	Go	correct	n/a
125.1346	0.517	0	Stop	succesful_stop	550
128.1537	0.517	964	Go	correct	n/a
133.141	0.5171	819	Go	correct	n/a
137.6447	0.5171	1235	Go	correct	n/a
141.6479	0.5171	760	Go	correct	n/a
148.1699	0.517	761	Go	correct	n/a
152.1731	0.5171	841	Stop	Failed_stop	600
156.1763	0.5171	862	Go	correct	n/a
160.6633	0.5171	789	Go	correct	n/a
169.6706	0.5171	908	Stop	Failed_stop	650
172.673	0.5171	999	Go	correct	n/a
177.6771	0.517	816	Go	correct	n/a
181.6803	0.5171	807	Go	correct	n/a
185.1831	0.5171	1134	Go	correct	n/a
189.1864	0.517	1036	Go	correct	n/a
193.69	0.5171	936	Go	correct	n/a
197.6932	0.5171	1153	Go	correct	n/a
200.2119	0.5171	1041	Go	correct	n/a
204.6989	0.5171	1123	Go	correct	n/a
209.703	0.517	767	Go	correct	n/a
212.7054	0.5171	852	Go	correct	n/a
217.209	0.5171	0	Stop	succesful_stop	700
220.2281	0.5171	1289	Go	correct	n/a
225.2155	0.5171	1141	Go	correct	n/a
232.2379	0.517	946	Stop	Failed_stop	750
236.2411	0.5171	0	Stop	succesful_stop	800
244.2476	0.517	855	Go	correct	n/a
248.7345	0.5171	1269	Go	correct	n/a
253.7386	0.5171	948	Stop	Failed_stop	850
256.2573	0.5171	0	Stop	succesful_stop	900
261.7451	0.517	815	Go	correct	n/a
264.2638	0.517	977	Go	correct	n/a
269.7515	0.5171	1288	Go	correct	n/a
272.2702	0.5171	1084	Go	correct	n/a
281.2608	0.5171	1031	Stop	Failed_stop	950
284.2799	0.5171	1264	Go	correct	n/a
289.2673	0.5171	0	Stop	succesful_stop	1000
293.771	0.517	1404	Go	correct	n/a
296.7734	0.5171	1509	Go	correct	n/a
301.7774	0.5171	1418	Go	correct	n/a
305.2803	0.517	1445	Go	correct	n/a
308.2994	0.5171	1734	Go	correct	n/a
316.7896	0.5171	1289	Go	correct	n/a
324.7961	0.517	1274	Stop	Failed_stop	1050
329.8001	0.5171	1608	Go	correct	n/a
337.3062	0.5171	1362	Go	correct	n/a
340.3253	0.5171	1398	Go	correct	n/a
345.813	0.5171	1228	Stop	Failed_stop	1100
349.3159	0.5171	1406	Go	correct	n/a
