onset	duration	Stim
16.042	1.018	Face
18.042	1.002	Face
20.045	1.018	Face
22.045	1.002	Face
24.049	1.018	Face
26.05	1.018	Face
28.052	1.018	Face
30.052	1.002	Face
44.148	1.018	Object
46.148	1.003	Object
48.152	1.018	Object
50.153	1.018	Object
52.155	1.018	Object
54.156	1.018	Object
56.158	1.018	Object
58.16	1.018	Object
72.271	1.018	House
74.273	1.018	House
76.274	1.018	House
78.276	1.018	House
80.278	1.017	House
82.279	1.018	House
84.281	1.018	House
86.282	1.018	House
100.394	1.018	Scrambled
102.395	1.018	Scrambled
104.397	1.017	Scrambled
106.399	1.018	Scrambled
108.4	1.018	Scrambled
110.402	1.018	Scrambled
112.403	1.018	Scrambled
114.405	1.017	Scrambled
128.517	1.018	House
130.518	1.018	House
132.52	1.018	House
134.521	1.018	House
136.523	1.018	House
138.525	1.018	House
140.526	1.018	House
142.528	1.018	House
156.639	1.018	Face
158.641	1.018	Face
160.643	1.017	Face
162.644	1.018	Face
164.646	1.018	Face
166.647	1.018	Face
168.649	1.018	Face
170.651	1.018	Face
184.762	1.017	Scrambled
186.764	1.018	Scrambled
188.765	1.018	Scrambled
190.767	1.018	Scrambled
192.768	1.018	Scrambled
194.77	1.017	Scrambled
196.772	1.018	Scrambled
198.773	1.018	Scrambled
212.885	1.018	Object
214.886	1.018	Object
216.888	1.018	Object
218.89	1.017	Object
220.891	1.018	Object
222.893	1.018	Object
224.894	1.018	Object
226.896	1.018	Object
241.008	1.017	Object
243.009	1.018	Object
245.011	1.018	Object
247.012	1.018	Object
249.014	1.018	Object
251.016	1.018	Object
253.017	1.018	Object
255.019	1.018	Object
269.114	1.018	Scrambled
271.115	1.018	Scrambled
273.117	1.017	Scrambled
275.118	1.018	Scrambled
277.12	1.018	Scrambled
279.122	1.018	Scrambled
281.123	1.018	Scrambled
283.125	1.018	Scrambled
297.236	1.018	Face
299.238	1.018	Face
301.24	1.018	Face
303.241	1.018	Face
305.243	1.018	Face
307.244	1.017	Face
309.246	1.018	Face
311.248	1.018	Face
325.359	1.018	House
327.361	1.018	House
329.362	1.018	House
331.364	1.018	House
333.366	1.018	House
335.367	1.018	House
337.369	1.018	House
339.37	1.018	House
353.465	1.018	Scrambled
355.467	1.018	Scrambled
357.468	1.018	Scrambled
359.47	1.018	Scrambled
361.472	1.018	Scrambled
363.473	1.018	Scrambled
365.475	1.018	Scrambled
367.476	1.018	Scrambled
381.571	1.018	House
383.573	1.017	House
385.574	1.018	House
387.576	1.018	House
389.578	1.018	House
391.579	1.018	House
393.581	1.017	House
395.583	1.018	House
409.694	1.018	Object
411.696	1.018	Object
413.697	1.018	Object
415.699	1.018	Object
417.7	1.017	Object
419.702	1.018	Object
421.704	1.018	Object
423.705	1.018	Object
437.8	1.018	Face
439.802	1.018	Face
441.803	1.018	Face
443.805	1.018	Face
445.806	1.018	Face
447.808	1.018	Face
449.81	1.018	Face
451.811	1.018	Face
