onset	duration	Stim
16.039	1.018	Face
18.041	1.018	Face
20.041	1.002	Face
22.044	1.018	Face
24.044	1.002	Face
26.047	1.018	Face
28.049	1.017	Face
30.049	1.002	Face
44.162	1.018	Object
46.162	1.003	Object
48.165	1.017	Object
50.167	1.018	Object
52.168	1.018	Object
54.17	1.018	Object
56.172	1.018	Object
58.173	1.018	Object
72.268	1.018	House
74.269	1.018	House
76.271	1.018	House
78.273	1.017	House
80.274	1.018	House
82.276	1.018	House
84.278	1.018	House
86.279	1.018	House
100.357	1.018	Scrambled
102.359	1.018	Scrambled
104.36	1.018	Scrambled
106.362	1.017	Scrambled
108.364	1.018	Scrambled
110.365	1.018	Scrambled
112.367	1.018	Scrambled
114.368	1.018	Scrambled
128.48	1.018	House
130.481	1.018	House
132.483	1.018	House
134.485	1.018	House
136.486	1.018	House
138.488	1.018	House
140.49	1.017	House
142.491	1.018	House
156.602	1.018	Face
158.604	1.017	Face
160.606	1.018	Face
162.607	1.018	Face
164.609	1.018	Face
166.611	1.018	Face
168.612	1.018	Face
170.614	1.018	Face
184.725	1.018	Scrambled
186.727	1.018	Scrambled
188.728	1.018	Scrambled
190.73	1.018	Scrambled
192.732	1.017	Scrambled
194.733	1.018	Scrambled
196.735	1.018	Scrambled
198.736	1.018	Scrambled
212.848	1.018	Object
214.849	1.018	Object
216.851	1.018	Object
218.853	1.018	Object
220.854	1.018	Object
222.856	1.018	Object
224.857	1.018	Object
226.859	1.017	Object
240.937	1.018	Object
242.939	1.018	Object
244.94	1.018	Object
246.942	1.018	Object
248.944	1.018	Object
250.945	1.018	Object
252.947	1.018	Object
254.948	1.017	Object
269.06	1.018	Scrambled
271.061	1.018	Scrambled
273.063	1.017	Scrambled
275.065	1.018	Scrambled
277.066	1.018	Scrambled
279.068	1.018	Scrambled
281.069	1.018	Scrambled
283.071	1.018	Scrambled
297.149	1.018	Face
299.151	1.018	Face
301.152	1.017	Face
303.154	1.018	Face
305.156	1.018	Face
307.157	1.018	Face
309.159	1.018	Face
311.16	1.018	Face
325.255	1.018	House
327.257	1.018	House
329.258	1.018	House
331.26	1.017	House
333.262	1.018	House
335.263	1.018	House
337.265	1.018	House
339.266	1.018	House
353.378	1.018	Scrambled
355.379	1.018	Scrambled
357.381	1.018	Scrambled
359.383	1.018	Scrambled
361.384	1.018	Scrambled
363.386	1.018	Scrambled
365.387	1.017	Scrambled
367.389	1.018	Scrambled
381.467	1.018	House
383.469	1.018	House
385.47	1.018	House
387.472	1.018	House
389.473	1.018	House
391.475	1.018	House
393.477	1.017	House
395.478	1.018	House
409.59	1.018	Object
411.591	1.017	Object
413.593	1.018	Object
415.595	1.018	Object
417.596	1.018	Object
419.598	1.018	Object
421.599	1.018	Object
423.601	1.018	Object
437.712	1.018	Face
439.714	1.018	Face
441.716	1.018	Face
443.717	1.018	Face
445.719	1.017	Face
447.72	1.018	Face
449.722	1.018	Face
451.724	1.018	Face
