onset	duration	Stim
16.034	1.018	Face
18.036	1.018	Face
20.037	1.018	Face
22.039	1.018	Face
24.041	1.017	Face
26.042	1.018	Face
28.044	1.018	Face
30.046	1.018	Face
44.157	1.018	Object
46.157	1.003	Object
48.16	1.018	Object
50.162	1.018	Object
52.163	1.018	Object
54.165	1.018	Object
56.167	1.018	Object
58.168	1.018	Object
72.28	1.018	House
74.281	1.018	House
76.283	1.018	House
78.285	1.018	House
80.286	1.017	House
82.288	1.018	House
84.289	1.018	House
86.291	1.018	House
100.402	1.018	Scrambled
102.404	1.018	Scrambled
104.406	1.018	Scrambled
106.407	1.018	Scrambled
108.409	1.018	Scrambled
110.411	1.018	Scrambled
112.412	1.018	Scrambled
114.414	1.017	Scrambled
128.509	1.018	House
130.51	1.018	House
132.512	1.018	House
134.513	1.017	House
136.515	1.018	House
138.517	1.018	House
140.518	1.018	House
142.52	1.018	House
156.615	1.017	Face
158.616	1.018	Face
160.618	1.018	Face
162.619	1.018	Face
164.621	1.018	Face
166.623	1.017	Face
168.624	1.018	Face
170.626	1.018	Face
184.737	1.018	Scrambled
186.739	1.018	Scrambled
188.741	1.018	Scrambled
190.742	1.018	Scrambled
192.744	1.018	Scrambled
194.745	1.018	Scrambled
196.747	1.018	Scrambled
198.749	1.018	Scrambled
212.843	1.018	Object
214.845	1.018	Object
216.847	1.018	Object
218.848	1.018	Object
220.85	1.017	Object
222.852	1.018	Object
224.853	1.018	Object
226.855	1.018	Object
240.966	1.018	Object
242.968	1.018	Object
244.969	1.018	Object
246.971	1.018	Object
248.973	1.018	Object
250.974	1.018	Object
252.976	1.018	Object
254.978	1.017	Object
269.089	1.018	Scrambled
271.091	1.018	Scrambled
273.092	1.018	Scrambled
275.094	1.018	Scrambled
277.095	1.018	Scrambled
279.097	1.018	Scrambled
281.099	1.018	Scrambled
283.1	1.018	Scrambled
297.178	1.017	Face
299.18	1.018	Face
301.182	1.018	Face
303.183	1.018	Face
305.185	1.018	Face
307.186	1.017	Face
309.188	1.018	Face
311.19	1.018	Face
325.301	1.018	House
327.303	1.018	House
329.304	1.018	House
331.306	1.018	House
333.308	1.018	House
335.309	1.018	House
337.311	1.018	House
339.312	1.018	House
353.424	1.017	Scrambled
355.425	1.018	Scrambled
357.427	1.018	Scrambled
359.429	1.018	Scrambled
361.43	1.018	Scrambled
363.432	1.018	Scrambled
365.434	1.018	Scrambled
367.435	1.018	Scrambled
381.547	1.018	House
383.548	1.018	House
385.55	1.018	House
387.551	1.017	House
389.553	1.018	House
391.555	1.018	House
393.556	1.018	House
395.558	1.018	House
409.669	1.018	Object
411.671	1.018	Object
413.673	1.018	Object
415.674	1.018	Object
417.676	1.018	Object
419.677	1.018	Object
421.679	1.018	Object
423.681	1.018	Object
437.792	1.018	Face
439.794	1.018	Face
441.795	1.018	Face
443.797	1.017	Face
445.799	1.018	Face
447.8	1.018	Face
449.802	1.018	Face
451.803	1.018	Face
