onset	duration	Pair	Response	RT	Cond	Q_choice	Q_notchosen	eQdiff	Rv_diff	Beta_Q	alpha_gain	alpha_loss
1.0334	1.6513	Af	inCorrect	1.638	wl.u	0.7057	0.8623	-0.1566	40	3.685	0.0193	2e-04
4.0694	2.1517	eC	inCorrect	2.133	ww	0.6533	0.7723	-0.119	10	3.685	0.0193	2e-04
9.0904	1.4178	Cd	Correct	1.411	wl.l	0.7723	0.5522	0.2201	40	3.685	0.0193	2e-04
12.1264	0.8006	Ab	Correct	0.791	wl.l	0.8623	0.5081	0.3542	60	3.685	0.0193	2e-04
16.6464	1.5179	bC	Correct	1.511	wl.u	0.7723	0.5081	0.2642	50	3.685	0.0193	2e-04
20.6664	1.5512	Cd	Correct	1.547	wl.l	0.7723	0.5522	0.2201	40	3.685	0.0193	2e-04
24.2024	1.1343	Cb	Correct	1.117	wl.u	0.7723	0.5081	0.2642	50	3.685	0.0193	2e-04
29.2234	1.8849	Fd	Correct	1.878	ll	0.7057	0.5522	0.1535	10	3.685	0.0193	2e-04
33.2424	1.4345	Ef	Correct	1.432	wl.l	0.6533	0.7057	-0.0524	20	3.685	0.0193	2e-04
36.7624	1.1509	Ef	inCorrect	1.147	wl.l	0.7057	0.6533	0.0524	20	3.685	0.0193	2e-04
40.2984	0.9008	bA	Correct	0.888	wl.l	0.8623	0.5081	0.3542	60	3.685	0.0193	2e-04
44.3354	1.3678	Fb	Correct	1.355	ll	0.7057	0.5081	0.1976	20	3.685	0.0193	2e-04
49.3554	1.668	Db	inCorrect	1.659	ll	0.5081	0.5522	-0.0441	10	3.685	0.0193	2e-04
52.8754	1.1342	eA	Correct	1.123	ww	0.8623	0.6533	0.209	20	3.685	0.0193	2e-04
57.3954	0.8673	Ae	Correct	0.862	ww	0.8623	0.6533	0.209	20	3.685	0.0193	2e-04
60.4314	1.3344	fC	inCorrect	1.323	wl.u	0.7057	0.7723	-0.0666	30	3.685	0.0193	2e-04
64.9514	1.4845	bC	Correct	1.477	wl.u	0.7723	0.5081	0.2642	50	3.685	0.0193	2e-04
68.4874	1.5512	eA	Correct	1.536	ww	0.8623	0.6533	0.209	20	3.685	0.0193	2e-04
73.0084	1.2677	Eb	Correct	1.261	wl.u	0.6533	0.5081	0.1452	40	3.685	0.0193	2e-04
77.0274	2.1183	dC	Correct	2.113	wl.l	0.7723	0.5522	0.2201	40	3.685	0.0193	2e-04
81.5484	0.834	Ac	Correct	0.826	ww	0.8623	0.7723	0.09	10	3.685	0.0193	2e-04
84.5844	1.0008	Ab	Correct	0.989	wl.l	0.8623	0.5081	0.3542	60	3.685	0.0193	2e-04
89.1044	1.2009	eC	inCorrect	1.196	ww	0.6533	0.7723	-0.119	10	3.685	0.0193	2e-04
92.6404	1.6347	Ce	inCorrect	1.619	ww	0.6533	0.7723	-0.119	10	3.685	0.0193	2e-04
97.6614	1.7014	Fb	Correct	1.694	ll	0.7057	0.5081	0.1976	20	3.685	0.0193	2e-04
104.7004	1.9182	Db	inCorrect	1.9	ll	0.5081	0.5522	-0.0441	10	3.685	0.0193	2e-04
109.7204	0.9507	dA	Correct	0.936	wl.u	0.8623	0.5522	0.3101	50	3.685	0.0193	2e-04
113.7404	2.2518	Cb	inCorrect	2.239	wl.u	0.5081	0.7723	-0.2642	50	3.685	0.0193	2e-04
116.7764	1.7347	Eb	Correct	1.73	wl.u	0.6533	0.5081	0.1452	40	3.685	0.0193	2e-04
121.2964	1.9015	fC	inCorrect	1.898	wl.u	0.7057	0.7723	-0.0666	30	3.685	0.0193	2e-04
128.8364	0.9842	Ce	Correct	0.981	ww	0.7723	0.6533	0.119	10	3.685	0.0193	2e-04
133.3564	0.834	fA	Correct	0.826	wl.u	0.8623	0.7057	0.1566	40	3.685	0.0193	2e-04
137.3764	1.668	bF	Correct	1.665	ll	0.7057	0.5081	0.1976	20	3.685	0.0193	2e-04
141.3964	1.3678	eC	inCorrect	1.357	ww	0.6533	0.7723	-0.119	10	3.685	0.0193	2e-04
145.4164	1.3177	Cd	Correct	1.308	wl.l	0.7723	0.5522	0.2201	40	3.685	0.0193	2e-04
149.4354	0.934	Ab	Correct	0.918	wl.l	0.8623	0.5081	0.3542	60	3.685	0.0193	2e-04
156.9754	0.834	bA	Correct	0.831	wl.l	0.8623	0.5081	0.3542	60	3.685	0.0193	2e-04
161.9954	1.1176	eC	inCorrect	1.105	ww	0.6533	0.7723	-0.119	10	3.685	0.0193	2e-04
165.0314	2.1183	eC	inCorrect	2.113	ww	0.6533	0.7723	-0.119	10	3.685	0.0193	2e-04
169.0684	1.4345	Ed	Correct	1.417	wl.u	0.6533	0.5522	0.1011	30	3.685	0.0193	2e-04
173.5884	1.5679	bC	Correct	1.559	wl.u	0.7723	0.5081	0.2642	50	3.685	0.0193	2e-04
177.1244	1.4845	Fb	Correct	1.48	ll	0.7057	0.5081	0.1976	20	3.685	0.0193	2e-04
181.1614	1.0342	dE	Correct	1.032	wl.u	0.6533	0.5522	0.1011	30	3.685	0.0193	2e-04
185.6644	1.0509	Af	Correct	1.035	wl.u	0.8623	0.7057	0.1566	40	3.685	0.0193	2e-04
189.6844	2.2018	bF	Correct	2.196	ll	0.7057	0.5081	0.1976	20	3.685	0.0193	2e-04
193.7044	1.5846	Cd	Correct	1.571	wl.l	0.7723	0.5522	0.2201	40	3.685	0.0193	2e-04
198.2244	0.9174	cA	Correct	0.915	ww	0.8623	0.7723	0.09	10	3.685	0.0193	2e-04
201.2604	0.8006	fA	Correct	0.784	wl.u	0.8623	0.7057	0.1566	40	3.685	0.0193	2e-04
209.7844	0.9507	dF	inCorrect	0.945	ll	0.5522	0.7057	-0.1535	10	3.685	0.0193	2e-04
213.3204	1.3511	Cb	Correct	1.335	wl.u	0.7723	0.5081	0.2642	50	3.685	0.0193	2e-04
217.8404	0.9174	Ac	Correct	0.902	ww	0.8623	0.7723	0.09	10	3.685	0.0193	2e-04
222.3604	1.6513	Ef	inCorrect	1.647	wl.l	0.7057	0.6533	0.0524	20	3.685	0.0193	2e-04
225.8804	1.1677	Eb	Correct	1.151	wl.u	0.6533	0.5081	0.1452	40	3.685	0.0193	2e-04
229.4164	1.5513	bC	Correct	1.542	wl.u	0.7723	0.5081	0.2642	50	3.685	0.0193	2e-04
233.4534	1.0675	dA	Correct	1.056	wl.u	0.8623	0.5522	0.3101	50	3.685	0.0193	2e-04
237.4894	1.201	eC	inCorrect	1.192	ww	0.6533	0.7723	-0.119	10	3.685	0.0193	2e-04
242.5104	1.4679	Ed	Correct	1.455	wl.u	0.6533	0.5522	0.1011	30	3.685	0.0193	2e-04
246.5304	1.4678	fE	Correct	1.452	wl.l	0.6533	0.7057	-0.0524	20	3.685	0.0193	2e-04
250.0494	1.0675	Eb	Correct	1.052	wl.u	0.6533	0.5081	0.1452	40	3.685	0.0193	2e-04
254.0694	1.2176	bD	inCorrect	1.205	ll	0.5081	0.5522	-0.0441	10	3.685	0.0193	2e-04
257.6054	1.5346	Ad	Correct	1.533	wl.u	0.8623	0.5522	0.3101	50	3.685	0.0193	2e-04
262.1094	0.9508	Ed	Correct	0.933	wl.u	0.6533	0.5522	0.1011	30	3.685	0.0193	2e-04
266.1294	1.3344	bC	Correct	1.324	wl.u	0.7723	0.5081	0.2642	50	3.685	0.0193	2e-04
270.6494	1.3344	bF	Correct	1.326	ll	0.7057	0.5081	0.1976	20	3.685	0.0193	2e-04
274.1694	1.5512	fC	inCorrect	1.537	wl.u	0.7057	0.7723	-0.0666	30	3.685	0.0193	2e-04
278.6894	1.251	Cd	Correct	1.244	wl.l	0.7723	0.5522	0.2201	40	3.685	0.0193	2e-04
281.7254	1.5012	Cf	Correct	1.494	wl.u	0.7723	0.7057	0.0666	30	3.685	0.0193	2e-04
286.2454	1.3011	cA	Correct	1.285	ww	0.8623	0.7723	0.09	10	3.685	0.0193	2e-04
290.7654	1.3844	Ed	Correct	1.371	wl.u	0.6533	0.5522	0.1011	30	3.685	0.0193	2e-04
294.7854	1.3177	Db	Correct	1.307	ll	0.5522	0.5081	0.0441	10	3.685	0.0193	2e-04
297.8214	1.4679	Cd	Correct	1.458	wl.l	0.7723	0.5522	0.2201	40	3.685	0.0193	2e-04
302.8414	1.0175	fA	Correct	1.013	wl.u	0.8623	0.7057	0.1566	40	3.685	0.0193	2e-04
306.8614	0.8507	Ed	Correct	0.835	wl.u	0.6533	0.5522	0.1011	30	3.685	0.0193	2e-04
309.8974	1.3677	Eb	Correct	1.351	wl.u	0.6533	0.5081	0.1452	40	3.685	0.0193	2e-04
314.4174	2.0349	bD	Correct	2.031	ll	0.5522	0.5081	0.0441	10	3.685	0.0193	2e-04
