onset	duration	Pair	Choice	Response	RT	Feedback_Onset	Feedback_duration	Balance	RPE	Q_chosen	Q_notchosen	npair	Beta_Q	alpha_gain	alpha_loss
0.0683	1.1843	EF	F	Incorrect	1.168	2.0032	0.5171	-1	-0.638	0.638	0.5279	56	3.685	0.0193	2e-04
4.1049	1.0175	BA	A	Correct	1.007	5.873	0.517	-1	-0.7094	0.7094	0.5082	12	3.685	0.0193	2e-04
9.1256	1.5846	CD	D	Incorrect	1.575	11.0104	0.5171	-1	-0.5265	0.5265	0.6728	34	3.685	0.0193	2e-04
13.6458	1.3678	CD	C	Correct	1.359	15.3139	0.517	-1	-0.6728	0.6728	0.5264	34	3.685	0.0193	2e-04
17.1653	1.9182	EF	F	Incorrect	1.904	19.3838	0.5171	-1	-0.6379	0.6379	0.5279	56	3.685	0.0193	2e-04
21.6856	0.9007	BA	A	Correct	0.897	22.8866	0.5171	1	0.2908	0.7092	0.5082	12	3.685	0.0193	2e-04
29.2083	1.1843	FE	F	Incorrect	1.166	30.6928	0.5171	1	0.3623	0.6377	0.5279	56	3.685	0.0193	2e-04
33.7286	2.0516	EF	E	Correct	2.036	36.0805	0.1668	1	0.4721	0.5279	0.6447	56	3.685	0.0193	2e-04
36.7477	1.6012	EF	E	Correct	1.587	38.6492	0.5171	1	0.463	0.537	0.6447	56	3.685	0.0193	2e-04
44.287	1.5179	CD	C	Correct	1.506	46.1052	0.517	1	0.3274	0.6726	0.5264	34	3.685	0.0193	2e-04
49.8081	1.3678	AB	A	Correct	1.354	51.4761	0.5171	1	0.2852	0.7148	0.5082	12	3.685	0.0193	2e-04
52.3435	1.8515	BA	A	Correct	1.841	54.4952	0.5171	1	0.2797	0.7203	0.5082	12	3.685	0.0193	2e-04
56.38	1.1343	AB	A	Correct	1.117	57.8145	0.5171	-1	-0.7257	0.7257	0.5082	12	3.685	0.0193	2e-04
60.9003	1.4345	AB	A	Correct	1.428	62.635	0.5171	1	0.2745	0.7255	0.5082	12	3.685	0.0193	2e-04
