onset	duration	Pair	Response	RT	Cond	Q_choice	Q_notchosen	eQdiff	Rv_diff	Beta_Q	alpha_gain	alpha_loss
0.5328	1.6847	Ac	Correct	1.671	ww	0.8623	0.7723	0.09	10	3.685	0.0193	2e-04
4.0698	1.1676	dA	Correct	1.163	wl.u	0.8623	0.5522	0.3101	50	3.685	0.0193	2e-04
12.5928	1.0842	dF	Correct	1.077	ll	0.7057	0.5522	0.1535	10	3.685	0.0193	2e-04
17.1128	1.9182	eC	Correct	1.904	ww	0.7723	0.6533	0.119	10	3.685	0.0193	2e-04
24.1518	1.4178	bE	Correct	1.411	wl.u	0.6533	0.5081	0.1452	40	3.685	0.0193	2e-04
33.1758	0.9841	Db	inCorrect	0.982	ll	0.5081	0.5522	-0.0441	10	3.685	0.0193	2e-04
36.2118	1.1008	Ae	Correct	1.088	ww	0.8623	0.6533	0.209	20	3.685	0.0193	2e-04
40.7318	1.3011	fE	Correct	1.287	wl.l	0.6533	0.7057	-0.0524	20	3.685	0.0193	2e-04
44.7518	0.9341	bA	Correct	0.922	wl.l	0.8623	0.5081	0.3542	60	3.685	0.0193	2e-04
48.2878	1.3177	bD	inCorrect	1.3	ll	0.5081	0.5522	-0.0441	10	3.685	0.0193	2e-04
52.3248	0.9674	bA	Correct	0.957	wl.l	0.8623	0.5081	0.3542	60	3.685	0.0193	2e-04
57.3458	0.8007	bD	Correct	0.794	ll	0.5522	0.5081	0.0441	10	3.685	0.0193	2e-04
60.8648	1.1843	dF	Correct	1.174	ll	0.7057	0.5522	0.1535	10	3.685	0.0193	2e-04
65.3848	1.0508	bE	Correct	1.041	wl.u	0.6533	0.5081	0.1452	40	3.685	0.0193	2e-04
68.9048	2.2351	dF	Correct	2.232	ll	0.7057	0.5522	0.1535	10	3.685	0.0193	2e-04
73.4248	1.2676	bF	Correct	1.25	ll	0.7057	0.5081	0.1976	20	3.685	0.0193	2e-04
76.9448	0.834	dC	Correct	0.82	wl.l	0.7723	0.5522	0.2201	40	3.685	0.0193	2e-04
80.9638	0.9008	Ed	Correct	0.889	wl.u	0.6533	0.5522	0.1011	30	3.685	0.0193	2e-04
84.5008	1.1509	fC	inCorrect	1.138	wl.u	0.7057	0.7723	-0.0666	30	3.685	0.0193	2e-04
