onset	duration	RT	Trial_type	Response	SSD
0.0501	0.517	1002	Go	correct	n/a
5.5378	0.5171	686	Stop	Failed_stop	200
9.541	0.5171	599	Go	Incorrect	n/a
13.5443	0.5171	375	Stop	Failed_stop	200
17.0471	0.5171	437	Stop	Failed_stop	150
21.5507	0.5171	560	Go	correct	n/a
24.5531	0.5171	503	Go	correct	n/a
28.5564	0.5171	441	Go	Incorrect	n/a
32.0759	0.5171	540	Go	correct	n/a
36.0791	0.5171	564	Stop	Failed_stop	100
41.5669	0.517	619	Go	correct	n/a
44.5693	0.5171	0	Stop	succesful_stop	50
49.5733	0.5171	699	Go	Incorrect	n/a
52.092	0.5171	518	Go	correct	n/a
56.0952	0.5171	0	Stop	succesful_stop	50
60.5822	0.5171	461	Stop	Failed_stop	50
65.5862	0.5171	727	Go	correct	n/a
73.5927	0.5171	577	Stop	Failed_stop	50
76.5951	0.5171	0	Stop	succesful_stop	50
81.0987	0.5171	613	Go	correct	n/a
84.6016	0.517	509	Go	correct	n/a
89.1052	0.5171	570	Go	correct	n/a
92.1243	0.5171	517	Go	correct	n/a
97.1116	0.5171	0	Stop	succesful_stop	50
100.1307	0.5171	543	Go	correct	n/a
104.6177	0.5171	441	Go	correct	n/a
108.1372	0.5171	438	Go	correct	n/a
113.1245	0.5171	620	Go	correct	n/a
117.1278	0.5171	483	Go	correct	n/a
120.6306	0.5171	453	Go	correct	n/a
125.6346	0.5171	476	Go	correct	n/a
129.1375	0.517	0	Stop	succesful_stop	50
132.6403	0.5171	330	Go	Incorrect	n/a
137.6443	0.5171	929	Go	correct	n/a
141.1471	0.5171	456	Stop	Failed_stop	50
145.6508	0.517	554	Go	correct	n/a
149.1536	0.5171	600	Go	correct	n/a
153.1568	0.5171	524	Go	correct	n/a
157.6604	0.5171	532	Go	correct	n/a
160.6629	0.517	577	Go	correct	n/a
164.1824	0.5171	561	Stop	Failed_stop	50
169.1697	0.5171	528	Go	correct	n/a
172.6725	0.5171	0	Stop	succesful_stop	50
176.6758	0.5171	471	Go	correct	n/a
180.1953	0.5171	0	Stop	succesful_stop	50
188.6855	0.517	530	Stop	Failed_stop	50
193.1891	0.5171	0	Stop	succesful_stop	50
197.1923	0.5171	608	Go	correct	n/a
201.1955	0.5171	521	Go	correct	n/a
204.6984	0.517	0	Stop	succesful_stop	50
212.2211	0.5171	435	Go	correct	n/a
221.2117	0.5171	535	Go	correct	n/a
225.2149	0.5171	523	Go	correct	n/a
228.234	0.5171	587	Go	correct	n/a
233.7218	0.517	444	Go	correct	n/a
236.7242	0.5171	0	Stop	succesful_stop	100
240.7274	0.5171	496	Go	correct	n/a
244.7306	0.5171	538	Stop	Failed_stop	150
248.2501	0.5171	540	Go	correct	n/a
253.7379	0.5171	631	Go	correct	n/a
260.2598	0.5171	705	Go	correct	n/a
265.7476	0.5171	469	Go	correct	n/a
269.2504	0.5171	535	Go	correct	n/a
273.2536	0.5171	0	Stop	succesful_stop	200
277.2569	0.517	479	Go	correct	n/a
281.2601	0.5171	517	Stop	Failed_stop	250
289.2665	0.5171	687	Stop	Failed_stop	300
292.7694	0.517	499	Go	correct	n/a
296.2889	0.5171	612	Go	correct	n/a
301.7766	0.5171	440	Stop	Failed_stop	300
305.7798	0.5171	0	Stop	succesful_stop	250
308.7823	0.5171	477	Go	correct	n/a
312.7855	0.5171	480	Go	correct	n/a
317.7895	0.5171	577	Go	correct	n/a
321.7928	0.517	493	Go	correct	n/a
325.796	0.5171	435	Stop	Failed_stop	250
329.7992	0.5171	629	Stop	Failed_stop	200
333.8024	0.5171	502	Go	correct	n/a
340.8081	0.5171	505	Go	correct	n/a
345.8121	0.5171	453	Stop	Failed_stop	150
349.8153	0.5171	550	Go	correct	n/a
352.8178	0.5171	651	Go	correct	n/a
357.8218	0.5171	518	Go	correct	n/a
360.3405	0.5171	454	Stop	Failed_stop	100
364.3437	0.5171	483	Go	correct	n/a
368.347	0.517	0	Stop	succesful_stop	50
373.3343	0.5171	531	Go	correct	n/a
377.3375	0.5171	0	Stop	succesful_stop	50
381.3408	0.517	409	Go	correct	n/a
385.344	0.5171	518	Go	correct	n/a
388.8468	0.5171	519	Go	Incorrect	n/a
392.85	0.5171	520	Go	correct	n/a
397.8541	0.5171	431	Go	correct	n/a
400.3728	0.5171	487	Stop	Failed_stop	50
408.8629	0.5171	456	Go	correct	n/a
413.867	0.5171	297	Stop	Failed_stop	50
417.8702	0.5171	519	Go	correct	n/a
421.8734	0.5171	0	Stop	succesful_stop	50
429.3795	0.5171	0	Stop	succesful_stop	50
437.3859	0.5171	456	Go	correct	n/a
441.8896	0.5171	553	Go	correct	n/a
445.8928	0.5171	537	Go	correct	n/a
449.3956	0.5171	523	Go	correct	n/a
453.3989	0.517	453	Go	Incorrect	n/a
457.9025	0.5171	450	Go	correct	n/a
464.4244	0.5171	0	Stop	succesful_stop	50
469.4118	0.517	386	Go	correct	n/a
473.415	0.5171	408	Go	correct	n/a
476.4341	0.5171	524	Go	correct	n/a
481.4214	0.5171	491	Go	correct	n/a
485.9251	0.5171	417	Go	correct	n/a
488.9275	0.5171	436	Go	correct	n/a
493.4311	0.5171	394	Go	correct	n/a
496.9339	0.5171	394	Go	correct	n/a
501.938	0.5171	355	Stop	Failed_stop	50
504.9404	0.5171	429	Go	correct	n/a
508.4599	0.5171	0	Stop	succesful_stop	50
517.9509	0.5171	544	Go	correct	n/a
521.9541	0.5171	284	Stop	Failed_stop	50
525.4569	0.5171	0	Stop	succesful_stop	50
529.4602	0.5171	315	Stop	Failed_stop	50
532.963	0.5171	568	Go	correct	n/a
537.967	0.5171	0	Stop	succesful_stop	50
541.4699	0.517	528	Go	Incorrect	n/a
544.9727	0.5171	452	Go	Incorrect	n/a
549.9767	0.5171	448	Stop	Failed_stop	50
552.4954	0.5171	504	Go	correct	n/a
556.4986	0.5171	433	Go	correct	n/a
560.5019	0.517	449	Go	Incorrect	n/a
565.4892	0.5171	0	Stop	succesful_stop	50
568.992	0.5171	600	Go	correct	n/a
573.4957	0.5171	0	Stop	succesful_stop	50
576.9985	0.5171	463	Go	Incorrect	n/a
581.0017	0.5171	523	Go	correct	n/a
585.5054	0.517	494	Go	correct	n/a
589.0082	0.5171	532	Go	correct	n/a
594.0122	0.5171	470	Go	correct	n/a
597.515	0.5171	0	Stop	succesful_stop	50
600.5341	0.5171	466	Go	correct	n/a
604.5374	0.517	605	Go	correct	n/a
608.5406	0.5171	451	Stop	Failed_stop	100
613.0275	0.5171	472	Go	correct	n/a
616.547	0.5171	465	Go	correct	n/a
626.038	0.5171	617	Stop	Failed_stop	100
633.0437	0.5171	0	Stop	succesful_stop	50
637.5473	0.5171	0	Stop	succesful_stop	50
642.0509	0.5171	564	Go	correct	n/a
645.0534	0.517	586	Go	correct	n/a
650.0574	0.5171	541	Go	correct	n/a
653.5602	0.5171	491	Go	correct	n/a
