onset	duration	RT	Trial_type	Response	SSD
1.5345	0.5171	1133	Stop	Failed_stop	200
4.537	0.5171	536	Go	correct	n/a
8.5402	0.5171	659	Go	correct	n/a
13.0439	0.5171	519	Go	correct	n/a
16.063	0.5171	621	Go	correct	n/a
21.5508	0.5171	658	Go	correct	n/a
29.0569	0.5171	531	Stop	Failed_stop	200
33.0601	0.5171	0	Stop	succesful_stop	150
36.0792	0.5171	533	Go	correct	n/a
41.567	0.5171	602	Go	Incorrect	n/a
49.5735	0.5171	0	Stop	succesful_stop	150
52.0923	0.517	0	Stop	succesful_stop	200
56.0955	0.5171	587	Go	correct	n/a
60.0988	0.517	581	Go	Incorrect	n/a
64.102	0.5171	0	Stop	succesful_stop	250
69.0894	0.5171	518	Stop	Failed_stop	300
73.0926	0.5171	476	Go	correct	n/a
77.5963	0.5171	0	Stop	succesful_stop	350
81.0991	0.5171	547	Go	correct	n/a
85.1024	0.5171	493	Go	correct	n/a
89.1056	0.5171	528	Go	correct	n/a
92.6085	0.5171	455	Go	correct	n/a
97.1121	0.5171	453	Go	correct	n/a
100.1313	0.517	0	Stop	succesful_stop	400
104.1345	0.5171	459	Go	correct	n/a
108.1378	0.517	500	Go	correct	n/a
113.6255	0.5171	483	Go	correct	n/a
116.1443	0.517	0	Stop	succesful_stop	450
120.1475	0.5171	491	Stop	Failed_stop	500
124.1508	0.517	608	Go	correct	n/a
129.1381	0.5171	616	Stop	Failed_stop	550
132.1573	0.517	639	Stop	Failed_stop	600
136.6442	0.5171	716	Go	correct	n/a
141.6483	0.5171	580	Go	correct	n/a
148.654	0.5171	552	Stop	Failed_stop	650
153.6581	0.517	785	Go	correct	n/a
156.1768	0.5171	512	Go	correct	n/a
164.1833	0.5171	683	Go	correct	n/a
169.1706	0.5171	558	Stop	Failed_stop	700
173.6743	0.5171	539	Go	correct	n/a
177.6776	0.517	511	Go	correct	n/a
180.1963	0.5171	545	Go	correct	n/a
184.1995	0.5171	468	Go	correct	n/a
189.6873	0.5171	517	Stop	Failed_stop	700
192.6897	0.5171	489	Go	correct	n/a
196.693	0.5171	435	Stop	Failed_stop	650
201.6971	0.517	507	Stop	Failed_stop	600
205.7003	0.5171	511	Go	correct	n/a
209.7036	0.5171	541	Stop	Failed_stop	550
213.7068	0.5171	539	Go	correct	n/a
217.2097	0.517	411	Go	correct	n/a
221.7133	0.5171	498	Stop	Failed_stop	500
224.7158	0.517	536	Stop	Failed_stop	450
