onset	duration	Stim
16.046	1.017	Face
18.046	1.002	Face
20.049	1.018	Face
22.049	1.002	Face
24.053	1.018	Face
26.053	1.002	Face
28.056	1.018	Face
30.057	1.018	Face
44.169	1.018	Object
46.169	1.002	Object
48.172	1.018	Object
50.174	1.018	Object
52.175	1.018	Object
54.177	1.018	Object
56.179	1.018	Object
58.18	1.018	Object
72.292	1.018	House
74.293	1.018	House
76.295	1.018	House
78.297	1.018	House
80.298	1.018	House
82.3	1.017	House
84.301	1.018	House
86.303	1.018	House
100.398	1.018	Scrambled
102.399	1.018	Scrambled
104.401	1.018	Scrambled
106.403	1.017	Scrambled
108.404	1.018	Scrambled
110.406	1.018	Scrambled
112.408	1.018	Scrambled
114.409	1.017	Scrambled
128.504	1.018	House
130.506	1.017	House
132.507	1.018	House
134.509	1.018	House
136.51	1.018	House
138.512	1.018	House
140.514	1.018	House
142.515	1.018	House
156.627	1.018	Face
158.628	1.018	Face
160.63	1.018	Face
162.632	1.018	Face
164.633	1.018	Face
166.635	1.018	Face
168.637	1.018	Face
170.638	1.018	Face
184.75	1.018	Scrambled
186.751	1.018	Scrambled
188.753	1.018	Scrambled
190.755	1.018	Scrambled
192.756	1.018	Scrambled
194.758	1.018	Scrambled
196.759	1.017	Scrambled
198.761	1.018	Scrambled
212.872	1.018	Object
214.874	1.018	Object
216.876	1.018	Object
218.877	1.018	Object
220.879	1.018	Object
222.881	1.018	Object
224.882	1.018	Object
226.884	1.018	Object
240.995	1.018	Object
242.997	1.018	Object
244.999	1.018	Object
247	1.018	Object
249.002	1.018	Object
251.003	1.018	Object
253.005	1.018	Object
255.007	1.018	Object
269.118	1.018	Scrambled
271.12	1.018	Scrambled
273.121	1.017	Scrambled
275.123	1.018	Scrambled
277.125	1.018	Scrambled
279.126	1.018	Scrambled
281.128	1.017	Scrambled
283.13	1.018	Scrambled
297.224	1.017	Face
299.226	1.018	Face
301.228	1.018	Face
303.229	1.018	Face
305.231	1.017	Face
307.232	1.018	Face
309.234	1.018	Face
311.236	1.018	Face
325.347	1.018	House
327.349	1.018	House
329.35	1.018	House
331.352	1.018	House
333.354	1.018	House
335.355	1.018	House
337.357	1.018	House
339.359	1.018	House
353.453	1.018	Scrambled
355.455	1.018	Scrambled
357.457	1.018	Scrambled
359.458	1.018	Scrambled
361.46	1.018	Scrambled
363.461	1.018	Scrambled
365.463	1.018	Scrambled
367.465	1.018	Scrambled
381.576	1.018	House
383.578	1.018	House
385.579	1.018	House
387.581	1.017	House
389.583	1.018	House
391.584	1.018	House
393.586	1.018	House
395.588	1.017	House
409.666	1.017	Object
411.667	1.018	Object
413.669	1.018	Object
415.67	1.018	Object
417.672	1.017	Object
419.674	1.018	Object
421.675	1.018	Object
423.677	1.018	Object
437.788	1.018	Face
439.79	1.018	Face
441.792	1.018	Face
443.793	1.018	Face
445.795	1.018	Face
447.797	1.018	Face
449.798	1.018	Face
451.8	1.018	Face
