onset	duration	Pair	Response	RT	Cond	Q_choice	Q_notchosen	eQdiff	Rv_diff	Beta_Q	alpha_gain	alpha_loss
0.0667	1.6013	Eb	inCorrect	1.586	wl.u	0.3491	0.4227	-0.0736	40	7.9163	0.0674	0.0967
5.0867	2.2018	Db	inCorrect	2.185	ll	0.3491	0.2524	0.0967	10	7.9163	0.0674	0.0967
8.1227	2.2685	bE	inCorrect	2.256	wl.u	0.3491	0.4227	-0.0736	40	7.9163	0.0674	0.0967
12.6437	1.3677	dC	Correct	1.364	wl.l	0.8811	0.2524	0.6287	40	7.9163	0.0674	0.0967
16.1797	2.6021	fE	Correct	2.594	wl.l	0.4227	0.3723	0.0504	20	7.9163	0.0674	0.0967
21.1997	2.7022	fC	Correct	2.692	wl.u	0.8811	0.3723	0.5088	30	7.9163	0.0674	0.0967
24.7197	2.3503	bF	Correct	2.35	ll	0.3723	0.3491	0.0232	20	7.9163	0.0674	0.0967
28.2397	2.452	eC	Correct	2.444	ww	0.8811	0.4227	0.4584	10	7.9163	0.0674	0.0967
32.2757	2.0183	Ab	Correct	2.009	wl.l	0.7049	0.3491	0.3558	60	7.9163	0.0674	0.0967
36.3127	1.935	Af	Correct	1.933	wl.u	0.7049	0.3723	0.3326	40	7.9163	0.0674	0.0967
45.3367	1.7514	eC	inCorrect	1.748	ww	0.4227	0.8811	-0.4584	10	7.9163	0.0674	0.0967
49.3567	1.9683	bD	inCorrect	1.961	ll	0.3491	0.2524	0.0967	10	7.9163	0.0674	0.0967
52.3927	2.0517	Ed	Correct	2.05	wl.u	0.4227	0.2524	0.1703	30	7.9163	0.0674	0.0967
56.4127	2.4019	Db	inCorrect	2.393	ll	0.3491	0.2524	0.0967	10	7.9163	0.0674	0.0967
61.4327	2.0017	Eb	Correct	1.99	wl.u	0.4227	0.3491	0.0736	40	7.9163	0.0674	0.0967
65.4527	1.6847	Ad	Correct	1.674	wl.u	0.7049	0.2524	0.4525	50	7.9163	0.0674	0.0967
68.4887	2.3352	Fd	Correct	2.33	ll	0.3723	0.2524	0.1199	10	7.9163	0.0674	0.0967
73.5097	2.7856	Eb	inCorrect	2.772	wl.u	0.3491	0.4227	-0.0736	40	7.9163	0.0674	0.0967
77.5297	1.7848	Ed	Correct	1.775	wl.u	0.4227	0.2524	0.1703	30	7.9163	0.0674	0.0967
81.5497	3.0025	fC	omission	0	wl.u	0.3723	0.8811	-0.5088	30	7.9163	0.0674	0.0967
86.5697	2.1851	bC	Correct	2.167	wl.u	0.8811	0.3491	0.532	50	7.9163	0.0674	0.0967
91.5907	1.8015	Ae	Correct	1.79	ww	0.7049	0.4227	0.2822	20	7.9163	0.0674	0.0967
95.1107	1.5679	Ab	Correct	1.565	wl.l	0.7049	0.3491	0.3558	60	7.9163	0.0674	0.0967
99.6307	1.3178	bA	Correct	1.3	wl.l	0.7049	0.3491	0.3558	60	7.9163	0.0674	0.0967
102.6837	2.2352	dE	inCorrect	2.219	wl.u	0.2524	0.4227	-0.1703	30	7.9163	0.0674	0.0967
107.7037	1.4678	eA	Correct	1.462	ww	0.7049	0.4227	0.2822	20	7.9163	0.0674	0.0967
110.7397	1.4345	Ad	Correct	1.421	wl.u	0.7049	0.2524	0.4525	50	7.9163	0.0674	0.0967
115.2597	1.2677	fA	Correct	1.257	wl.u	0.7049	0.3723	0.3326	40	7.9163	0.0674	0.0967
119.2797	1.4011	bE	Correct	1.393	wl.u	0.4227	0.3491	0.0736	40	7.9163	0.0674	0.0967
123.2997	1.4345	cA	Correct	1.426	ww	0.7049	0.8811	-0.1762	10	7.9163	0.0674	0.0967
127.8207	1.4845	eA	Correct	1.479	ww	0.7049	0.4227	0.2822	20	7.9163	0.0674	0.0967
131.8407	2.7022	bE	inCorrect	2.7	wl.u	0.3491	0.4227	-0.0736	40	7.9163	0.0674	0.0967
139.8637	2.035	fE	Correct	2.025	wl.l	0.4227	0.3723	0.0504	20	7.9163	0.0674	0.0967
143.3827	1.6179	bF	inCorrect	1.6	ll	0.3491	0.3723	-0.0232	20	7.9163	0.0674	0.0967
147.4027	2.0183	Ac	Correct	2.004	ww	0.7049	0.8811	-0.1762	10	7.9163	0.0674	0.0967
151.4227	1.2844	bA	Correct	1.268	wl.l	0.7049	0.3491	0.3558	60	7.9163	0.0674	0.0967
155.4427	1.668	Fd	Correct	1.657	ll	0.3723	0.2524	0.1199	10	7.9163	0.0674	0.0967
159.4627	1.9683	Ae	Correct	1.962	ww	0.7049	0.4227	0.2822	20	7.9163	0.0674	0.0967
