onset	duration	Stim
16.047	1.018	Face
18.047	1.002	Face
20.05	1.018	Face
22.052	1.017	Face
24.052	1.002	Face
26.055	1.018	Face
28.055	1.002	Face
30.058	1.018	Face
44.17	1.017	Object
46.17	1.002	Object
48.173	1.018	Object
50.175	1.018	Object
52.176	1.018	Object
54.178	1.018	Object
56.18	1.018	Object
58.181	1.018	Object
72.293	1.018	House
74.294	1.018	House
76.296	1.018	House
78.297	1.017	House
80.299	1.018	House
82.301	1.018	House
84.302	1.018	House
86.304	1.018	House
100.399	1.018	Scrambled
102.4	1.018	Scrambled
104.402	1.018	Scrambled
106.403	1.018	Scrambled
108.405	1.017	Scrambled
110.407	1.018	Scrambled
112.408	1.018	Scrambled
114.41	1.018	Scrambled
128.521	1.018	House
130.523	1.018	House
132.525	1.018	House
134.526	1.018	House
136.528	1.018	House
138.529	1.018	House
140.531	1.018	House
142.533	1.018	House
156.627	1.018	Face
158.629	1.018	Face
160.631	1.018	Face
162.632	1.018	Face
164.634	1.018	Face
166.636	1.018	Face
168.637	1.018	Face
170.639	1.018	Face
184.75	1.017	Scrambled
186.752	1.018	Scrambled
188.753	1.018	Scrambled
190.755	1.018	Scrambled
192.757	1.018	Scrambled
194.758	1.018	Scrambled
196.76	1.018	Scrambled
198.762	1.018	Scrambled
212.873	1.018	Object
214.875	1.018	Object
216.876	1.018	Object
218.878	1.018	Object
220.879	1.018	Object
222.881	1.018	Object
224.883	1.018	Object
226.884	1.018	Object
240.996	1.018	Object
242.997	1.018	Object
244.999	1.018	Object
247.001	1.018	Object
249.002	1.018	Object
251.004	1.017	Object
253.005	1.018	Object
255.007	1.018	Object
269.118	1.018	Scrambled
271.12	1.018	Scrambled
273.122	1.017	Scrambled
275.123	1.018	Scrambled
277.125	1.018	Scrambled
279.127	1.018	Scrambled
281.128	1.018	Scrambled
283.13	1.018	Scrambled
297.241	1.018	Face
299.243	1.018	Face
301.244	1.018	Face
303.246	1.018	Face
305.248	1.018	Face
307.249	1.018	Face
309.251	1.018	Face
311.253	1.018	Face
325.364	1.018	House
327.366	1.018	House
329.367	1.017	House
331.369	1.018	House
333.37	1.018	House
335.372	1.018	House
337.374	1.018	House
339.375	1.017	House
353.487	1.018	Scrambled
355.488	1.018	Scrambled
357.49	1.018	Scrambled
359.492	1.018	Scrambled
361.493	1.017	Scrambled
363.495	1.018	Scrambled
365.496	1.018	Scrambled
367.498	1.018	Scrambled
381.609	1.018	House
383.611	1.018	House
385.613	1.018	House
387.614	1.018	House
389.616	1.018	House
391.618	1.018	House
393.619	1.018	House
395.621	1.017	House
409.732	1.018	Object
411.734	1.018	Object
413.735	1.018	Object
415.737	1.018	Object
417.739	1.017	Object
419.74	1.018	Object
421.742	1.018	Object
423.744	1.018	Object
437.822	1.018	Face
439.823	1.018	Face
441.825	1.018	Face
443.826	1.018	Face
445.828	1.018	Face
447.83	1.018	Face
449.831	1.018	Face
451.833	1.018	Face
