onset	duration	RT	Trial_type	Response	SSD
1.5679	0.5171	874	Go	correct	n/a
5.5712	0.5171	507	Go	correct	n/a
8.5737	0.517	1019	Go	correct	n/a
13.0773	0.5171	565	Stop	Failed_stop	200
17.0806	0.5171	487	Go	correct	n/a
20.0997	0.5171	520	Stop	Failed_stop	200
24.5867	0.5171	564	Stop	Failed_stop	150
29.0904	0.5171	0	Stop	succesful_stop	100
33.594	0.5171	525	Go	correct	n/a
37.5973	0.5171	913	Stop	Failed_stop	50
41.6006	0.5171	962	Go	correct	n/a
49.6071	0.5171	0	Stop	succesful_stop	50
53.6104	0.5171	738	Go	correct	n/a
57.1132	0.5171	881	Go	correct	n/a
61.6169	0.5171	711	Go	correct	n/a
65.6202	0.517	788	Go	correct	n/a
68.1389	0.5171	0	Stop	succesful_stop	50
76.1454	0.5171	0	Stop	succesful_stop	50
80.1487	0.5171	0	Stop	succesful_stop	100
84.6357	0.517	766	Go	correct	n/a
89.1393	0.5171	0	Stop	succesful_stop	150
92.1585	0.517	0	Stop	succesful_stop	200
101.6495	0.5171	678	Go	correct	n/a
105.1524	0.5171	624	Go	correct	n/a
108.6552	0.5171	717	Go	correct	n/a
113.6593	0.5171	0	Stop	succesful_stop	250
117.6626	0.5171	1042	Go	correct	n/a
120.665	0.5171	1021	Go	correct	n/a
124.6683	0.5171	844	Go	correct	n/a
129.172	0.517	691	Go	correct	n/a
133.1752	0.5171	643	Go	correct	n/a
137.1785	0.5171	0	Stop	succesful_stop	300
144.2009	0.5171	872	Go	correct	n/a
153.1915	0.5171	0	Stop	succesful_stop	350
157.1948	0.5171	0	Stop	succesful_stop	400
161.1981	0.5171	856	Go	correct	n/a
165.7017	0.5171	0	Stop	succesful_stop	450
168.7042	0.5171	0	Stop	succesful_stop	500
172.2237	0.5171	796	Go	correct	n/a
177.2111	0.5171	832	Go	correct	n/a
181.7148	0.5171	697	Go	correct	n/a
184.7172	0.5171	708	Go	correct	n/a
188.7205	0.5171	0	Stop	succesful_stop	550
193.2242	0.5171	792	Go	correct	n/a
197.7278	0.5171	744	Go	correct	n/a
201.2307	0.5171	904	Go	correct	n/a
204.2498	0.5171	717	Stop	Failed_stop	600
208.2531	0.5171	697	Stop	Failed_stop	650
212.2564	0.517	686	Go	correct	n/a
216.2596	0.5171	853	Go	correct	n/a
220.7466	0.5171	684	Go	correct	n/a
224.7499	0.5171	980	Go	correct	n/a
228.7531	0.5171	783	Go	correct	n/a
232.7564	0.5171	694	Go	correct	n/a
236.2759	0.5171	701	Go	correct	n/a
240.2792	0.5171	644	Stop	Failed_stop	700
244.7662	0.5171	771	Go	correct	n/a
248.2857	0.5171	768	Go	correct	n/a
253.7735	0.5171	563	Stop	Failed_stop	750
257.7768	0.5171	666	Go	correct	n/a
261.2796	0.5171	546	Go	correct	n/a
264.7825	0.5171	515	Go	correct	n/a
269.7866	0.5171	858	Stop	Failed_stop	800
277.7931	0.5171	519	Go	correct	n/a
285.7996	0.5171	736	Stop	Failed_stop	850
289.3025	0.5171	842	Go	Incorrect	n/a
293.3057	0.5171	807	Go	correct	n/a
301.3123	0.5171	542	Stop	Failed_stop	900
305.3155	0.5171	766	Stop	Failed_stop	950
308.3347	0.517	1006	Go	correct	n/a
312.8217	0.517	870	Stop	Failed_stop	1000
316.3412	0.5171	1001	Stop	Failed_stop	1050
321.829	0.5171	1286	Go	correct	n/a
325.3318	0.5171	826	Go	correct	n/a
329.8355	0.5171	808	Go	correct	n/a
332.3542	0.5171	951	Go	correct	n/a
337.842	0.5171	1123	Go	correct	n/a
344.8478	0.517	1116	Go	correct	n/a
348.851	0.5171	856	Go	correct	n/a
352.8543	0.5171	969	Go	correct	n/a
356.3738	0.5171	838	Go	correct	n/a
361.8616	0.5171	754	Stop	Failed_stop	1100
368.3836	0.5171	877	Go	correct	n/a
373.371	0.5171	1147	Stop	Failed_stop	1100
377.8747	0.5171	1041	Go	correct	n/a
381.3775	0.5171	1187	Go	correct	n/a
385.8812	0.5171	976	Go	correct	n/a
388.8836	0.5171	1112	Go	correct	n/a
393.8877	0.5171	1072	Go	correct	n/a
400.4097	0.5171	1056	Go	correct	n/a
404.413	0.5171	1127	Go	correct	n/a
408.9	0.5171	1219	Stop	Failed_stop	1050
413.4036	0.5171	1346	Go	correct	n/a
417.4069	0.5171	1617	Go	correct	n/a
421.4102	0.5171	1430	Go	correct	n/a
425.9138	0.5171	1593	Go	correct	n/a
429.9171	0.5171	1425	Go	correct	n/a
433.9204	0.517	0	Stop	succesful_stop	1000
437.9236	0.5171	0	Stop	succesful_stop	950
440.9261	0.5171	1293	Go	correct	n/a
444.9293	0.5171	1212	Go	correct	n/a
449.433	0.5171	1559	Go	correct	n/a
453.9367	0.5171	0	Stop	succesful_stop	950
456.9391	0.5171	0	Stop	succesful_stop	1000
465.9465	0.5171	0	Stop	succesful_stop	1050
469.4493	0.5171	0	Stop	succesful_stop	1100
473.4526	0.5171	1411	Go	correct	n/a
476.9554	0.5171	1360	Go	correct	n/a
481.4591	0.5171	1325	Go	correct	n/a
484.4782	0.5171	1236	Go	correct	n/a
489.966	0.5171	1120	Stop	Failed_stop	1150
492.4848	0.517	1243	Go	correct	n/a
497.9726	0.5171	1232	Go	correct	n/a
500.975	0.5171	968	Go	correct	n/a
504.9783	0.5171	1089	Go	correct	n/a
509.4819	0.5171	935	Stop	Failed_stop	1200
513.9856	0.5171	1396	Stop	Failed_stop	1250
516.9881	0.5171	0	Stop	succesful_stop	1300
521.4917	0.5171	1502	Go	correct	n/a
525.495	0.5171	1473	Go	correct	n/a
529.9987	0.5171	1304	Go	correct	n/a
533.0011	0.5171	1523	Go	correct	n/a
537.5048	0.5171	1398	Stop	Failed_stop	1350
544.5272	0.5171	1424	Go	correct	n/a
548.5304	0.5171	1040	Go	correct	n/a
553.5178	0.5171	1037	Go	correct	n/a
557.0207	0.5171	1189	Go	correct	n/a
562.0248	0.5171	1140	Stop	Failed_stop	1400
564.5435	0.5171	1261	Go	correct	n/a
568.5468	0.517	1184	Stop	Failed_stop	1400
577.5374	0.5171	1388	Stop	Failed_stop	1350
581.5407	0.5171	1526	Go	correct	n/a
586.0444	0.517	1711	Go	Incorrect	n/a
590.0476	0.5171	1589	Go	correct	n/a
593.5505	0.5171	1193	Stop	Failed_stop	1300
597.5537	0.5171	1690	Go	correct	n/a
601.0566	0.5171	1787	Stop	Failed_stop	1250
606.0607	0.5171	1236	Go	correct	n/a
609.5635	0.5171	1113	Stop	Failed_stop	1200
613.0664	0.5171	1036	Go	correct	n/a
617.0696	0.5171	1284	Go	correct	n/a
621.0729	0.5171	998	Go	correct	n/a
624.5924	0.5171	541	Go	correct	n/a
629.5798	0.5171	769	Stop	Failed_stop	1150
633.0827	0.5171	1021	Stop	Failed_stop	1100
637.5864	0.5171	839	Go	correct	n/a
641.0892	0.5171	1071	Go	correct	n/a
644.6088	0.517	1524	Go	correct	n/a
654.0998	0.5171	1390	Go	correct	n/a
657.1023	0.5171	1232	Go	correct	n/a
