onset	duration	Stim
16.044	1.018	Face
18.046	1.018	Face
20.047	1.018	Face
22.049	1.018	Face
24.049	1.002	Face
26.052	1.018	Face
28.054	1.018	Face
30.054	1.002	Face
44.15	1.018	Object
46.15	1.003	Object
48.154	1.018	Object
50.155	1.018	Object
52.157	1.018	Object
54.158	1.018	Object
56.16	1.018	Object
58.162	1.018	Object
72.273	1.018	House
74.275	1.018	House
76.276	1.018	House
78.278	1.018	House
80.28	1.018	House
82.281	1.018	House
84.283	1.018	House
86.285	1.018	House
100.396	1.018	Scrambled
102.398	1.018	Scrambled
104.399	1.018	Scrambled
106.401	1.018	Scrambled
108.403	1.018	Scrambled
110.404	1.018	Scrambled
112.406	1.018	Scrambled
114.408	1.018	Scrambled
128.502	1.018	House
130.504	1.018	House
132.506	1.017	House
134.507	1.018	House
136.509	1.018	House
138.51	1.018	House
140.512	1.018	House
142.514	1.018	House
156.625	1.018	Face
158.627	1.018	Face
160.629	1.018	Face
162.63	1.018	Face
164.632	1.018	Face
166.633	1.018	Face
168.635	1.018	Face
170.637	1.018	Face
184.748	1.018	Scrambled
186.75	1.018	Scrambled
188.751	1.018	Scrambled
190.753	1.018	Scrambled
192.755	1.018	Scrambled
194.756	1.018	Scrambled
196.758	1.018	Scrambled
198.76	1.018	Scrambled
212.871	1.018	Object
214.873	1.018	Object
216.874	1.018	Object
218.876	1.018	Object
220.878	1.018	Object
222.879	1.018	Object
224.881	1.018	Object
226.883	1.018	Object
240.944	1.018	Object
242.946	1.018	Object
244.947	1.018	Object
246.949	1.018	Object
248.95	1.018	Object
250.952	1.018	Object
252.954	1.018	Object
254.955	1.018	Object
269.067	1.018	Scrambled
271.069	1.018	Scrambled
273.07	1.018	Scrambled
275.072	1.018	Scrambled
277.073	1.018	Scrambled
279.075	1.018	Scrambled
281.077	1.018	Scrambled
283.078	1.017	Scrambled
297.19	1.018	Face
299.191	1.018	Face
301.193	1.018	Face
303.195	1.018	Face
305.196	1.018	Face
307.198	1.018	Face
309.2	1.018	Face
311.201	1.018	Face
325.296	1.018	House
327.298	1.018	House
329.299	1.018	House
331.301	1.018	House
333.303	1.018	House
335.304	1.018	House
337.306	1.018	House
339.307	1.018	House
353.386	1.018	Scrambled
355.387	1.018	Scrambled
357.389	1.018	Scrambled
359.39	1.018	Scrambled
361.392	1.018	Scrambled
363.394	1.018	Scrambled
365.395	1.018	Scrambled
367.397	1.018	Scrambled
381.509	1.017	House
383.51	1.018	House
385.512	1.018	House
387.513	1.018	House
389.515	1.018	House
391.517	1.018	House
393.517	1.003	House
395.52	1.018	House
409.615	1.018	Object
411.616	1.018	Object
413.618	1.018	Object
415.62	1.018	Object
417.621	1.018	Object
419.623	1.018	Object
421.625	1.018	Object
423.626	1.018	Object
437.738	1.018	Face
439.739	1.018	Face
441.741	1.018	Face
443.743	1.018	Face
445.744	1.018	Face
447.746	1.018	Face
449.747	1.018	Face
451.749	1.018	Face
