onset	duration	Pair	Response	RT	Cond	Q_choice	Q_notchosen	eQdiff	Rv_diff	Beta_Q	alpha_gain	alpha_loss
0.5334	1.2844	Cf	inCorrect	1.267	wl.u	0.6212	0.9845	-0.3633	30	5.3818	0.3439	0.0806
4.0694	0.784	Ab	Correct	0.771	wl.l	0.9692	0.424	0.5452	60	5.3818	0.3439	0.0806
8.5894	0.8339	bF	Correct	0.829	ll	0.6212	0.424	0.1972	20	5.3818	0.3439	0.0806
12.6094	0.834	fA	inCorrect	0.831	wl.u	0.6212	0.9692	-0.348	40	5.3818	0.3439	0.0806
16.6294	0.8007	Ac	Correct	0.794	ww	0.9692	0.9845	-0.0153	10	5.3818	0.3439	0.0806
21.1504	0.7839	Eb	Correct	0.778	wl.u	0.7981	0.424	0.3741	40	5.3818	0.3439	0.0806
24.1864	1.1009	fA	Correct	1.094	wl.u	0.9692	0.6212	0.348	40	5.3818	0.3439	0.0806
32.2254	0.8006	Ab	Correct	0.791	wl.l	0.9692	0.424	0.5452	60	5.3818	0.3439	0.0806
37.2464	0.784	eC	inCorrect	0.769	ww	0.7981	0.9845	-0.1864	10	5.3818	0.3439	0.0806
40.7664	0.884	bC	Correct	0.881	wl.u	0.9845	0.424	0.5605	50	5.3818	0.3439	0.0806
44.3024	0.8006	Fb	Correct	0.791	ll	0.6212	0.424	0.1972	20	5.3818	0.3439	0.0806
48.8224	1.1676	Fd	Correct	1.15	ll	0.6212	0.5113	0.1099	10	5.3818	0.3439	0.0806
52.3584	1.0509	bF	Correct	1.045	ll	0.6212	0.424	0.1972	20	5.3818	0.3439	0.0806
57.3794	1.0342	Ce	inCorrect	1.022	ww	0.7981	0.9845	-0.1864	10	5.3818	0.3439	0.0806
60.8994	0.8507	fC	inCorrect	0.836	wl.u	0.6212	0.9845	-0.3633	30	5.3818	0.3439	0.0806
65.4194	1.0175	fE	inCorrect	1.012	wl.l	0.6212	0.7981	-0.1769	20	5.3818	0.3439	0.0806
69.4394	0.8174	dC	Correct	0.8	wl.l	0.9845	0.5113	0.4732	40	5.3818	0.3439	0.0806
77.4624	0.8841	dE	Correct	0.872	wl.u	0.7981	0.5113	0.2868	30	5.3818	0.3439	0.0806
81.4824	0.9674	bD	Correct	0.96	ll	0.5113	0.424	0.0873	10	5.3818	0.3439	0.0806
85.0024	1.2343	Fd	Correct	1.229	ll	0.6212	0.5113	0.1099	10	5.3818	0.3439	0.0806
89.0224	0.9341	Ab	Correct	0.929	wl.l	0.9692	0.424	0.5452	60	5.3818	0.3439	0.0806
93.5424	0.7172	Ed	Correct	0.703	wl.u	0.7981	0.5113	0.2868	30	5.3818	0.3439	0.0806
97.0624	1.0008	Af	Correct	0.982	wl.u	0.9692	0.6212	0.348	40	5.3818	0.3439	0.0806
105.6024	1.1343	dA	Correct	1.122	wl.u	0.9692	0.5113	0.4579	50	5.3818	0.3439	0.0806
109.1214	1.5179	Ad	Correct	1.512	wl.u	0.9692	0.5113	0.4579	50	5.3818	0.3439	0.0806
112.6584	0.9841	Db	inCorrect	0.97	ll	0.424	0.5113	-0.0873	10	5.3818	0.3439	0.0806
117.6784	0.834	Ed	Correct	0.829	wl.u	0.7981	0.5113	0.2868	30	5.3818	0.3439	0.0806
121.1984	1.2677	bC	Correct	1.261	wl.u	0.9845	0.424	0.5605	50	5.3818	0.3439	0.0806
124.7344	1.2176	eA	inCorrect	1.202	ww	0.7981	0.9692	-0.1711	20	5.3818	0.3439	0.0806
133.2584	1.0175	bC	Correct	1.002	wl.u	0.9845	0.424	0.5605	50	5.3818	0.3439	0.0806
137.2784	0.834	dE	Correct	0.823	wl.u	0.7981	0.5113	0.2868	30	5.3818	0.3439	0.0806
