onset	duration	Pair	Choice	Response	RT	Feedback_Onset	Feedback_duration	Balance	RPE	Q_chosen	Q_notchosen	npair	Beta_Q	alpha_gain	alpha_loss
1.5346	1.251	DC	C	Correct	1.236	3.0858	0.5171	-1	-0.8517	0.8517	0.5654	34	5.5551	0.0457	0
5.5545	1.3678	CD	C	Correct	1.357	7.2225	0.5171	1	0.1483	0.8517	0.5654	34	5.5551	0.0457	0
9.074	1.0175	AB	A	Correct	1	10.3918	0.5171	-1	-0.8828	0.8828	0.604	12	5.5551	0.0457	0
13.5944	1.201	FE	F	Incorrect	1.197	15.0956	0.5171	1	0.3285	0.6715	0.7521	56	5.5551	0.0457	0
17.6143	1.0342	FE	F	Incorrect	1.019	18.9487	0.5171	1	0.3135	0.6865	0.7521	56	5.5551	0.0457	0
20.1497	1.6681	AB	A	Correct	1.657	22.118	0.5171	-1	-0.8828	0.8828	0.604	12	5.5551	0.0457	0
24.1864	1.4011	DC	C	Correct	1.397	25.8877	0.5171	1	0.1416	0.8584	0.5654	34	5.5551	0.0457	0
28.7067	1.0509	BA	A	Correct	1.033	30.0578	0.5171	1	0.1173	0.8827	0.604	12	5.5551	0.0457	0
37.2303	1.0342	EF	F	Incorrect	1.028	38.5647	0.5171	1	0.2991	0.7009	0.7521	56	5.5551	0.0457	0
41.7507	0.884	EF	F	Incorrect	0.866	42.935	0.517	-1	-0.7146	0.7146	0.7521	56	5.5551	0.0457	0
44.3027	1.2511	FE	F	Incorrect	1.237	45.854	0.5171	1	0.2855	0.7145	0.7521	56	5.5551	0.0457	0
49.8239	1.1843	EF	F	Incorrect	1.18	51.3085	0.517	-1	-0.7276	0.7276	0.7521	56	5.5551	0.0457	0
53.3434	0.8507	EF	F	Incorrect	0.843	54.4944	0.5171	-1	-0.7276	0.7276	0.7521	56	5.5551	0.0457	0
57.8638	1.1509	BA	A	Correct	1.145	59.315	0.5171	-1	-0.8881	0.8881	0.604	12	5.5551	0.0457	0
60.8829	1.4012	FE	F	Incorrect	1.396	62.5843	0.5171	-1	-0.7275	0.7275	0.7521	56	5.5551	0.0457	0
64.4191	1.0676	DC	C	Correct	1.05	65.7869	0.5171	1	0.1351	0.8649	0.5654	34	5.5551	0.0457	0
68.4558	1.301	AB	B	Incorrect	1.285	70.0571	0.5171	-1	-0.604	0.604	0.888	12	5.5551	0.0457	0
73.4765	1.2344	FE	F	Incorrect	1.229	75.0111	0.5171	-1	-0.7275	0.7275	0.7521	56	5.5551	0.0457	0
77.9969	1.251	EF	E	Correct	1.233	79.5481	0.5171	1	0.2479	0.7521	0.7274	56	5.5551	0.0457	0
80.5489	1.3178	CD	C	Correct	1.309	82.1669	0.5171	1	0.1289	0.8711	0.5654	34	5.5551	0.0457	0
86.0701	1.251	BA	B	Incorrect	1.238	87.6214	0.5171	-1	-0.604	0.604	0.888	12	5.5551	0.0457	0
88.6055	1.1009	BA	A	Correct	1.09	90.0067	0.517	1	0.112	0.888	0.604	12	5.5551	0.0457	0
93.6263	1.0842	CD	C	Correct	1.076	95.0107	0.5171	1	0.123	0.877	0.5654	34	5.5551	0.0457	0
96.6621	1.0342	CD	C	Correct	1.025	97.9965	0.5171	1	0.1174	0.8826	0.5654	34	5.5551	0.0457	0
101.1824	1.4512	AB	A	Correct	1.449	102.9339	0.517	-1	-0.8932	0.8932	0.604	12	5.5551	0.0457	0
106.1865	0.9341	FE	E	Correct	0.925	107.4208	0.5171	1	0.2366	0.7634	0.7274	56	5.5551	0.0457	0
110.2064	1.7014	DC	D	Incorrect	1.689	112.2081	0.5171	1	0.4346	0.5654	0.888	34	5.5551	0.0457	0
113.2256	1.201	EF	F	Incorrect	1.183	114.7268	0.5171	-1	-0.7274	0.7274	0.7742	56	5.5551	0.0457	0
117.2455	1.7014	DC	C	Correct	1.696	119.2471	0.5171	1	0.112	0.888	0.5853	34	5.5551	0.0457	0
121.7659	1.301	CD	C	Correct	1.291	123.3672	0.5171	-1	-0.8931	0.8931	0.5853	34	5.5551	0.0457	0
126.2862	1.4345	FE	F	Incorrect	1.431	128.021	0.517	1	0.2726	0.7274	0.7742	56	5.5551	0.0457	0
133.3086	1.3678	DC	C	Correct	1.366	134.9766	0.5171	-1	-0.8931	0.8931	0.5853	34	5.5551	0.0457	0
137.3119	1.0008	FE	F	Incorrect	0.993	138.6129	0.5171	-1	-0.7399	0.7399	0.7742	56	5.5551	0.0457	0
142.3326	1.0175	BA	A	Correct	1.013	143.6504	0.517	1	0.1069	0.8931	0.604	12	5.5551	0.0457	0
