onset	duration	Pair	Response	RT	Cond	Q_choice	Q_notchosen	eQdiff	Rv_diff	Beta_Q	alpha_gain	alpha_loss
0.05	1.0676	eC	inCorrect	1.053	ww	0.9722	0.9637	0.0085	10	3.5205	0.0628	2e-04
4.086	0.6005	bE	Correct	0.591	wl.u	0.9722	0.7005	0.2717	40	3.5205	0.0628	2e-04
8.607	1.0508	Cb	Correct	1.033	wl.u	0.9637	0.7005	0.2632	50	3.5205	0.0628	2e-04
12.143	0.884	cA	Correct	0.877	ww	0.9864	0.9637	0.0227	10	3.5205	0.0628	2e-04
17.163	0.5004	Cf	inCorrect	0.488	wl.u	0.8219	0.9637	-0.1418	30	3.5205	0.0628	2e-04
20.199	0.8173	bA	Correct	0.811	wl.l	0.9864	0.7005	0.2859	60	3.5205	0.0628	2e-04
25.22	0.5838	dA	Correct	0.565	wl.u	0.9864	0.7965	0.1899	50	3.5205	0.0628	2e-04
28.272	0.6839	Eb	Correct	0.682	wl.u	0.9722	0.7005	0.2717	40	3.5205	0.0628	2e-04
36.796	0.7173	bC	Correct	0.714	wl.u	0.9637	0.7005	0.2632	50	3.5205	0.0628	2e-04
40.332	0.8841	dE	Correct	0.868	wl.u	0.9722	0.7965	0.1757	30	3.5205	0.0628	2e-04
45.353	1.0343	Ae	inCorrect	1.032	ww	0.9722	0.9864	-0.0142	20	3.5205	0.0628	2e-04
48.389	0.7006	Eb	Correct	0.685	wl.u	0.9722	0.7005	0.2717	40	3.5205	0.0628	2e-04
52.909	1.1009	dF	Correct	1.093	ll	0.8219	0.7965	0.0254	10	3.5205	0.0628	2e-04
56.929	0.6672	dA	Correct	0.654	wl.u	0.9864	0.7965	0.1899	50	3.5205	0.0628	2e-04
60.465	1.301	Ae	inCorrect	1.283	ww	0.9722	0.9864	-0.0142	20	3.5205	0.0628	2e-04
64.502	1.618	Af	inCorrect	1.6	wl.u	0.8219	0.9864	-0.1645	40	3.5205	0.0628	2e-04
69.022	1.0342	fC	inCorrect	1.03	wl.u	0.8219	0.9637	-0.1418	30	3.5205	0.0628	2e-04
73.042	0.6005	bA	Correct	0.593	wl.l	0.9864	0.7005	0.2859	60	3.5205	0.0628	2e-04
77.062	0.834	Ad	inCorrect	0.828	wl.u	0.7965	0.9864	-0.1899	50	3.5205	0.0628	2e-04
80.598	0.9174	dA	Correct	0.908	wl.u	0.9864	0.7965	0.1899	50	3.5205	0.0628	2e-04
84.635	0.5505	Fb	Correct	0.533	ll	0.8219	0.7005	0.1214	20	3.5205	0.0628	2e-04
89.655	2.5353	dC	Correct	2.52	wl.l	0.9637	0.7965	0.1672	40	3.5205	0.0628	2e-04
92.691	0.6339	eA	inCorrect	0.63	ww	0.9722	0.9864	-0.0142	20	3.5205	0.0628	2e-04
96.728	0.5338	dC	inCorrect	0.527	wl.l	0.7965	0.9637	-0.1672	40	3.5205	0.0628	2e-04
105.251	1.1161	Ef	Correct	1.116	wl.l	0.9722	0.8219	0.1503	20	3.5205	0.0628	2e-04
108.771	0.5838	Cf	inCorrect	0.581	wl.u	0.8219	0.9637	-0.1418	30	3.5205	0.0628	2e-04
117.795	0.6172	fA	inCorrect	0.6	wl.u	0.8219	0.9864	-0.1645	40	3.5205	0.0628	2e-04
