onset	duration	Stim
16.043	1.018	Face
18.043	1.002	Face
20.046	1.018	Face
22.046	1.002	Face
24.049	1.018	Face
26.049	1.003	Face
28.053	1.018	Face
30.053	1.002	Face
44.166	1.018	Object
46.166	1.002	Object
48.169	1.017	Object
50.17	1.018	Object
52.172	1.018	Object
54.174	1.018	Object
56.175	1.018	Object
58.177	1.018	Object
72.288	1.017	House
74.29	1.018	House
76.292	1.018	House
78.293	1.018	House
80.295	1.018	House
82.296	1.017	House
84.298	1.018	House
86.3	1.018	House
100.411	1.018	Scrambled
102.413	1.018	Scrambled
104.414	1.018	Scrambled
106.416	1.018	Scrambled
108.418	1.018	Scrambled
110.419	1.018	Scrambled
112.421	1.018	Scrambled
114.422	1.018	Scrambled
128.534	1.017	House
130.535	1.018	House
132.537	1.018	House
134.539	1.018	House
136.54	1.018	House
138.542	1.018	House
140.544	1.018	House
142.545	1.018	House
156.64	1.018	Face
158.641	1.018	Face
160.643	1.017	Face
162.645	1.018	Face
164.646	1.018	Face
166.648	1.018	Face
168.65	1.018	Face
170.651	1.017	Face
184.729	1.018	Scrambled
186.731	1.018	Scrambled
188.732	1.018	Scrambled
190.734	1.018	Scrambled
192.736	1.018	Scrambled
194.737	1.018	Scrambled
196.739	1.018	Scrambled
198.741	1.018	Scrambled
212.819	1.018	Object
214.82	1.018	Object
216.822	1.018	Object
218.823	1.018	Object
220.825	1.018	Object
222.827	1.018	Object
224.828	1.018	Object
226.83	1.018	Object
240.941	1.018	Object
242.943	1.017	Object
244.945	1.018	Object
246.946	1.018	Object
248.948	1.018	Object
250.949	1.018	Object
252.951	1.017	Object
254.953	1.018	Object
269.064	1.018	Scrambled
271.066	1.018	Scrambled
273.067	1.018	Scrambled
275.069	1.018	Scrambled
277.071	1.017	Scrambled
279.072	1.018	Scrambled
281.074	1.018	Scrambled
283.075	1.018	Scrambled
297.187	1.018	Face
299.188	1.018	Face
301.19	1.018	Face
303.192	1.018	Face
305.193	1.018	Face
307.195	1.018	Face
309.197	1.018	Face
311.198	1.018	Face
325.31	1.018	House
327.311	1.018	House
329.313	1.018	House
331.314	1.018	House
333.316	1.017	House
335.318	1.018	House
337.319	1.018	House
339.321	1.018	House
353.432	1.018	Scrambled
355.434	1.018	Scrambled
357.436	1.017	Scrambled
359.436	1.002	Scrambled
361.439	1.018	Scrambled
363.44	1.018	Scrambled
365.442	1.018	Scrambled
367.444	1.017	Scrambled
381.555	1.018	House
383.557	1.018	House
385.558	1.018	House
387.56	1.018	House
389.562	1.018	House
391.563	1.018	House
393.563	1.002	House
395.566	1.018	House
409.661	1.018	Object
411.663	1.017	Object
413.664	1.018	Object
415.666	1.018	Object
417.668	1.018	Object
419.669	1.018	Object
421.671	1.017	Object
423.673	1.018	Object
437.784	1.018	Face
439.786	1.018	Face
441.787	1.018	Face
443.789	1.018	Face
445.79	1.017	Face
447.792	1.018	Face
449.794	1.018	Face
451.795	1.018	Face
