onset	duration	Pair	Response	RT	Cond	Q_choice	Q_notchosen	eQdiff	Rv_diff	Beta_Q	alpha_gain	alpha_loss
0.0668	0.834	dE	Correct	0.82	wl.u	0.9722	0.7965	0.1757	30	3.5205	0.0628	2e-04
4.1028	0.5504	Ab	Correct	0.542	wl.l	0.9864	0.7005	0.2859	60	3.5205	0.0628	2e-04
8.1398	0.734	Db	inCorrect	0.721	ll	0.7005	0.7965	-0.096	10	3.5205	0.0628	2e-04
12.6598	0.6171	bF	Correct	0.607	ll	0.8219	0.7005	0.1214	20	3.5205	0.0628	2e-04
16.6798	1.1843	bA	Correct	1.168	wl.l	0.9864	0.7005	0.2859	60	3.5205	0.0628	2e-04
20.6998	0.9341	bD	inCorrect	0.916	ll	0.7005	0.7965	-0.096	10	3.5205	0.0628	2e-04
24.7198	0.8841	cA	Correct	0.869	ww	0.9864	0.9637	0.0227	10	3.5205	0.0628	2e-04
28.7398	0.5338	bC	inCorrect	0.527	wl.u	0.7005	0.9637	-0.2632	50	3.5205	0.0628	2e-04
32.7598	0.6338	Ac	Correct	0.625	ww	0.9864	0.9637	0.0227	10	3.5205	0.0628	2e-04
36.7798	0.6338	bF	Correct	0.62	ll	0.8219	0.7005	0.1214	20	3.5205	0.0628	2e-04
41.2998	0.7172	Ef	Correct	0.707	wl.l	0.9722	0.8219	0.1503	20	3.5205	0.0628	2e-04
44.8188	0.7006	eA	inCorrect	0.696	ww	0.9722	0.9864	-0.0142	20	3.5205	0.0628	2e-04
49.3398	1.1843	eC	inCorrect	1.17	ww	0.9722	0.9637	0.0085	10	3.5205	0.0628	2e-04
52.3748	1.3178	fA	Correct	1.302	wl.u	0.9864	0.8219	0.1645	40	3.5205	0.0628	2e-04
56.4118	1.4012	fC	inCorrect	1.391	wl.u	0.8219	0.9637	-0.1418	30	3.5205	0.0628	2e-04
60.9318	0.9675	Eb	Correct	0.951	wl.u	0.9722	0.7005	0.2717	40	3.5205	0.0628	2e-04
65.4528	1.6179	Ae	Correct	1.611	ww	0.9864	0.9722	0.0142	20	3.5205	0.0628	2e-04
69.4728	1.2343	bC	Correct	1.228	wl.u	0.9637	0.7005	0.2632	50	3.5205	0.0628	2e-04
72.5078	1.2176	dF	Correct	1.205	ll	0.8219	0.7965	0.0254	10	3.5205	0.0628	2e-04
77.0288	0.8006	Fd	Correct	0.783	ll	0.8219	0.7965	0.0254	10	3.5205	0.0628	2e-04
80.5648	0.7506	Af	Correct	0.746	wl.u	0.9864	0.8219	0.1645	40	3.5205	0.0628	2e-04
85.0848	0.5505	fA	inCorrect	0.543	wl.u	0.8219	0.9864	-0.1645	40	3.5205	0.0628	2e-04
89.1048	0.9174	bF	Correct	0.9	ll	0.8219	0.7005	0.1214	20	3.5205	0.0628	2e-04
92.6408	1.2344	Af	Correct	1.228	wl.u	0.9864	0.8219	0.1645	40	3.5205	0.0628	2e-04
96.6778	1.4012	dA	Correct	1.396	wl.u	0.9864	0.7965	0.1899	50	3.5205	0.0628	2e-04
105.7018	0.884	Ef	Correct	0.88	wl.l	0.9722	0.8219	0.1503	20	3.5205	0.0628	2e-04
108.7378	1.5012	Fd	Correct	1.492	ll	0.8219	0.7965	0.0254	10	3.5205	0.0628	2e-04
113.7578	0.9341	Fb	Correct	0.918	ll	0.8219	0.7005	0.1214	20	3.5205	0.0628	2e-04
117.7778	0.734	Cb	inCorrect	0.721	wl.u	0.7005	0.9637	-0.2632	50	3.5205	0.0628	2e-04
121.2978	0.7173	Af	inCorrect	0.705	wl.u	0.8219	0.9864	-0.1645	40	3.5205	0.0628	2e-04
125.8178	0.6839	Cf	inCorrect	0.679	wl.u	0.8219	0.9637	-0.1418	30	3.5205	0.0628	2e-04
129.8378	0.784	Ef	inCorrect	0.775	wl.l	0.8219	0.9722	-0.1503	20	3.5205	0.0628	2e-04
133.8578	0.7673	dE	Correct	0.749	wl.u	0.9722	0.7965	0.1757	30	3.5205	0.0628	2e-04
141.8978	0.5505	Cb	Correct	0.544	wl.u	0.9637	0.7005	0.2632	50	3.5205	0.0628	2e-04
145.4168	0.7506	fE	Correct	0.741	wl.l	0.9722	0.8219	0.1503	20	3.5205	0.0628	2e-04
149.9378	0.7506	Ad	Correct	0.738	wl.u	0.9864	0.7965	0.1899	50	3.5205	0.0628	2e-04
152.9738	1.3844	Ab	Correct	1.381	wl.l	0.9864	0.7005	0.2859	60	3.5205	0.0628	2e-04
157.9938	0.7339	fC	inCorrect	0.723	wl.u	0.8219	0.9637	-0.1418	30	3.5205	0.0628	2e-04
161.5138	0.834	fE	Correct	0.817	wl.l	0.9722	0.8219	0.1503	20	3.5205	0.0628	2e-04
166.0338	0.6839	eC	inCorrect	0.674	ww	0.9722	0.9637	0.0085	10	3.5205	0.0628	2e-04
173.0728	0.6505	dC	inCorrect	0.633	wl.l	0.7965	0.9637	-0.1672	40	3.5205	0.0628	2e-04
178.0938	1.1176	eA	Correct	1.114	ww	0.9864	0.9722	0.0142	20	3.5205	0.0628	2e-04
185.6168	0.8507	dE	Correct	0.846	wl.u	0.9722	0.7965	0.1757	30	3.5205	0.0628	2e-04
189.6368	1.0508	Cb	Correct	1.046	wl.u	0.9637	0.7005	0.2632	50	3.5205	0.0628	2e-04
193.6558	0.7172	Ae	inCorrect	0.713	ww	0.9722	0.9864	-0.0142	20	3.5205	0.0628	2e-04
197.6758	0.7673	dC	inCorrect	0.764	wl.l	0.7965	0.9637	-0.1672	40	3.5205	0.0628	2e-04
201.2128	3.9865	eA	omission	0	ww	0.9722	0.9864	-0.0142	20	3.5205	0.0628	2e-04
207.7008	0.5337	Eb	Correct	0.527	wl.u	0.9722	0.7005	0.2717	40	3.5205	0.0628	2e-04
211.2368	0.7005	bC	inCorrect	0.686	wl.u	0.7005	0.9637	-0.2632	50	3.5205	0.0628	2e-04
215.7578	0.7172	bA	inCorrect	0.703	wl.l	0.7005	0.9864	-0.2859	60	3.5205	0.0628	2e-04
219.7778	0.884	dF	Correct	0.866	ll	0.8219	0.7965	0.0254	10	3.5205	0.0628	2e-04
223.3138	0.9341	eA	inCorrect	0.92	ww	0.9722	0.9864	-0.0142	20	3.5205	0.0628	2e-04
227.3498	0.7172	Cf	Correct	0.708	wl.u	0.9637	0.8219	0.1418	30	3.5205	0.0628	2e-04
232.3708	2.919	fA	inCorrect	2.905	wl.u	0.8219	0.9864	-0.1645	40	3.5205	0.0628	2e-04
235.4068	1.2844	Ac	Correct	1.266	ww	0.9864	0.9637	0.0227	10	3.5205	0.0628	2e-04
243.4468	0.9341	Cb	Correct	0.932	wl.u	0.9637	0.7005	0.2632	50	3.5205	0.0628	2e-04
247.4828	0.834	eC	Correct	0.817	ww	0.9637	0.9722	-0.0085	10	3.5205	0.0628	2e-04
252.5038	0.7172	Ed	Correct	0.71	wl.u	0.9722	0.7965	0.1757	30	3.5205	0.0628	2e-04
255.5398	0.5671	fC	inCorrect	0.56	wl.u	0.8219	0.9637	-0.1418	30	3.5205	0.0628	2e-04
264.0628	0.367	dC	inCorrect	0.353	wl.l	0.7965	0.9637	-0.1672	40	3.5205	0.0628	2e-04
267.5998	0.7506	Ab	inCorrect	0.744	wl.l	0.7005	0.9864	-0.2859	60	3.5205	0.0628	2e-04
272.1198	1.0008	Fd	inCorrect	0.996	ll	0.7965	0.8219	-0.0254	10	3.5205	0.0628	2e-04
276.1398	0.7506	fA	inCorrect	0.748	wl.u	0.8219	0.9864	-0.1645	40	3.5205	0.0628	2e-04
279.6758	0.8341	Ae	Correct	0.821	ww	0.9864	0.9722	0.0142	20	3.5205	0.0628	2e-04
284.1958	3.5028	bE	omission	0	wl.u	0.7005	0.9722	-0.2717	40	3.5205	0.0628	2e-04
290.2008	0.3001	dA	inCorrect	0.295	wl.u	0.7965	0.9864	-0.1899	50	3.5205	0.0628	2e-04
294.2208	1.0342	bC	Correct	1.028	wl.u	0.9637	0.7005	0.2632	50	3.5205	0.0628	2e-04
298.7408	0.5504	Ed	Correct	0.542	wl.u	0.9722	0.7965	0.1757	30	3.5205	0.0628	2e-04
302.2608	1.2343	dF	inCorrect	1.231	ll	0.7965	0.8219	-0.0254	10	3.5205	0.0628	2e-04
306.7808	0.5671	Ce	inCorrect	0.557	ww	0.9722	0.9637	0.0085	10	3.5205	0.0628	2e-04
314.3038	0.7339	Ac	Correct	0.726	ww	0.9864	0.9637	0.0227	10	3.5205	0.0628	2e-04
318.3238	1.2677	Db	Correct	1.266	ll	0.7965	0.7005	0.096	10	3.5205	0.0628	2e-04
322.8278	1.251	Fb	Correct	1.236	ll	0.8219	0.7005	0.1214	20	3.5205	0.0628	2e-04
326.3468	1.4345	fC	inCorrect	1.419	wl.u	0.8219	0.9637	-0.1418	30	3.5205	0.0628	2e-04
334.3698	2.7856	Cb	Correct	2.776	wl.u	0.9637	0.7005	0.2632	50	3.5205	0.0628	2e-04
337.9058	0.7172	Ab	Correct	0.699	wl.l	0.9864	0.7005	0.2859	60	3.5205	0.0628	2e-04
342.4268	2.035	bC	inCorrect	2.03	wl.u	0.7005	0.9637	-0.2632	50	3.5205	0.0628	2e-04
345.9628	1.1176	Ce	inCorrect	1.102	ww	0.9722	0.9637	0.0085	10	3.5205	0.0628	2e-04
349.9998	0.5504	Cf	inCorrect	0.547	wl.u	0.8219	0.9637	-0.1418	30	3.5205	0.0628	2e-04
354.5198	0.9675	Ac	Correct	0.963	ww	0.9864	0.9637	0.0227	10	3.5205	0.0628	2e-04
359.0398	0.7006	Fb	inCorrect	0.682	ll	0.7005	0.8219	-0.1214	20	3.5205	0.0628	2e-04
363.0768	1.0175	fC	Correct	1.013	wl.u	0.9637	0.8219	0.1418	30	3.5205	0.0628	2e-04
367.0968	1.1008	Ae	inCorrect	1.084	ww	0.9722	0.9864	-0.0142	20	3.5205	0.0628	2e-04
370.6158	0.9674	Ed	Correct	0.959	wl.u	0.9722	0.7965	0.1757	30	3.5205	0.0628	2e-04
374.6358	2.4019	dF	inCorrect	2.386	ll	0.7965	0.8219	-0.0254	10	3.5205	0.0628	2e-04
379.1558	1.0342	fA	inCorrect	1.02	wl.u	0.8219	0.9864	-0.1645	40	3.5205	0.0628	2e-04
382.1918	0.834	Eb	Correct	0.83	wl.u	0.9722	0.7005	0.2717	40	3.5205	0.0628	2e-04
386.2288	1.4011	cA	Correct	1.386	ww	0.9864	0.9637	0.0227	10	3.5205	0.0628	2e-04
390.2648	1.1176	fE	Correct	1.115	wl.l	0.9722	0.8219	0.1503	20	3.5205	0.0628	2e-04
394.7858	1.4512	Cd	Correct	1.439	wl.l	0.9637	0.7965	0.1672	40	3.5205	0.0628	2e-04
398.3218	1.4011	Ce	Correct	1.395	ww	0.9637	0.9722	-0.0085	10	3.5205	0.0628	2e-04
402.3588	2.5688	Cd	Correct	2.566	wl.l	0.9637	0.7965	0.1672	40	3.5205	0.0628	2e-04
407.3788	1.8682	Eb	Correct	1.851	wl.u	0.9722	0.7005	0.2717	40	3.5205	0.0628	2e-04
410.4148	0.8173	Cb	inCorrect	0.808	wl.u	0.7005	0.9637	-0.2632	50	3.5205	0.0628	2e-04
414.4518	2.5521	dE	inCorrect	2.54	wl.u	0.7965	0.9722	-0.1757	30	3.5205	0.0628	2e-04
423.4758	0.5838	bE	Correct	0.57	wl.u	0.9722	0.7005	0.2717	40	3.5205	0.0628	2e-04
427.4958	0.7339	Cf	inCorrect	0.731	wl.u	0.8219	0.9637	-0.1418	30	3.5205	0.0628	2e-04
431.0148	1.2677	Af	inCorrect	1.254	wl.u	0.8219	0.9864	-0.1645	40	3.5205	0.0628	2e-04
438.5548	0.9674	bE	inCorrect	0.961	wl.u	0.7005	0.9722	-0.2717	40	3.5205	0.0628	2e-04
443.0748	1.7847	Ce	Correct	1.769	ww	0.9637	0.9722	-0.0085	10	3.5205	0.0628	2e-04
446.6108	1.1342	Cb	Correct	1.131	wl.u	0.9637	0.7005	0.2632	50	3.5205	0.0628	2e-04
450.6478	1.1175	Ae	inCorrect	1.106	ww	0.9722	0.9864	-0.0142	20	3.5205	0.0628	2e-04
455.6678	2.5187	Ed	Correct	2.515	wl.u	0.9722	0.7965	0.1757	30	3.5205	0.0628	2e-04
459.1878	0.784	dF	inCorrect	0.772	ll	0.7965	0.8219	-0.0254	10	3.5205	0.0628	2e-04
463.7078	3.0025	Ed	omission	0	wl.u	0.7965	0.9722	-0.1757	30	3.5205	0.0628	2e-04
469.7128	0.7006	bD	inCorrect	0.697	ll	0.7005	0.7965	-0.096	10	3.5205	0.0628	2e-04
473.7328	0.8173	Ac	Correct	0.799	ww	0.9864	0.9637	0.0227	10	3.5205	0.0628	2e-04
477.2688	0.6005	bE	Correct	0.591	wl.u	0.9722	0.7005	0.2717	40	3.5205	0.0628	2e-04
481.7888	0.9842	bD	Correct	0.97	ll	0.7965	0.7005	0.096	10	3.5205	0.0628	2e-04
485.8088	3.0025	Af	omission	0	wl.u	0.8219	0.9864	-0.1645	40	3.5205	0.0628	2e-04
491.3138	0.7006	Ed	Correct	0.684	wl.u	0.9722	0.7965	0.1757	30	3.5205	0.0628	2e-04
495.8338	0.7173	Fd	Correct	0.703	ll	0.8219	0.7965	0.0254	10	3.5205	0.0628	2e-04
499.3538	0.7673	eA	inCorrect	0.751	ww	0.9722	0.9864	-0.0142	20	3.5205	0.0628	2e-04
502.8898	0.6672	Fb	Correct	0.659	ll	0.8219	0.7005	0.1214	20	3.5205	0.0628	2e-04
507.4098	0.8174	Ef	Correct	0.8	wl.l	0.9722	0.8219	0.1503	20	3.5205	0.0628	2e-04
510.9458	0.8674	bE	Correct	0.85	wl.u	0.9722	0.7005	0.2717	40	3.5205	0.0628	2e-04
515.9668	1.8681	cA	Correct	1.854	ww	0.9864	0.9637	0.0227	10	3.5205	0.0628	2e-04
519.9868	1.0175	Ed	inCorrect	1.011	wl.u	0.7965	0.9722	-0.1757	30	3.5205	0.0628	2e-04
523.0228	3.6696	bA	inCorrect	3.663	wl.l	0.7005	0.9864	-0.2859	60	3.5205	0.0628	2e-04
527.5428	1.668	Ab	inCorrect	1.652	wl.l	0.7005	0.9864	-0.2859	60	3.5205	0.0628	2e-04
