onset	duration	RT	Trial_type	Response	SSD
0.5548	0.517	692	Go	Incorrect	n/a
5.5588	0.5171	614	Go	correct	n/a
9.562	0.5171	786	Go	correct	n/a
13.0649	0.5171	0	Stop	succesful_stop	200
16.5677	0.5171	0	Stop	succesful_stop	250
20.0872	0.5171	0	Stop	succesful_stop	300
24.0905	0.5171	675	Go	correct	n/a
28.5774	0.5171	807	Go	Incorrect	n/a
33.5815	0.5171	0	Stop	succesful_stop	350
37.0843	0.5171	785	Go	correct	n/a
40.1034	0.5171	781	Go	correct	n/a
44.1067	0.517	0	Stop	succesful_stop	400
48.1099	0.5171	1026	Go	Incorrect	n/a
53.0973	0.517	0	Stop	succesful_stop	450
56.1164	0.5171	925	Go	correct	n/a
60.1196	0.5171	950	Go	correct	n/a
65.6074	0.5171	0	Stop	succesful_stop	500
68.6098	0.5171	797	Go	correct	n/a
76.6163	0.5171	894	Go	correct	n/a
81.1199	0.5171	835	Go	correct	n/a
84.6228	0.517	808	Stop	Failed_stop	550
89.6268	0.5171	844	Go	correct	n/a
93.63	0.5171	716	Go	correct	n/a
96.1487	0.5171	761	Go	correct	n/a
104.1552	0.5171	810	Go	correct	n/a
109.1426	0.5171	0	Stop	succesful_stop	600
113.6462	0.5171	743	Go	correct	n/a
117.1491	0.5171	958	Go	correct	n/a
121.6527	0.5171	818	Go	Incorrect	n/a
125.656	0.517	697	Stop	Failed_stop	650
128.1747	0.517	949	Go	correct	n/a
133.6624	0.5171	752	Go	correct	n/a
136.6649	0.517	721	Go	correct	n/a
140.6681	0.5171	792	Go	correct	n/a
149.6754	0.5171	805	Stop	Failed_stop	700
152.1941	0.5171	903	Go	correct	n/a
157.6819	0.517	743	Stop	Failed_stop	750
161.6851	0.5171	849	Go	correct	n/a
164.6875	0.5171	797	Stop	Failed_stop	800
169.1912	0.517	0	Stop	succesful_stop	850
172.2103	0.5171	1340	Go	correct	n/a
177.698	0.5171	968	Stop	Failed_stop	900
181.2009	0.5171	1290	Go	correct	n/a
185.2041	0.5171	986	Go	correct	n/a
189.2074	0.517	1098	Stop	Failed_stop	950
193.711	0.5171	1233	Go	correct	n/a
196.2297	0.5171	1332	Go	correct	n/a
204.7199	0.5171	849	Go	correct	n/a
212.7264	0.5171	845	Go	correct	n/a
216.2459	0.5171	829	Stop	Failed_stop	1000
220.2491	0.5171	866	Stop	Failed_stop	1050
224.7361	0.5171	1107	Go	correct	n/a
229.7401	0.5171	1063	Go	correct	n/a
236.7458	0.5171	983	Go	correct	n/a
245.7531	0.5171	834	Stop	Failed_stop	1100
248.2718	0.5171	865	Go	correct	n/a
252.7588	0.517	925	Stop	Failed_stop	1100
257.7628	0.5171	899	Go	correct	n/a
260.2815	0.5171	0	Stop	succesful_stop	1050
268.288	0.5171	837	Stop	Failed_stop	1050
273.2754	0.517	0	Stop	succesful_stop	1000
276.2945	0.5171	0	Stop	succesful_stop	1000
281.7822	0.5171	1387	Go	correct	n/a
284.3009	0.5171	1270	Go	correct	n/a
288.7879	0.5171	1210	Go	correct	n/a
292.3074	0.5171	983	Stop	Failed_stop	1050
297.7952	0.5171	926	Go	correct	n/a
301.298	0.5171	1197	Go	correct	n/a
305.8017	0.5171	1086	Go	correct	n/a
308.3204	0.5171	1388	Go	correct	n/a
313.3077	0.5171	1058	Go	correct	n/a
317.8114	0.5171	1723	Go	correct	n/a
321.3142	0.5171	1269	Go	correct	n/a
324.3333	0.5171	1067	Go	correct	n/a
328.8203	0.5171	869	Go	correct	n/a
333.3239	0.5171	734	Go	correct	n/a
337.8276	0.5171	720	Stop	Failed_stop	1050
341.8308	0.5171	804	Stop	Failed_stop	1000
344.8332	0.5171	1652	Go	correct	n/a
349.3369	0.5171	1312	Go	correct	n/a
352.356	0.5171	1756	Go	correct	n/a
356.3592	0.5171	1304	Go	correct	n/a
361.3466	0.5171	871	Stop	Failed_stop	950
364.3657	0.5171	1421	Stop	Failed_stop	900
368.8527	0.5171	1571	Go	correct	n/a
373.3563	0.5171	989	Go	correct	n/a
377.3595	0.5171	1114	Go	correct	n/a
384.3819	0.5171	0	Stop	succesful_stop	850
389.3693	0.517	0	Go	omission	n/a
394.8737	0.5171	791	Go	correct	n/a
399.3774	0.517	1346	Go	correct	n/a
402.8802	0.5171	1437	Go	correct	n/a
406.3997	0.5171	1372	Go	Incorrect	n/a
410.4029	0.5171	1014	Go	correct	n/a
419.3935	0.5171	923	Go	correct	n/a
423.3968	0.5171	1018	Go	correct	n/a
426.4159	0.5171	1029	Go	correct	n/a
431.4033	0.517	788	Go	correct	n/a
435.9069	0.5171	944	Go	correct	n/a
439.4097	0.5171	0	Go	omission	n/a
444.4305	0.517	0	Stop	succesful_stop	800
448.4337	0.5171	1386	Go	correct	n/a
452.9207	0.517	809	Stop	Failed_stop	750
457.4243	0.5171	751	Go	correct	n/a
461.4275	0.5171	855	Stop	Failed_stop	700
464.4467	0.517	1535	Go	correct	n/a
468.4499	0.5171	709	Stop	Failed_stop	650
472.4531	0.5171	1865	Go	correct	n/a
476.9401	0.5171	1527	Go	correct	n/a
481.4437	0.5171	0	Stop	succesful_stop	600
484.4628	0.5171	1477	Go	correct	n/a
489.4502	0.5171	0	Stop	succesful_stop	550
492.953	0.5171	1283	Go	correct	n/a
496.9563	0.5171	0	Stop	succesful_stop	500
500.9595	0.5171	0	Stop	succesful_stop	450
504.479	0.5171	0	Stop	succesful_stop	400
508.966	0.5171	0	Stop	succesful_stop	400
513.4696	0.5171	911	Go	correct	n/a
516.4887	0.5171	1306	Go	correct	n/a
521.4761	0.5171	1085	Go	correct	n/a
524.9789	0.5171	1420	Go	correct	n/a
529.4826	0.5171	0	Stop	succesful_stop	450
532.5017	0.5171	1093	Go	correct	n/a
536.9887	0.517	0	Stop	succesful_stop	500
545.4955	0.5171	0	Stop	succesful_stop	550
548.9984	0.5171	1220	Go	correct	n/a
553.0016	0.5171	0	Stop	succesful_stop	600
557.5053	0.517	1052	Go	correct	n/a
562.0089	0.5171	0	Stop	succesful_stop	650
564.5276	0.5171	1791	Go	correct	n/a
569.515	0.5171	869	Stop	Failed_stop	700
574.0186	0.5171	1149	Go	correct	n/a
580.5406	0.517	1353	Go	correct	n/a
586.0283	0.5171	829	Stop	Failed_stop	750
590.0316	0.5171	816	Go	correct	n/a
593.034	0.5171	1295	Stop	Failed_stop	800
597.5376	0.5171	790	Go	correct	n/a
606.0445	0.5171	1042	Go	correct	n/a
608.5632	0.5171	980	Go	correct	n/a
613.5506	0.5171	995	Go	correct	n/a
616.5697	0.5171	1057	Go	correct	n/a
622.0575	0.5171	958	Go	correct	n/a
626.0607	0.5171	1007	Stop	Failed_stop	850
630.0639	0.5171	1017	Go	correct	n/a
633.5668	0.5171	953	Go	correct	n/a
637.57	0.5171	1326	Go	correct	n/a
642.0737	0.517	913	Go	correct	n/a
649.0793	0.5171	0	Stop	succesful_stop	900
654.0834	0.5171	1281	Go	correct	n/a
660.6053	0.5171	972	Go	correct	n/a
