onset	duration	Pair	Response	RT	Cond	Q_choice	Q_notchosen	eQdiff	Rv_diff	Beta_Q	alpha_gain	alpha_loss
1.0336	0.834	bE	inCorrect	0.825	wl.u	0.5243	0.6548	-0.1305	40	2.7614	0.0141	0.0011
4.0696	0.7839	Af	Correct	0.775	wl.u	0.7063	0.5338	0.1725	40	2.7614	0.0141	0.0011
12.5926	0.8674	dE	Correct	0.852	wl.u	0.6548	0.5491	0.1057	30	2.7614	0.0141	0.0011
17.1136	0.6005	Cb	Correct	0.598	wl.u	0.727	0.5243	0.2027	50	2.7614	0.0141	0.0011
20.1496	0.6505	bA	Correct	0.641	wl.l	0.7063	0.5243	0.182	60	2.7614	0.0141	0.0011
25.1696	0.6505	Ab	inCorrect	0.646	wl.l	0.5243	0.7063	-0.182	60	2.7614	0.0141	0.0011
28.2056	0.7006	eA	inCorrect	0.692	ww	0.6548	0.7063	-0.0515	20	2.7614	0.0141	0.0011
33.2266	0.6172	Ef	Correct	0.605	wl.l	0.6548	0.5338	0.121	20	2.7614	0.0141	0.0011
37.2466	0.6172	fE	Correct	0.605	wl.l	0.6548	0.5338	0.121	20	2.7614	0.0141	0.0011
40.7656	0.7506	Ae	Correct	0.743	ww	0.7063	0.6548	0.0515	20	2.7614	0.0141	0.0011
44.7856	0.5838	Ce	Correct	0.567	ww	0.727	0.6548	0.0722	10	2.7614	0.0141	0.0011
49.3056	0.9675	Ab	inCorrect	0.963	wl.l	0.5243	0.7063	-0.182	60	2.7614	0.0141	0.0011
52.8256	0.784	eC	inCorrect	0.78	ww	0.6548	0.727	-0.0722	10	2.7614	0.0141	0.0011
56.3616	1.2177	dE	Correct	1.201	wl.u	0.6548	0.5491	0.1057	30	2.7614	0.0141	0.0011
61.3826	0.6339	dC	Correct	0.622	wl.l	0.727	0.5491	0.1779	40	2.7614	0.0141	0.0011
68.9056	0.8006	eC	Correct	0.786	ww	0.727	0.6548	0.0722	10	2.7614	0.0141	0.0011
73.4256	0.6505	fA	inCorrect	0.646	wl.u	0.5338	0.7063	-0.1725	40	2.7614	0.0141	0.0011
76.9446	0.9841	Ad	Correct	0.975	wl.u	0.7063	0.5491	0.1572	50	2.7614	0.0141	0.0011
80.9646	0.8674	dA	Correct	0.859	wl.u	0.7063	0.5491	0.1572	50	2.7614	0.0141	0.0011
84.5006	0.7005	eA	Correct	0.685	ww	0.7063	0.6548	0.0515	20	2.7614	0.0141	0.0011
89.5216	0.7339	Ac	inCorrect	0.719	ww	0.727	0.7063	0.0207	10	2.7614	0.0141	0.0011
92.5576	0.834	Cd	Correct	0.831	wl.l	0.727	0.5491	0.1779	40	2.7614	0.0141	0.0011
96.5946	0.8006	eA	inCorrect	0.782	ww	0.6548	0.7063	-0.0515	20	2.7614	0.0141	0.0011
101.1146	0.6171	bC	Correct	0.607	wl.u	0.727	0.5243	0.2027	50	2.7614	0.0141	0.0011
105.1346	0.5838	Af	Correct	0.574	wl.u	0.7063	0.5338	0.1725	40	2.7614	0.0141	0.0011
109.1546	0.6005	Ce	Correct	0.59	ww	0.727	0.6548	0.0722	10	2.7614	0.0141	0.0011
113.1746	0.7506	bE	Correct	0.748	wl.u	0.6548	0.5243	0.1305	40	2.7614	0.0141	0.0011
117.6946	0.5171	Ad	Correct	0.511	wl.u	0.7063	0.5491	0.1572	50	2.7614	0.0141	0.0011
121.2136	0.6005	Ef	Correct	0.593	wl.l	0.6548	0.5338	0.121	20	2.7614	0.0141	0.0011
125.7346	0.6672	Ad	Correct	0.655	wl.u	0.7063	0.5491	0.1572	50	2.7614	0.0141	0.0011
129.7546	0.9007	bD	Correct	0.887	ll	0.5491	0.5243	0.0248	10	2.7614	0.0141	0.0011
132.7896	0.9174	cA	inCorrect	0.9	ww	0.727	0.7063	0.0207	10	2.7614	0.0141	0.0011
137.8106	0.9174	Eb	Correct	0.907	wl.u	0.6548	0.5243	0.1305	40	2.7614	0.0141	0.0011
