onset	duration	Stim
16.044	1.018	Face
18.046	1.018	Face
20.048	1.018	Face
22.049	1.017	Face
24.049	1.002	Face
26.053	1.018	Face
28.054	1.018	Face
30.054	1.002	Face
44.167	1.018	Object
46.167	1.002	Object
48.17	1.018	Object
50.172	1.018	Object
52.174	1.018	Object
54.175	1.018	Object
56.177	1.017	Object
58.178	1.018	Object
72.29	1.018	House
74.291	1.017	House
76.293	1.018	House
78.295	1.018	House
80.296	1.018	House
82.298	1.018	House
84.299	1.018	House
86.301	1.018	House
100.412	1.018	Scrambled
102.414	1.018	Scrambled
104.416	1.018	Scrambled
106.417	1.017	Scrambled
108.419	1.018	Scrambled
110.421	1.018	Scrambled
112.422	1.018	Scrambled
114.424	1.018	Scrambled
128.535	1.018	House
130.537	1.018	House
132.538	1.018	House
134.54	1.018	House
136.542	1.018	House
138.543	1.018	House
140.545	1.017	House
142.546	1.018	House
156.641	1.018	Face
158.643	1.018	Face
160.644	1.018	Face
162.646	1.018	Face
164.648	1.018	Face
166.649	1.018	Face
168.651	1.018	Face
170.652	1.017	Face
184.747	1.018	Scrambled
186.749	1.017	Scrambled
188.75	1.018	Scrambled
190.752	1.018	Scrambled
192.754	1.018	Scrambled
194.755	1.018	Scrambled
196.757	1.018	Scrambled
198.758	1.018	Scrambled
212.87	1.018	Object
214.871	1.018	Object
216.873	1.018	Object
218.875	1.017	Object
220.876	1.018	Object
222.878	1.018	Object
224.879	1.018	Object
226.881	1.018	Object
240.992	1.018	Object
242.994	1.018	Object
244.996	1.018	Object
246.997	1.018	Object
248.999	1.018	Object
251	1.018	Object
253.002	1.017	Object
255.004	1.018	Object
269.115	1.018	Scrambled
271.117	1.017	Scrambled
273.118	1.018	Scrambled
275.12	1.018	Scrambled
277.122	1.018	Scrambled
279.123	1.018	Scrambled
281.125	1.018	Scrambled
283.126	1.018	Scrambled
297.238	1.018	Face
299.239	1.018	Face
301.241	1.018	Face
303.243	1.017	Face
305.244	1.017	Face
307.246	1.018	Face
309.247	1.018	Face
311.249	1.018	Face
325.36	1.018	House
327.362	1.018	House
329.364	1.018	House
331.365	1.018	House
333.367	1.018	House
335.368	1.018	House
337.37	1.017	House
339.372	1.018	House
353.483	1.018	Scrambled
355.485	1.017	Scrambled
357.486	1.018	Scrambled
359.488	1.018	Scrambled
361.49	1.018	Scrambled
363.491	1.018	Scrambled
365.493	1.018	Scrambled
367.494	1.018	Scrambled
381.606	1.018	House
383.607	1.018	House
385.609	1.018	House
387.611	1.018	House
389.612	1.017	House
391.614	1.018	House
393.615	1.018	House
395.617	1.018	House
409.712	1.018	Object
411.713	1.018	Object
413.715	1.018	Object
415.717	1.018	Object
417.718	1.018	Object
419.72	1.017	Object
421.721	1.018	Object
423.723	1.018	Object
437.834	1.017	Face
439.836	1.018	Face
441.838	1.018	Face
443.839	1.018	Face
445.841	1.018	Face
447.842	1.018	Face
449.844	1.018	Face
451.846	1.018	Face
