onset	duration	Stim
16.033	1.017	Face
18.035	1.017	Face
20.036	1.018	Face
22.036	1.002	Face
24.04	1.018	Face
26.041	1.018	Face
28.041	1.002	Face
30.044	1.018	Face
44.156	1.017	Object
46.156	1.002	Object
48.159	1.018	Object
50.161	1.018	Object
52.162	1.018	Object
54.164	1.018	Object
56.165	1.018	Object
58.167	1.018	Object
72.262	1.018	House
74.263	1.018	House
76.265	1.018	House
78.267	1.018	House
80.268	1.018	House
82.27	1.018	House
84.271	1.018	House
86.273	1.018	House
100.384	1.018	Scrambled
102.386	1.018	Scrambled
104.388	1.018	Scrambled
106.389	1.018	Scrambled
108.391	1.018	Scrambled
110.392	1.018	Scrambled
112.394	1.018	Scrambled
114.396	1.018	Scrambled
128.507	1.017	House
130.509	1.018	House
132.51	1.018	House
134.512	1.018	House
136.513	1.018	House
138.515	1.018	House
140.517	1.018	House
142.518	1.018	House
156.63	1.017	Face
158.631	1.018	Face
160.633	1.018	Face
162.634	1.018	Face
164.636	1.018	Face
166.638	1.018	Face
168.639	1.018	Face
170.641	1.018	Face
184.752	1.017	Scrambled
186.754	1.018	Scrambled
188.755	1.018	Scrambled
190.757	1.018	Scrambled
192.759	1.018	Scrambled
194.76	1.018	Scrambled
196.762	1.018	Scrambled
198.763	1.018	Scrambled
212.875	1.017	Object
214.876	1.018	Object
216.878	1.018	Object
218.88	1.018	Object
220.881	1.018	Object
222.883	1.018	Object
224.884	1.018	Object
226.886	1.018	Object
240.981	1.018	Object
242.982	1.018	Object
244.984	1.018	Object
246.985	1.018	Object
248.987	1.018	Object
250.989	1.018	Object
252.99	1.018	Object
254.992	1.018	Object
269.103	1.018	Scrambled
271.105	1.018	Scrambled
273.106	1.018	Scrambled
275.108	1.018	Scrambled
277.11	1.018	Scrambled
279.111	1.018	Scrambled
281.113	1.018	Scrambled
283.114	1.018	Scrambled
297.226	1.018	Face
299.227	1.018	Face
301.229	1.018	Face
303.231	1.018	Face
305.232	1.018	Face
307.234	1.018	Face
309.235	1.018	Face
311.237	1.018	Face
325.332	1.018	House
327.333	1.018	House
329.335	1.018	House
331.337	1.018	House
333.338	1.018	House
335.34	1.018	House
337.341	1.018	House
339.343	1.018	House
353.454	1.018	Scrambled
355.456	1.018	Scrambled
357.458	1.018	Scrambled
359.459	1.018	Scrambled
361.461	1.018	Scrambled
363.462	1.018	Scrambled
365.464	1.018	Scrambled
367.466	1.018	Scrambled
381.577	1.018	House
383.579	1.018	House
385.58	1.018	House
387.582	1.018	House
389.583	1.018	House
391.585	1.018	House
393.587	1.018	House
395.588	1.018	House
409.7	1.018	Object
411.701	1.018	Object
413.703	1.018	Object
415.704	1.018	Object
417.706	1.018	Object
419.708	1.018	Object
421.709	1.018	Object
423.711	1.018	Object
437.805	1.018	Face
439.807	1.018	Face
441.809	1.018	Face
443.81	1.018	Face
445.812	1.018	Face
447.813	1.018	Face
449.815	1.018	Face
451.817	1.017	Face
